CREATION DATE,STATUS,COMPLETION DATE,SERVICE REQUEST NUMBER,TYPE OF SERVICE REQUEST,CURRENT ACTIVITY,MOST RECENT ACTION,NUMBER OF POTHOLES FILLED ON BLOCK,STREET ADDRESS,ZIP,X COORDINATE,Y COORDINATE,Ward,Police District,Community Area,SSA,LATITUDE,LONGITUDE,LOCATION
2012-01-02T00:00:00,Completed,2012-01-04T00:00:00,12-00004994,Pot Hole in Street,Dispatch Crew,Pothole Patched,1,7200 N GREENVIEW AVE,60626,1165052.98567263,1947939.40678588,49,24,1,,42.01280730615967,-87.66817506012026,"{'latitude': '42.01280730615967', 'longitude': '-87.66817506012026', 'needs_recoding': False}"
2012-01-02T00:00:00,Completed,2012-01-05T00:00:00,12-00003569,Pot Hole in Street,Dispatch Crew,Pothole Patched,11,3930 N PINE GROVE AVE,60613,1170693.6567978,1926346.1250301,46,23,6,18,41.953774064116395,-87.64806067621346,"{'latitude': '41.953774064116395', 'longitude': '-87.64806067621346', 'needs_recoding': False}"
2012-01-02T00:00:00,Completed,2012-01-05T00:00:00,12-00003592,Pot Hole in Street,Dispatch Crew,Pothole Patched,2,4843 W CARMEN AVE,60630,1143011.35718062,1933517.23646611,45,16,12,,41.973366484089816,-87.74972911450432,"{'latitude': '41.973366484089816', 'longitude': '-87.74972911450432', 'needs_recoding': False}"
2012-01-02T00:00:00,Completed,2012-01-05T00:00:00,12-00003601,Pot Hole in Street,Dispatch Crew,Pothole Patched,2,4835 W CARMEN AVE,60630,1143046.15718062,1933525.03646611,45,16,12,,41.973370092856406,-87.74945700076194,"{'latitude': '41.973370092856406', 'longitude': '-87.74945700076194', 'needs_recoding': False}"
2012-01-02T00:00:00,Completed,2012-01-05T00:00:00,12-00003742,Pot Hole in Street,Dispatch Crew,Pothole Patched,2,1200 W IRVING PARK RD,60613,1167593.37422471,1926701.61612578,46,23,3,,41.95452780697154,-87.65944562319066,"{'latitude': '41.95452780697154', 'longitude': '-87.65944562319066', 'needs_recoding': False}"
2012-01-02T00:00:00,Completed,2012-01-05T00:00:00,12-00003806,Pot Hole in Street,Dispatch Crew,Complete Upon Arrival,0,212 W CERMAK RD,60616,1175225.31929676,1889749.39482459,25,21,34,,41.852953299717456,-87.6326116422059,"{'latitude': '41.852953299717456', 'longitude': '-87.6326116422059', 'needs_recoding': False}"
2012-01-02T00:00:00,Completed,2012-01-05T00:00:00,12-00003900,Pot Hole in Street,Dispatch Crew,Pothole Patched,3,2218 W DIVERSEY AVE,60647,1160944.74999615,1918558.38147187,1,14,22,,41.93232454331037,-87.68404028450584,"{'latitude': '41.93232454331037', 'longitude': '-87.68404028450584', 'needs_recoding': False}"
2012-01-02T00:00:00,Completed,2012-01-05T00:00:00,12-00004014,Pot Hole in Street,Dispatch Crew,Complete Upon Arrival,0,2200 W FULLERTON AVE,60647,1161052.46382905,1915913.16008042,1,14,22,,41.92506406199671,-87.68368164753127,"{'latitude': '41.92506406199671', 'longitude': '-87.68368164753127', 'needs_recoding': False}"
2012-01-02T00:00:00,Completed,2012-01-05T00:00:00,12-00004017,Pot Hole in Street,Dispatch Crew,Pothole Patched,1,5000 W LAWRENCE AVE,60630,1142170.61703206,1931452.39492256,45,16,11,,41.968076712893776,-87.7526890568709,"{'latitude': '41.968076712893776', 'longitude': '-87.7526890568709', 'needs_recoding': False}"
2012-01-02T00:00:00,Completed,2012-01-05T00:00:00,12-00004177,Pot Hole in Street,Dispatch Crew,Pothole Patched,5,500 W IRVING PARK DR,60613,1171702.50129941,1926821.43940371,46,23,3,,41.95476961692556,-87.64419972806952,"{'latitude': '41.95476961692556', 'longitude': '-87.64419972806952', 'needs_recoding': False}"
2012-01-02T00:00:00,Completed,2012-01-05T00:00:00,12-00005141,Pot Hole in Street,Dispatch Crew,Pothole Patched,8,5032 N ROCKWELL ST,60625,1158117.81658336,1933344.36991368,40,20,4,,41.9731657690715,-87.69410396294172,"{'latitude': '41.9731657690715', 'longitude': '-87.69410396294172', 'needs_recoding': False}"
2012-01-02T00:00:00,Completed,2012-01-06T00:00:00,12-00003259,Pot Hole in Street,Dispatch Crew,Pothole Patched,1,1130 W 79TH ST,60620,1170034.1397786,1852413.59877753,17,6,71,32,41.75062481429545,-87.65246961199345,"{'latitude': '41.75062481429545', 'longitude': '-87.65246961199345', 'needs_recoding': False}"
2012-01-02T00:00:00,Completed,2012-01-06T00:00:00,12-00003972,Pot Hole in Street,Dispatch Crew, No Problem Found,0,5600 S LOOMIS BLVD,60636,1167951.4362142,1867615.43113024,16,7,67,,41.79218151065794,-87.65982668628008,"{'latitude': '41.79218151065794', 'longitude': '-87.65982668628008', 'needs_recoding': False}"
2012-01-02T00:00:00,Completed,2012-01-06T00:00:00,12-00004300,Pot Hole in Street,Dispatch Crew,Pothole Patched,1,2000 W FULLERTON AVE,60647,1162614.70988649,1915951.04987793,32,14,22,,41.92513494374925,-87.67796354553815,"{'latitude': '41.92513494374925', 'longitude': '-87.67796354553815', 'needs_recoding': False}"
2012-01-02T00:00:00,Completed,2012-01-06T00:00:00,12-00004582,Pot Hole in Street,Dispatch Crew,Pothole Patched,1,3509 N OCTAVIA AVE,60634,1126797.64570396,1922460.03998526,36,16,17,,41.943717722858075,-87.80922385501275,"{'latitude': '41.943717722858075', 'longitude': '-87.80922385501275', 'needs_recoding': False}"
2012-01-02T00:00:00,Completed,2012-01-06T00:00:00,12-00004599,Pot Hole in Street,Dispatch Crew,Pothole Patched,8,7300 W CORNELIA AVE,60634,1126799.54570396,1922399.83998526,36,16,17,,41.943506951803045,-87.80942159633258,"{'latitude': '41.943506951803045', 'longitude': '-87.80942159633258', 'needs_recoding': False}"
2012-01-02T00:00:00,Completed,2012-01-06T00:00:00,12-00005085,Pot Hole in Street,Dispatch Crew,Pothole Patched,76,6800 W WELLINGTON AVE,60634,1130567.80788611,1919190.12627404,36,25,18,,41.93463512398969,-87.7956458822198,"{'latitude': '41.93463512398969', 'longitude': '-87.7956458822198', 'needs_recoding': False}"
2012-01-02T00:00:00,Completed,2012-01-09T00:00:00,12-00003385,Pot Hole in Street,Dispatch Crew,Pothole Patched,18,700 N HALSTED ST,60642,1170916.3139715,1905130.92012546,27,13,24,,41.895178171776486,-87.64786005448123,"{'latitude': '41.895178171776486', 'longitude': '-87.64786005448123', 'needs_recoding': False}"
2012-01-02T00:00:00,Completed,2012-01-11T00:00:00,12-00004232,Pot Hole in Street,Dispatch Crew, No Problem Found,0,1200 W FULLERTON AVE,60614,1167905.84643069,1916088.85391169,32,19,7,,41.925399980558375,-87.6585591016007,"{'latitude': '41.925399980558375', 'longitude': '-87.6585591016007', 'needs_recoding': False}"
2012-01-02T00:00:00,Completed,2012-01-11T00:00:00,12-00005103,Pot Hole in Street,Dispatch Crew,Pothole Patched,6,3000 N WESTERN AVE,60618,1159839.19438795,1919967.01550566,1,19,5,,41.936133384264544,-87.68813435372323,"{'latitude': '41.936133384264544', 'longitude': '-87.68813435372323', 'needs_recoding': False}"
2012-01-02T00:00:00,Completed,2012-01-11T00:00:00,12-00005145,Pot Hole in Street,Dispatch Crew,Pothole Patched,2,3238 N KILPATRICK AVE,60641,1144612.80999043,1921119.82017422,30,17,15,,41.94003207662546,-87.74407592354409,"{'latitude': '41.94003207662546', 'longitude': '-87.74407592354409', 'needs_recoding': False}"
2012-01-02T00:00:00,Completed,2012-01-17T00:00:00,12-00003724,Pot Hole in Street,Dispatch Crew,Pothole Patched,6,2451 W ADAMS ST,60612,1160099.08600018,1898979.21066746,2,11,28,,41.878330791091834,-87.6883525710214,"{'latitude': '41.878330791091834', 'longitude': '-87.6883525710214', 'needs_recoding': False}"
2013-01-02T00:00:00,Completed - Dup,2013-01-03T00:00:00,13-00006706,Pot Hole in Street,,,,3625 W FOSTER AVE,60625,1151188.34002495,1934306.20997848,39,17,13,,41.97551473349239,-87.71952464470172,"{'latitude': '41.97551473349239', 'longitude': '-87.71952464470172', 'needs_recoding': False}"
2013-01-02T00:00:00,Completed - Dup,2013-01-03T00:00:00,13-00007794,Pot Hole in Street,,,,5010 W IRVING PARK RD,60641,1142199.21779593,1926127.25119821,45,16,15,28,41.9534587043914,-87.75269624796893,"{'latitude': '41.9534587043914', 'longitude': '-87.75269624796893', 'needs_recoding': False}"
2013-01-02T00:00:00,Completed,2013-01-02T00:00:00,13-00001937,Pot Hole in Street,Final Outcome,CDOT Street Cut Complaints Transfer Outcome,,7119 N MASON AVE,60646,1136211.5308022,1946978.09002384,41,16,12,,42.010713135733134,-87.7740237488307,"{'latitude': '42.010713135733134', 'longitude': '-87.7740237488307', 'needs_recoding': False}"
2013-01-02T00:00:00,Completed,2013-01-02T00:00:00,13-00002154,Pot Hole in Street,Final Outcome,Pothole Patched,6,799 N TRUMBULL AVE,60624,1153234.31039492,1905119.51408593,27,11,23,63,41.895405795564756,-87.71250583683289,"{'latitude': '41.895405795564756', 'longitude': '-87.71250583683289', 'needs_recoding': False}"
2013-01-02T00:00:00,Completed,2013-01-02T00:00:00,13-00002157,Pot Hole in Street,Final Outcome,CDOT Street Cut Complaints Transfer Outcome,29,4000 N MARINE DR,60613,1171411.33723077,1926810.92958449,46,19,3,34,41.95466725162307,-87.6454106251512,"{'latitude': '41.95466725162307', 'longitude': '-87.6454106251512', 'needs_recoding': False}"
2013-01-02T00:00:00,Completed,2013-01-02T00:00:00,13-00002204,Pot Hole in Street,Final Outcome,CDOT Street Cut Complaints Transfer Outcome,,840 W 68TH ST,60621,1171770.23462127,1859758.5499898,17,7,68,,41.77073846465116,-87.64616412375854,"{'latitude': '41.77073846465116', 'longitude': '-87.64616412375854', 'needs_recoding': False}"
2013-01-02T00:00:00,Completed,2013-01-02T00:00:00,13-00002265,Pot Hole in Street,Final Outcome,CDOT Pavement Cave-In Survey Transfer Outcome,,3659 S ARCHER AVE,60609,1161574.60911015,1880321.24098654,11,9,59,,41.82729915918342,-87.68245715362747,"{'latitude': '41.82729915918342', 'longitude': '-87.68245715362747', 'needs_recoding': False}"
2013-01-02T00:00:00,Completed,2013-01-02T00:00:00,13-00003386,Pot Hole in Street,Final Outcome,Pothole Patched,1,3600 N AUSTIN AVE,60634,1135732.23913103,1923321.01951597,38,16,17,,41.9458132146695,-87.77665216156436,"{'latitude': '41.9458132146695', 'longitude': '-87.77665216156436', 'needs_recoding': False}"
2013-01-02T00:00:00,Completed,2013-01-02T00:00:00,13-00003670,Pot Hole in Street,Final Outcome,CDOT Street Cut Complaints Transfer Outcome,,8951 S ST LAWRENCE AVE,60619,1181807.73938974,1845672.99942051,6,6,44,,41.73141241301997,-87.60939701879808,"{'latitude': '41.73141241301997', 'longitude': '-87.60939701879808', 'needs_recoding': False}"
2013-01-02T00:00:00,Completed,2013-01-02T00:00:00,13-00004573,Pot Hole in Street,Final Outcome,Pothole Patched,6,356 N KILBOURN AVE,60624,1146319.92067825,1901919.22308765,28,11,26,,41.88688347201192,-87.73828039218766,"{'latitude': '41.88688347201192', 'longitude': '-87.73828039218766', 'needs_recoding': False}"
2013-01-02T00:00:00,Completed,2013-01-02T00:00:00,13-00004810,Pot Hole in Street,Final Outcome,Pothole Patched,2,208 W 95TH ST,60628,1176531.71892167,1841949.20410672,21,6,49,,41.721765362443016,-87.62902235939838,"{'latitude': '41.721765362443016', 'longitude': '-87.62902235939838', 'needs_recoding': False}"
2013-01-02T00:00:00,Completed,2013-01-02T00:00:00,13-00004819,Pot Hole in Street,Final Outcome,Pothole Patched,23,732 W 87TH ST,60620,1172828.52290096,1847198.23749149,21,6,71,,41.736251458513344,-87.64246346930392,"{'latitude': '41.736251458513344', 'longitude': '-87.64246346930392', 'needs_recoding': False}"
2013-01-02T00:00:00,Completed,2013-01-02T00:00:00,13-00004832,Pot Hole in Street,Final Outcome,Pothole Patched,16,700 W 87TH ST,60620,1173160.5376696,1847203.43708481,21,6,71,,41.73625826695446,-87.64124661076985,"{'latitude': '41.73625826695446', 'longitude': '-87.64124661076985', 'needs_recoding': False}"
2013-01-02T00:00:00,Completed,2013-01-02T00:00:00,13-00004851,Pot Hole in Street,Final Outcome,Pothole Patched,9,632 W 87TH ST,60620,1173491.69541466,1847208.73869983,21,6,71,,41.73626560733366,-87.6400327198814,"{'latitude': '41.73626560733366', 'longitude': '-87.6400327198814', 'needs_recoding': False}"
2013-01-02T00:00:00,Completed,2013-01-02T00:00:00,13-00004859,Pot Hole in Street,Final Outcome,Pothole Patched,7,600 W 87TH ST,60620,1173823.93909491,1847213.9046074,21,6,71,,41.736272377345934,-87.63881571453558,"{'latitude': '41.736272377345934', 'longitude': '-87.63881571453558', 'needs_recoding': False}"
2013-01-02T00:00:00,Completed,2013-01-02T00:00:00,13-00004862,Pot Hole in Street,Final Outcome,Pothole Patched,20,4414 S EVANS AVE,60653,1181890.87010588,1875904.46567953,3,2,38,47,41.81447954914745,-87.6084550513942,"{'latitude': '41.81447954914745', 'longitude': '-87.6084550513942', 'needs_recoding': False}"
2013-01-02T00:00:00,Completed,2013-01-02T00:00:00,13-00004876,Pot Hole in Street,Final Outcome,Pothole Patched,21,532 W 87TH ST,60620,1174155.33243362,1847218.86399163,21,6,71,,41.736278492358686,-87.63760177724869,"{'latitude': '41.736278492358686', 'longitude': '-87.63760177724869', 'needs_recoding': False}"
2013-01-02T00:00:00,Completed,2013-01-02T00:00:00,13-00004888,Pot Hole in Street,Final Outcome,Pothole Patched,4,500 W 87TH ST,60620,1174489.25151543,1847224.38218749,21,6,71,,41.736286348099654,-87.63637831000403,"{'latitude': '41.736286348099654', 'longitude': '-87.63637831000403', 'needs_recoding': False}"
2013-01-02T00:00:00,Completed,2013-01-02T00:00:00,13-00004905,Pot Hole in Street,Final Outcome,Pothole Patched,7,4541 S EVANS AVE,60653,1181912.39066628,1875061.16837257,4,2,38,47,41.81193073608954,-87.60810160786184,"{'latitude': '41.81193073608954', 'longitude': '-87.60810160786184', 'needs_recoding': False}"
2013-01-02T00:00:00,Completed,2013-01-02T00:00:00,13-00004958,Pot Hole in Street,Final Outcome,Pothole Patched,10,4609 S LANGLEY AVE,60653,1181708.59998301,1874607.17002262,4,2,38,47,41.81100470378756,-87.6088717873498,"{'latitude': '41.81100470378756', 'longitude': '-87.6088717873498', 'needs_recoding': False}"
2013-01-02T00:00:00,Completed,2013-01-02T00:00:00,13-00004994,Pot Hole in Street,Final Outcome,Pothole Patched,3,700 E 47TH ST,60653,1181723.77656951,1874003.87309591,4,2,38,47,41.80960925369593,-87.6089291095637,"{'latitude': '41.80960925369593', 'longitude': '-87.6089291095637', 'needs_recoding': False}"
2013-01-02T00:00:00,Completed,2013-01-02T00:00:00,13-00005025,Pot Hole in Street,Final Outcome,Pothole Patched,3,4700 S EVANS AVE,60615,1182046.56646878,1874012.44512287,4,2,38,47,41.80942213609463,-87.60794599593696,"{'latitude': '41.80942213609463', 'longitude': '-87.60794599593696', 'needs_recoding': False}"
2013-01-02T00:00:00,Completed,2013-01-02T00:00:00,13-00005238,Pot Hole in Street,Final Outcome,Pothole Patched,2,8449 S BRANDON AVE,60617,1198948.13937234,1849589.28002462,10,4,46,,41.741596190275594,-87.54647227850916,"{'latitude': '41.741596190275594', 'longitude': '-87.54647227850916', 'needs_recoding': False}"
2013-01-02T00:00:00,Completed,2013-01-02T00:00:00,13-00005245,Pot Hole in Street,Final Outcome,Pothole Patched,2,9138 S COMMERCIAL AVE,60617,1197732.01259297,1844945.18841112,10,4,46,5,41.72890516933711,-87.55137391709914,"{'latitude': '41.72890516933711', 'longitude': '-87.55137391709914', 'needs_recoding': False}"
2013-01-02T00:00:00,Completed,2013-01-02T00:00:00,13-00005253,Pot Hole in Street,Final Outcome,Pothole Patched,8,10657 S BUFFALO AVE,60617,1199862.6854901,1834886.74820132,10,4,52,,41.701098215411214,-87.5436310665536,"{'latitude': '41.701098215411214', 'longitude': '-87.5436310665536', 'needs_recoding': False}"
2013-01-02T00:00:00,Completed,2013-01-02T00:00:00,13-00005261,Pot Hole in Street,Final Outcome,Pothole Patched,3,3600 E 116TH ST,60617,1201915.76588795,1828659.33576882,10,4,52,,41.68468902329527,-87.5364054591543,"{'latitude': '41.68468902329527', 'longitude': '-87.5364054591543', 'needs_recoding': False}"
2013-01-02T00:00:00,Completed,2013-01-02T00:00:00,13-00005309,Pot Hole in Street,Final Outcome,Pothole Patched,4,500 W ROOSEVELT RD,60607,1173311.53102154,1894981.33462596,2,1,28,,41.867362692616666,-87.63929319464197,"{'latitude': '41.867362692616666', 'longitude': '-87.63929319464197', 'needs_recoding': False}"
2013-01-02T00:00:00,Completed,2013-01-02T00:00:00,13-00005351,Pot Hole in Street,Final Outcome,Pothole Patched,2,4600 S COTTAGE GROVE AVE,60653,1182366.99278502,1874685.46200704,4,2,38,47,41.811261436386786,-87.60674997203422,"{'latitude': '41.811261436386786', 'longitude': '-87.60674997203422', 'needs_recoding': False}"
2013-01-02T00:00:00,Completed,2013-01-02T00:00:00,13-00005389,Pot Hole in Street,Final Outcome,Pothole Patched,7,4600 S CHAMPLAIN AVE,60653,1181371.38997609,1874657.2199764,4,2,38,47,41.81120672066032,-87.61040217137251,"{'latitude': '41.81120672066032', 'longitude': '-87.61040217137251', 'needs_recoding': False}"
2013-01-02T00:00:00,Completed,2013-01-02T00:00:00,13-00005406,Pot Hole in Street,Final Outcome,Pothole Patched,5,400 W 46TH ST,60609,,,11,9,37,13,41.81102975811823,-87.63576678655339,"{'latitude': '41.81102975811823', 'longitude': '-87.63576678655339', 'needs_recoding': False}"
2013-01-02T00:00:00,Completed,2013-01-02T00:00:00,13-00005428,Pot Hole in Street,Final Outcome,Pothole Patched,7,700 W 45TH ST,60609,1172383.12296769,1875043.81786861,11,9,61,,41.81267208867202,-87.64327617750129,"{'latitude': '41.81267208867202', 'longitude': '-87.64327617750129', 'needs_recoding': False}"
2013-01-02T00:00:00,Completed,2013-01-02T00:00:00,13-00005446,Pot Hole in Street,Final Outcome,Pothole Patched,2,5729 S MOBILE AVE,60638,1135365.59003049,1865893.33002456,23,8,56,,41.78784032842634,-87.77905326090823,"{'latitude': '41.78784032842634', 'longitude': '-87.77905326090823', 'needs_recoding': False}"
2013-01-02T00:00:00,Completed,2013-01-02T00:00:00,13-00005485,Pot Hole in Street,Final Outcome,Pothole Patched,3,5133 S KILDARE AVE,60632,1148564.64349815,1870233.87011378,23,8,57,,41.799507020647845,-87.73054597238911,"{'latitude': '41.799507020647845', 'longitude': '-87.73054597238911', 'needs_recoding': False}"
2013-01-02T00:00:00,Completed,2013-01-02T00:00:00,13-00005494,Pot Hole in Street,Final Outcome,Pothole Patched,6,1142 E 72ND ST,60619,1185176.58006788,1857506.99076577,5,3,69,,41.764262492142045,-87.59654152646867,"{'latitude': '41.764262492142045', 'longitude': '-87.59654152646867', 'needs_recoding': False}"
2013-01-02T00:00:00,Completed,2013-01-02T00:00:00,13-00005496,Pot Hole in Street,Final Outcome,Pothole Patched,5,3400 W JACKSON BLVD,60624,1153764.16231857,1898484.48919117,28,11,27,,41.877385456342665,-87.71101847907306,"{'latitude': '41.877385456342665', 'longitude': '-87.71101847907306', 'needs_recoding': False}"
2013-01-02T00:00:00,Completed,2013-01-02T00:00:00,13-00005501,Pot Hole in Street,Final Outcome,Pothole Patched,17,1300 E 73RD ST,60619,1186141.24738136,1856861.21938056,5,3,43,,41.76246467107395,-87.59326558106896,"{'latitude': '41.76246467107395', 'longitude': '-87.59326558106896', 'needs_recoding': False}"
2013-01-02T00:00:00,Completed,2013-01-02T00:00:00,13-00005509,Pot Hole in Street,Final Outcome,Pothole Patched,27,1200 E 73RD ST,60619,1185476.99471897,1856848.85567348,5,3,69,,41.76244673345415,-87.5957029238738,"{'latitude': '41.76244673345415', 'longitude': '-87.5957029238738', 'needs_recoding': False}"
2013-01-02T00:00:00,Completed,2013-01-02T00:00:00,13-00005515,Pot Hole in Street,Final Outcome,Pothole Patched,5,7301 S KIMBARK AVE,60619,1186141.44738136,1856854.51938056,5,3,43,,41.76226473520772,-87.5931757705526,"{'latitude': '41.76226473520772', 'longitude': '-87.5931757705526', 'needs_recoding': False}"
2013-01-02T00:00:00,Completed,2013-01-02T00:00:00,13-00005542,Pot Hole in Street,Final Outcome,Pothole Patched,5,5200 S KILDARE AVE,60632,1148576.69249402,1869789.30470268,23,8,57,,41.79856971263549,-87.73081793543412,"{'latitude': '41.79856971263549', 'longitude': '-87.73081793543412', 'needs_recoding': False}"
2013-01-02T00:00:00,Completed,2013-01-02T00:00:00,13-00005565,Pot Hole in Street,Final Outcome,Pothole Patched,56,6000 S FAIRFIELD AVE,60629,1159071.36821007,1864751.10467648,15,8,66,,41.78450789247022,-87.69246738499808,"{'latitude': '41.78450789247022', 'longitude': '-87.69246738499808', 'needs_recoding': False}"
2013-01-02T00:00:00,Completed,2013-01-02T00:00:00,13-00005589,Pot Hole in Street,Final Outcome,Pothole Patched,2,5930 S WASHTENAW AVE,60629,1159390.39367483,1865224.57811112,16,8,66,59,41.78550462315329,-87.69127726564659,"{'latitude': '41.78550462315329', 'longitude': '-87.69127726564659', 'needs_recoding': False}"
2013-01-02T00:00:00,Completed,2013-01-02T00:00:00,13-00005612,Pot Hole in Street,Final Outcome,Pothole Patched,8,6102 S WASHTENAW AVE,60629,1159421.6088076,1864082.94850504,15,8,66,3,41.782647409412945,-87.69120051263673,"{'latitude': '41.782647409412945', 'longitude': '-87.69120051263673', 'needs_recoding': False}"
2013-01-02T00:00:00,Completed,2013-01-02T00:00:00,13-00005647,Pot Hole in Street,Final Outcome,Pothole Patched,6,2508 W 68TH ST,60629,1160794.73190383,1859484.42907073,15,8,66,14,41.77022181190742,-87.68626711862875,"{'latitude': '41.77022181190742', 'longitude': '-87.68626711862875', 'needs_recoding': False}"
2013-01-02T00:00:00,Completed,2013-01-02T00:00:00,13-00005669,Pot Hole in Street,Final Outcome,Pothole Patched,2,6808 S MAPLEWOOD AVE,60629,1160547.09447987,1859423.36720295,15,8,66,14,41.769770104391554,-87.68720247620463,"{'latitude': '41.769770104391554', 'longitude': '-87.68720247620463', 'needs_recoding': False}"
2013-01-02T00:00:00,Completed,2013-01-02T00:00:00,13-00005686,Pot Hole in Street,Final Outcome,Pothole Patched,5,1988 W DEVON AVE,60660,1161903.31991978,1942503.59156903,50,24,2,,41.99800802989064,-87.67997442991864,"{'latitude': '41.99800802989064', 'longitude': '-87.67997442991864', 'needs_recoding': False}"
2013-01-02T00:00:00,Completed,2013-01-02T00:00:00,13-00005695,Pot Hole in Street,Final Outcome,Pothole Patched,2,6936 S MAPLEWOOD AVE,60629,1160571.0450213,1858572.08002816,18,8,66,14,41.76716737877481,-87.68712747417331,"{'latitude': '41.76716737877481', 'longitude': '-87.68712747417331', 'needs_recoding': False}"
2013-01-02T00:00:00,Completed,2013-01-02T00:00:00,13-00005713,Pot Hole in Street,Final Outcome,Pothole Patched,10,2500 W 70TH ST,60629,1160917.43566721,1858160.53348026,15,8,66,14,41.76658706758303,-87.68580122052647,"{'latitude': '41.76658706758303', 'longitude': '-87.68580122052647', 'needs_recoding': False}"
2013-01-02T00:00:00,Completed,2013-01-02T00:00:00,13-00005715,Pot Hole in Street,Final Outcome,Pothole Patched,1,2306 W DEVON AVE,60659,1159752.79590664,1942438.38322617,50,24,2,43,41.99787636318572,-87.6877635508729,"{'latitude': '41.99787636318572', 'longitude': '-87.6877635508729', 'needs_recoding': False}"
2013-01-02T00:00:00,Completed,2013-01-02T00:00:00,13-00005728,Pot Hole in Street,Final Outcome,Pothole Patched,5,6109 N KEDZIE AVE,60659,1153917.48667545,1940565.4799192,50,24,2,,41.993291456383396,-87.70907261160887,"{'latitude': '41.993291456383396', 'longitude': '-87.70907261160887', 'needs_recoding': False}"
2013-01-02T00:00:00,Completed,2013-01-02T00:00:00,13-00005737,Pot Hole in Street,Final Outcome,Pothole Patched,7,6085 N KEDZIE AVE,60659,1153922.58187301,1940455.23099994,50,24,2,,41.99283054997264,-87.70905900597901,"{'latitude': '41.99283054997264', 'longitude': '-87.70905900597901', 'needs_recoding': False}"
2013-01-02T00:00:00,Completed,2013-01-02T00:00:00,13-00005738,Pot Hole in Street,Final Outcome,Pothole Patched,10,2443 W 70TH ST,60629,1161195.85159509,1858168.35389595,15,8,66,14,41.76637914688388,-87.68499686959449,"{'latitude': '41.76637914688388', 'longitude': '-87.68499686959449', 'needs_recoding': False}"
2013-01-02T00:00:00,Completed,2013-01-02T00:00:00,13-00005745,Pot Hole in Street,Final Outcome,Pothole Patched,1,3051 W FOSTER AVE,60625,1155066.94552948,1934387.53710368,33,17,13,,41.975660016835576,-87.70561467515348,"{'latitude': '41.975660016835576', 'longitude': '-87.70561467515348', 'needs_recoding': False}"
2013-01-02T00:00:00,Completed,2013-01-02T00:00:00,13-00005760,Pot Hole in Street,Final Outcome,Pothole Patched,13,2421 W 70TH ST,60629,1161358.15159509,1858172.95389595,17,8,66,14,41.766392579455164,-87.68419785456557,"{'latitude': '41.766392579455164', 'longitude': '-87.68419785456557', 'needs_recoding': False}"
2013-01-02T00:00:00,Completed,2013-01-02T00:00:00,13-00005807,Pot Hole in Street,Final Outcome,Pothole Patched,12,3800 S HOMAN AVE,60632,1154321.92637285,1879193.99989336,12,9,58,,41.824279820865165,-87.70949613628758,"{'latitude': '41.824279820865165', 'longitude': '-87.70949613628758', 'needs_recoding': False}"
2013-01-02T00:00:00,Completed,2013-01-02T00:00:00,13-00005836,Pot Hole in Street,Final Outcome,Pothole Patched,23,3400 W PERSHING RD,60632,1154338.53992771,1878535.24372742,12,9,58,,41.822630692766566,-87.70943468828904,"{'latitude': '41.822630692766566', 'longitude': '-87.70943468828904', 'needs_recoding': False}"
2013-01-02T00:00:00,Completed,2013-01-02T00:00:00,13-00005861,Pot Hole in Street,Final Outcome,Pothole Patched,29,3100 S HAMLIN AVE,60623,1151532.06852496,1883779.16613186,22,10,30,,41.836875643608955,-87.71961298487777,"{'latitude': '41.836875643608955', 'longitude': '-87.71961298487777', 'needs_recoding': False}"
2013-01-02T00:00:00,Completed,2013-01-02T00:00:00,13-00005887,Pot Hole in Street,Final Outcome,Pothole Patched,21,3200 S HAMLIN AVE,60623,1151548.50993113,1883114.80187248,22,10,30,,41.835053037608986,-87.71956894040436,"{'latitude': '41.835053037608986', 'longitude': '-87.71956894040436', 'needs_recoding': False}"
2013-01-02T00:00:00,Completed,2013-01-02T00:00:00,13-00005916,Pot Hole in Street,Final Outcome,Pothole Patched,4,7400 N OLEANDER AVE,60631,1125069.85400426,1948529.81936769,41,16,9,,42.01522270279044,-87.81528050175714,"{'latitude': '42.01522270279044', 'longitude': '-87.81528050175714', 'needs_recoding': False}"
2013-01-02T00:00:00,Completed,2013-01-02T00:00:00,13-00005920,Pot Hole in Street,Final Outcome,Pothole Patched,13,3200 S HARDING AVE,60623,1150551.57023153,1883086.75341441,22,10,30,,41.83499579360559,-87.72322752834916,"{'latitude': '41.83499579360559', 'longitude': '-87.72322752834916', 'needs_recoding': False}"
2013-01-02T00:00:00,Completed,2013-01-02T00:00:00,13-00005929,Pot Hole in Street,Final Outcome,Pothole Patched,7,7300 N OLEANDER AVE,60631,1125069.58079829,1947866.05111893,41,16,9,,42.01340079499984,-87.81529734328842,"{'latitude': '42.01340079499984', 'longitude': '-87.81529734328842', 'needs_recoding': False}"
2013-01-02T00:00:00,Completed,2013-01-02T00:00:00,13-00005932,Pot Hole in Street,Final Outcome,Pothole Patched,8,2700 S HARDING AVE,60623,1150478.75470781,1885760.43493283,22,10,30,,41.84233150178717,-87.723426289096,"{'latitude': '41.84233150178717', 'longitude': '-87.723426289096', 'needs_recoding': False}"
