Creation Date,Status,Completion Date,Service Request Number,Type of Service Request,Street Address,ZIP Code,X Coordinate,Y Coordinate,Ward,Police District,Community Area,Latitude,Longitude,Location
2011-01-03T00:00:00,Completed - Dup,2011-01-03T00:00:00,11-00006586,Alley Light Out,9109 S WALLACE ST,60620,1173901.20417571,1844482.98068792,21,22,73,41.72866716187179,-87.638551621482,"{'latitude': '41.72866716187179', 'longitude': '-87.638551621482', 'needs_recoding': False}"
2011-01-03T00:00:00,Completed - Dup,2011-01-03T00:00:00,11-00006643,Alley Light Out,7125 S INGLESIDE AVE,60619,1183790.30999059,1857948.01077973,5,3,69,41.765391877446014,-87.60190665524782,"{'latitude': '41.765391877446014', 'longitude': '-87.60190665524782', 'needs_recoding': False}"
2011-01-03T00:00:00,Completed - Dup,2011-01-03T00:00:00,11-00007109,Alley Light Out,7308 N ALBANY AVE,60645,1154519.78101607,1948300.56360145,50,24,2,42.01396100154954,-87.70677458794378,"{'latitude': '42.01396100154954', 'longitude': '-87.70677458794378', 'needs_recoding': False}"
2011-01-03T00:00:00,Completed - Dup,2011-01-03T00:00:00,11-00007693,Alley Light Out,5728 N MAPLEWOOD AVE,60659,1158297.02546927,1937951.13757635,40,20,2,41.985485088215995,-87.69316063184388,"{'latitude': '41.985485088215995', 'longitude': '-87.69316063184388', 'needs_recoding': False}"
2011-01-03T00:00:00,Completed - Dup,2011-01-03T00:00:00,11-00008514,Alley Light Out,4348 S KARLOV AVE,60632,1149735.98999984,1875496.94002216,14,8,57,41.81427570003097,-87.72627313173118,"{'latitude': '41.81427570003097', 'longitude': '-87.72627313173118', 'needs_recoding': False}"
2011-01-03T00:00:00,Completed - Dup,2011-01-03T00:00:00,11-00009065,Alley Light Out,2751 E 130TH ST,60633,1196525.93332094,1819358.72561871,10,4,55,41.65919262219222,-87.55650356866946,"{'latitude': '41.65919262219222', 'longitude': '-87.55650356866946', 'needs_recoding': False}"
2011-01-03T00:00:00,Completed - Dup,2011-01-03T00:00:00,11-00009676,Alley Light Out,1525 N LOTUS AVE,60651,1139732.75668629,1909607.23120471,37,25,25,41.90806711685606,-87.76213421701847,"{'latitude': '41.90806711685606', 'longitude': '-87.76213421701847', 'needs_recoding': False}"
2011-01-03T00:00:00,Completed - Dup,2011-01-03T00:00:00,11-00009755,Alley Light Out,1525 N LOTUS AVE,60651,1139732.75668629,1909607.23120471,37,25,25,41.90806711685606,-87.76213421701847,"{'latitude': '41.90806711685606', 'longitude': '-87.76213421701847', 'needs_recoding': False}"
2011-01-03T00:00:00,Completed - Dup,2011-01-03T00:00:00,11-00010101,Alley Light Out,4904 N TRIPP AVE,60630,1147164.73579307,1932252.56719554,39,17,14,41.97006884618173,-87.73425131129204,"{'latitude': '41.97006884618173', 'longitude': '-87.73425131129204', 'needs_recoding': False}"
2011-01-03T00:00:00,Completed - Dup,2011-01-03T00:00:00,11-00011170,Alley Light Out,5631 S KILBOURN AVE,60629,1147323.65236904,1866891.48772938,13,8,62,41.79070744385831,-87.73534156743783,"{'latitude': '41.79070744385831', 'longitude': '-87.73534156743783', 'needs_recoding': False}"
2011-01-03T00:00:00,Completed - Dup,2011-01-03T00:00:00,11-00011257,Alley Light Out,4845 W BERENICE AVE,60641,1143366.02201736,1925151.74367508,45,16,15,41.95065563086794,-87.7483977424508,"{'latitude': '41.95065563086794', 'longitude': '-87.7483977424508', 'needs_recoding': False}"
2011-01-03T00:00:00,Completed - Dup,2011-01-03T00:00:00,11-00011287,Alley Light Out,4220 W HADDON AVE,60651,1148035.0971811,1907333.45988145,37,11,23,41.9016718943175,-87.73169396071711,"{'latitude': '41.9016718943175', 'longitude': '-87.73169396071711', 'needs_recoding': False}"
2011-01-03T00:00:00,Completed - Dup,2011-01-03T00:00:00,11-00011554,Alley Light Out,1545 W WABANSIA AVE,60642,1165613.08550356,1911391.21790649,1,14,24,41.91245022090126,-87.66701215554481,"{'latitude': '41.91245022090126', 'longitude': '-87.66701215554481', 'needs_recoding': False}"
2011-01-03T00:00:00,Completed - Dup,2011-01-03T00:00:00,11-00011644,Alley Light Out,10724 S AVENUE G,60617,1203175.4399172,1834458.46509525,10,4,52,41.70046067936205,-87.53165765623625,"{'latitude': '41.70046067936205', 'longitude': '-87.53165765623625', 'needs_recoding': False}"
2011-01-03T00:00:00,Completed - Dup,2011-01-04T00:00:00,11-00005079,Alley Light Out,3246 W MONTROSE AVE,60618,1153857.48756666,1929057.88871205,33,17,14,41.96117139127071,-87.70972711177065,"{'latitude': '41.96117139127071', 'longitude': '-87.70972711177065', 'needs_recoding': False}"
2011-01-03T00:00:00,Completed - Dup,2011-01-04T00:00:00,11-00010312,Alley Light Out,9642 S PRINCETON AVE,60628,1175983.14838072,1840989.85719878,21,5,49,41.71903519489579,-87.63102942178718,"{'latitude': '41.71903519489579', 'longitude': '-87.63102942178718', 'needs_recoding': False}"
2011-01-03T00:00:00,Completed - Dup,2011-01-04T00:00:00,11-00011175,Alley Light Out,1800 N BISSELL ST,60614,1169702.47951896,1911904.83567805,43,18,7,41.91377145599904,-87.65197389976792,"{'latitude': '41.91377145599904', 'longitude': '-87.65197389976792', 'needs_recoding': False}"
2011-01-03T00:00:00,Completed - Dup,2011-01-04T00:00:00,11-00011241,Alley Light Out,1900 N BISSELL ST,60614,1169669.32990714,1912708.96001852,43,18,7,41.915978739826706,-87.65207221822683,"{'latitude': '41.915978739826706', 'longitude': '-87.65207221822683', 'needs_recoding': False}"
2011-01-03T00:00:00,Completed - Dup,2011-01-04T00:00:00,11-00011290,Alley Light Out,7144 S KEDZIE AVE,60629,1156273.18112201,1857067.70818837,18,8,66,41.76357402529235,-87.70278959516972,"{'latitude': '41.76357402529235', 'longitude': '-87.70278959516972', 'needs_recoding': False}"
2011-01-03T00:00:00,Completed - Dup,2011-01-04T00:00:00,11-00011349,Alley Light Out,10921 S ALBANY AVE,60655,1157616.19103421,1832028.7565183,19,22,74,41.69483578401972,-87.69854394463515,"{'latitude': '41.69483578401972', 'longitude': '-87.69854394463515', 'needs_recoding': False}"
2011-01-03T00:00:00,Completed - Dup,2011-01-04T00:00:00,11-00011529,Alley Light Out,6443 S HARLEM AVE,60638,1129510.61120638,1860867.3600166,23,8,64,41.77449750297861,-87.8007959814008,"{'latitude': '41.77449750297861', 'longitude': '-87.8007959814008', 'needs_recoding': False}"
2011-01-03T00:00:00,Completed - Dup,2011-01-04T00:00:00,11-00011541,Alley Light Out,5423 N MONITOR AVE,60630,1136206.30927853,1935491.58899451,45,16,11,41.97916021377558,-87.77446882379895,"{'latitude': '41.97916021377558', 'longitude': '-87.77446882379895', 'needs_recoding': False}"
2011-01-03T00:00:00,Completed - Dup,2011-01-04T00:00:00,11-00011630,Alley Light Out,7206 S DAMEN AVE,60636,1164271.03532247,1856871.28050763,17,7,67,41.76287038009166,-87.67348115173554,"{'latitude': '41.76287038009166', 'longitude': '-87.67348115173554', 'needs_recoding': False}"
2011-01-03T00:00:00,Completed - Dup,2011-01-04T00:00:00,11-00011631,Alley Light Out,9309 S BISHOP ST,60620,1168299.87253438,1843008.32518302,21,22,73,41.72474272377736,-87.65911285961516,"{'latitude': '41.72474272377736', 'longitude': '-87.65911285961516', 'needs_recoding': False}"
2011-01-03T00:00:00,Completed - Dup,2011-01-04T00:00:00,11-00011686,Alley Light Out,11946 S STATE ST,60628,1178404.57679236,1825654.39989643,9,5,53,41.67689798408022,-87.6226240559104,"{'latitude': '41.67689798408022', 'longitude': '-87.6226240559104', 'needs_recoding': False}"
2011-01-03T00:00:00,Completed - Dup,2011-01-04T00:00:00,11-00011711,Alley Light Out,1800 N BISSELL ST,60614,1169702.47951896,1911904.83567805,43,18,7,41.91377145599904,-87.65197389976792,"{'latitude': '41.91377145599904', 'longitude': '-87.65197389976792', 'needs_recoding': False}"
2011-01-03T00:00:00,Completed - Dup,2011-01-04T00:00:00,11-00011733,Alley Light Out,4348 S KARLOV AVE,60632,1149735.98999984,1875496.94002216,14,8,57,41.81427570003097,-87.72627313173118,"{'latitude': '41.81427570003097', 'longitude': '-87.72627313173118', 'needs_recoding': False}"
2011-01-03T00:00:00,Completed - Dup,2011-01-04T00:00:00,11-00011779,Alley Light Out,6154 S MCVICKER AVE,60638,1137128.35900081,1863106.42052684,23,8,64,41.78050905654893,-87.77281644669894,"{'latitude': '41.78050905654893', 'longitude': '-87.77281644669894', 'needs_recoding': False}"
2011-01-03T00:00:00,Completed - Dup,2011-01-04T00:00:00,11-00011833,Alley Light Out,4117 W POTOMAC AVE,60651,1148696.87790159,1908343.50698647,37,25,23,41.9044308050718,-87.72923701514351,"{'latitude': '41.9044308050718', 'longitude': '-87.72923701514351', 'needs_recoding': False}"
2011-01-03T00:00:00,Completed - Dup,2011-01-04T00:00:00,11-00011865,Alley Light Out,2742 E 128TH ST,60633,1196471.14781884,1820690.31922416,10,4,55,41.66284802721045,-87.55666013228875,"{'latitude': '41.66284802721045', 'longitude': '-87.55666013228875', 'needs_recoding': False}"
2011-01-03T00:00:00,Completed - Dup,2011-01-04T00:00:00,11-00012056,Alley Light Out,2922 S THROOP ST,60608,1169936.28232581,1885346.52161075,11,9,60,41.84088841795293,-87.65188963101333,"{'latitude': '41.84088841795293', 'longitude': '-87.65188963101333', 'needs_recoding': False}"
2011-01-03T00:00:00,Completed - Dup,2011-01-04T00:00:00,11-00012107,Alley Light Out,6016 S MOODY AVE,60638,1136430.55000976,1864009.00997582,23,8,64,41.782998380351195,-87.77535332027887,"{'latitude': '41.782998380351195', 'longitude': '-87.77535332027887', 'needs_recoding': False}"
2011-01-03T00:00:00,Completed - Dup,2011-01-06T00:00:00,11-00007727,Alley Light Out,3348 N AVERS AVE,60618,1150134.78581461,1921988.30467372,30,17,21,41.94184544416519,-87.72359875486741,"{'latitude': '41.94184544416519', 'longitude': '-87.72359875486741', 'needs_recoding': False}"
2011-01-03T00:00:00,Completed - Dup,2011-01-06T00:00:00,11-00008208,Alley Light Out,2145 N CLEVELAND AVE,60614,1172577.76850382,1914538.56918124,43,18,7,41.92093537937513,-87.64133264376119,"{'latitude': '41.92093537937513', 'longitude': '-87.64133264376119', 'needs_recoding': False}"
2011-01-03T00:00:00,Completed - Dup,2011-01-06T00:00:00,11-00009313,Alley Light Out,1440 N MASON AVE,60651,1136427.23721887,1908968.83716777,29,25,25,41.90637504662471,-87.77429246868043,"{'latitude': '41.90637504662471', 'longitude': '-87.77429246868043', 'needs_recoding': False}"
2011-01-03T00:00:00,Completed - Dup,2011-01-06T00:00:00,11-00011499,Alley Light Out,3001 N LINDER AVE,60641,1139181.78909206,1919410.44737737,31,25,19,41.93497827278697,-87.76391909382056,"{'latitude': '41.93497827278697', 'longitude': '-87.76391909382056', 'needs_recoding': False}"
2011-01-03T00:00:00,Completed - Dup,2011-01-06T00:00:00,11-00011913,Alley Light Out,5731 W HENDERSON ST,60634,1137569.85677192,1921694.39117895,38,16,15,41.94127488013098,-87.76978790458188,"{'latitude': '41.94127488013098', 'longitude': '-87.76978790458188', 'needs_recoding': False}"
2011-01-03T00:00:00,Completed - Dup,2011-01-06T00:00:00,11-00011923,Alley Light Out,5601 W BYRON ST,60634,1138313.60322823,1925364.91046755,38,16,15,41.95133370149712,-87.7669651615807,"{'latitude': '41.95133370149712', 'longitude': '-87.7669651615807', 'needs_recoding': False}"
2011-01-03T00:00:00,Completed - Dup,2011-01-06T00:00:00,11-00011975,Alley Light Out,3819 W VAN BUREN ST,60624,1151013.32240577,1897752.94010584,24,11,26,41.875324108617555,-87.721005622647,"{'latitude': '41.875324108617555', 'longitude': '-87.721005622647', 'needs_recoding': False}"
2011-01-03T00:00:00,Completed - Dup,2011-01-11T00:00:00,11-00009619,Alley Light Out,10324 S SACRAMENTO AVE,60655,1158087.84697307,1836030.4133916,19,22,74,41.70580750820532,-87.69670875313876,"{'latitude': '41.70580750820532', 'longitude': '-87.69670875313876', 'needs_recoding': False}"
2011-01-03T00:00:00,Completed - Dup,2011-01-11T00:00:00,11-00011592,Alley Light Out,306 W 111TH ST,60628,1176190.98920959,1831320.57067932,34,5,49,41.692496640155085,-87.63055719204394,"{'latitude': '41.692496640155085', 'longitude': '-87.63055719204394', 'needs_recoding': False}"
2011-01-03T00:00:00,Completed - Dup,2011-01-13T00:00:00,11-00005195,Alley Light Out,3928 W 87TH ST,60652,1151630.66806898,1846578.39658945,18,8,70,41.73488168757685,-87.72007959497168,"{'latitude': '41.73488168757685', 'longitude': '-87.72007959497168', 'needs_recoding': False}"
2011-01-03T00:00:00,Completed - Dup,2011-01-17T00:00:00,11-00010451,Alley Light Out,10509 S CLAREMONT AVE,60643,1162584.72728991,1834884.4389681,19,22,72,41.70257035092384,-87.68027323198719,"{'latitude': '41.70257035092384', 'longitude': '-87.68027323198719', 'needs_recoding': False}"
2011-01-03T00:00:00,Completed - Dup,2011-01-17T00:00:00,11-00011049,Alley Light Out,8148 S ST LAWRENCE AVE,60619,1181652.29047153,1851103.2742133,6,6,44,41.746658816750255,-87.60995403496165,"{'latitude': '41.746658816750255', 'longitude': '-87.60995403496165', 'needs_recoding': False}"
2011-01-03T00:00:00,Completed - Dup,2011-01-18T00:00:00,11-00007534,Alley Light Out,3017 E 79TH PL,60617,1197668.05416792,1852834.75008824,7,4,46,41.7510256530481,-87.55121178236838,"{'latitude': '41.7510256530481', 'longitude': '-87.55121178236838', 'needs_recoding': False}"
2011-01-03T00:00:00,Completed - Dup,2011-02-24T00:00:00,11-00008867,Alley Light Out,3548 W DIVERSEY AVE,60647,1152149.05630675,1918385.88273229,35,14,21,41.93192055858426,-87.71629071175322,"{'latitude': '41.93192055858426', 'longitude': '-87.71629071175322', 'needs_recoding': False}"
2011-01-03T00:00:00,Completed,2012-01-03T00:00:00,11-00012037,Alley Light Out,1928 N BISSELL ST,60614,1169661.42990714,1912929.96001852,43,18,7,41.91658534798231,-87.65209479268307,"{'latitude': '41.91658534798231', 'longitude': '-87.65209479268307', 'needs_recoding': False}"
2011-01-03T00:00:00,Completed,2012-01-03T00:00:00,11-00012102,Alley Light Out,1918 N BISSELL ST,60614,1169664.22990714,1912850.96001852,43,18,7,41.91636850668314,-87.65208681114866,"{'latitude': '41.91636850668314', 'longitude': '-87.65208681114866', 'needs_recoding': False}"
2011-01-03T00:00:00,Completed,2011-01-04T00:00:00,11-00005515,Alley Light Out,2602 S WALLACE ST,60616,1172732.67322732,1887003.62182792,11,9,60,41.84537429799723,-87.64157898987042,"{'latitude': '41.84537429799723', 'longitude': '-87.64157898987042', 'needs_recoding': False}"
2011-01-03T00:00:00,Completed,2011-01-05T00:00:00,11-00008640,Alley Light Out,5133 S NOTTINGHAM AVE,60638,1129922.40007756,1869550.07320116,23,8,56,41.798317521294514,-87.79908861568198,"{'latitude': '41.798317521294514', 'longitude': '-87.79908861568198', 'needs_recoding': False}"
2011-01-03T00:00:00,Completed,2011-01-05T00:00:00,11-00010034,Alley Light Out,6000 S MOODY AVE,60638,1136426.75000976,1864116.90997582,23,8,64,41.783294545247706,-87.7753646855061,"{'latitude': '41.783294545247706', 'longitude': '-87.7753646855061', 'needs_recoding': False}"
2011-01-03T00:00:00,Completed,2011-01-05T00:00:00,11-00011421,Alley Light Out,6016 S MOODY AVE,60638,1136430.55000976,1864009.00997582,23,8,64,41.782998380351195,-87.77535332027887,"{'latitude': '41.782998380351195', 'longitude': '-87.77535332027887', 'needs_recoding': False}"
2011-01-03T00:00:00,Completed,2011-01-06T00:00:00,11-00011602,Alley Light Out,10522 S AVENUE N,60617,1201181.68198982,1835791.969188,10,4,52,41.70417062564887,-87.53891281151003,"{'latitude': '41.70417062564887', 'longitude': '-87.53891281151003', 'needs_recoding': False}"
2011-01-03T00:00:00,Completed,2011-01-06T00:00:00,11-00011645,Alley Light Out,10634 S AVENUE G,60617,1203169.92079577,1835053.31861375,10,4,52,41.70209314739225,-87.53165758969678,"{'latitude': '41.70209314739225', 'longitude': '-87.53165758969678', 'needs_recoding': False}"
2011-01-03T00:00:00,Completed,2011-01-09T00:00:00,11-00010758,Alley Light Out,5446 N CHRISTIANA AVE,60625,1153069.38318276,1935996.46938017,40,17,13,41.98022698171798,-87.71243973979377,"{'latitude': '41.98022698171798', 'longitude': '-87.71243973979377', 'needs_recoding': False}"
2011-01-03T00:00:00,Completed,2011-01-11T00:00:00,11-00005513,Alley Light Out,6930 S PAXTON AVE,60649,1192074.90468675,1859444.42192949,5,3,43,41.76930081534737,-87.57149294366731,"{'latitude': '41.76930081534737', 'longitude': '-87.57149294366731', 'needs_recoding': False}"
2011-01-03T00:00:00,Completed,2011-01-12T00:00:00,11-00009733,Alley Light Out,2156 W ERIE ST,60612,1161911.43781057,1904317.27179208,1,13,24,41.89311687804014,-87.68080868570601,"{'latitude': '41.89311687804014', 'longitude': '-87.68080868570601', 'needs_recoding': False}"
2011-01-03T00:00:00,Completed,2011-01-12T00:00:00,11-00011173,Alley Light Out,6210 S TRIPP AVE,60629,1149104.78451844,1863083.05283063,13,8,65,41.7802223137951,-87.72890866457315,"{'latitude': '41.7802223137951', 'longitude': '-87.72890866457315', 'needs_recoding': False}"
2011-01-03T00:00:00,Completed,2011-01-13T00:00:00,11-00010877,Alley Light Out,5935 W SUPERIOR ST,60644,1136737.31118306,1904395.35437221,29,15,25,41.893819287917744,-87.7732631071215,"{'latitude': '41.893819287917744', 'longitude': '-87.7732631071215', 'needs_recoding': False}"
2011-01-03T00:00:00,Completed,2011-01-13T00:00:00,11-00011629,Alley Light Out,7101 S HAMLIN AVE,60629,1152260.05590542,1857247.44413351,13,8,65,41.76414703458049,-87.71749399174128,"{'latitude': '41.76414703458049', 'longitude': '-87.71749399174128', 'needs_recoding': False}"
2011-01-03T00:00:00,Completed,2011-01-13T00:00:00,11-00011695,Alley Light Out,3910 W 70TH PL,60629,1151515.33468685,1857565.89522424,13,8,65,41.76503551538283,-87.7202152899206,"{'latitude': '41.76503551538283', 'longitude': '-87.7202152899206', 'needs_recoding': False}"
2011-01-03T00:00:00,Completed,2011-01-19T00:00:00,11-00012089,Alley Light Out,7615 W RASCHER AVE,60656,1124574.47360547,1935291.34013194,41,16,10,41.97881098738209,-87.81725104859332,"{'latitude': '41.97881098738209', 'longitude': '-87.81725104859332', 'needs_recoding': False}"
2011-01-03T00:00:00,Completed,2012-01-19T00:00:00,11-00011976,Alley Light Out,3827 W VAN BUREN ST,60624,1150957.92240577,1897751.54010584,24,11,26,41.875321351228855,-87.72120906786118,"{'latitude': '41.875321351228855', 'longitude': '-87.72120906786118', 'needs_recoding': False}"
2011-01-03T00:00:00,Completed,2011-01-26T00:00:00,11-00005435,Alley Light Out,3750 S LOWE AVE,60609,1172573.26179,1880361.00817792,11,9,60,41.8271499113876,-87.64236010803657,"{'latitude': '41.8271499113876', 'longitude': '-87.64236010803657', 'needs_recoding': False}"
2011-01-03T00:00:00,Completed,2011-01-27T00:00:00,11-00006650,Alley Light Out,6900 S ELIZABETH ST,60636,1169180.10728057,1859024.93066886,17,7,67,41.76867552667038,-87.65542634201557,"{'latitude': '41.76867552667038', 'longitude': '-87.65542634201557', 'needs_recoding': False}"
2011-01-03T00:00:00,Completed,2011-01-27T00:00:00,11-00007500,Alley Light Out,6131 S ADA ST,60636,1168368.10701026,1864093.05490842,16,7,67,41.78260061733235,-87.65825690035157,"{'latitude': '41.78260061733235', 'longitude': '-87.65825690035157', 'needs_recoding': False}"
2011-01-03T00:00:00,Completed,2011-01-27T00:00:00,11-00010506,Alley Light Out,7432 S RACINE AVE,60636,1169612.40002994,1855376.90998505,17,7,67,41.75865552906059,-87.65394738652799,"{'latitude': '41.75865552906059', 'longitude': '-87.65394738652799', 'needs_recoding': False}"
2011-01-03T00:00:00,Completed,2011-01-27T00:00:00,11-00011399,Alley Light Out,6622 S WHIPPLE ST,60629,1157191.5903312,1860564.86551061,15,8,66,41.773152229733775,-87.69932891893446,"{'latitude': '41.773152229733775', 'longitude': '-87.69932891893446', 'needs_recoding': False}"
2011-01-03T00:00:00,Completed,2011-01-27T00:00:00,11-00011739,Alley Light Out,2046 W GARFIELD BLVD,60609,1163558.01990386,1868174.12292534,16,9,61,41.793901868960994,-87.67577770971384,"{'latitude': '41.793901868960994', 'longitude': '-87.67577770971384', 'needs_recoding': False}"
2011-01-03T00:00:00,Completed,2011-01-28T00:00:00,11-00007468,Alley Light Out,9647 S WINSTON AVE,60643,1168159.71510577,1840765.97730116,21,22,73,41.71859239224421,-87.65969052926769,"{'latitude': '41.71859239224421', 'longitude': '-87.65969052926769', 'needs_recoding': False}"
2011-01-03T00:00:00,Completed,2011-01-28T00:00:00,11-00008216,Alley Light Out,2836 S WALLACE ST,60616,1172757.79793091,1885985.38989769,11,9,60,41.842579630013994,-87.64151688656924,"{'latitude': '41.842579630013994', 'longitude': '-87.64151688656924', 'needs_recoding': False}"
2011-01-03T00:00:00,Completed,2011-01-28T00:00:00,11-00011622,Alley Light Out,10815 S WASHTENAW AVE,60655,1160296.8926002,1832803.43803427,19,22,75,41.696907016107815,-87.6887077814785,"{'latitude': '41.696907016107815', 'longitude': '-87.6887077814785', 'needs_recoding': False}"
2011-01-03T00:00:00,Completed,2011-02-01T00:00:00,11-00006300,Alley Light Out,5400 S KEELER AVE,60632,1149283.41642388,1868470.46119774,23,8,62,41.795002759669046,-87.72811472911954,"{'latitude': '41.795002759669046', 'longitude': '-87.72811472911954', 'needs_recoding': False}"
2011-01-03T00:00:00,Completed,2011-02-09T00:00:00,11-00005148,Alley Light Out,8722 S NORMAL AVE,60620,1174494.07970236,1847000.95663008,21,22,71,41.735563670956736,-87.63630509589977,"{'latitude': '41.735563670956736', 'longitude': '-87.63630509589977', 'needs_recoding': False}"
2011-01-03T00:00:00,Completed,2011-02-09T00:00:00,11-00005533,Alley Light Out,19 W 109TH ST,60628,1178066.76678259,1832693.92811245,34,5,49,41.69622312892111,-87.62364826401995,"{'latitude': '41.69622312892111', 'longitude': '-87.62364826401995', 'needs_recoding': False}"
2011-01-03T00:00:00,Completed,2011-02-09T00:00:00,11-00006511,Alley Light Out,9109 S WALLACE ST,60620,1173901.20417571,1844482.98068792,21,22,73,41.72866716187179,-87.638551621482,"{'latitude': '41.72866716187179', 'longitude': '-87.638551621482', 'needs_recoding': False}"
2011-01-03T00:00:00,Completed,2011-02-16T00:00:00,11-00005130,Alley Light Out,5458 N LOVEJOY AVE,60630,1137270.33988992,1935947.82022444,45,16,11,41.980393034966,-87.77054469286713,"{'latitude': '41.980393034966', 'longitude': '-87.77054469286713', 'needs_recoding': False}"
2011-01-03T00:00:00,Completed,2011-02-16T00:00:00,11-00011729,Alley Light Out,3140 W 42ND PL,60632,1156138.47239911,1876295.61451157,14,9,58,41.81634085181091,-87.70276644660903,"{'latitude': '41.81634085181091', 'longitude': '-87.70276644660903', 'needs_recoding': False}"
2011-01-03T00:00:00,Completed,2011-02-17T00:00:00,11-00009225,Alley Light Out,5120 W FULLERTON AVE,60639,1141858.37698943,1915476.69678163,31,25,19,41.92413445746148,-87.75418007586595,"{'latitude': '41.92413445746148', 'longitude': '-87.75418007586595', 'needs_recoding': False}"
2011-01-03T00:00:00,Completed,2011-02-17T00:00:00,11-00012011,Alley Light Out,1650 W WINONA ST,60640,1164732.61949477,1934269.1351088,47,20,3,41.97524711505888,-87.66959593502153,"{'latitude': '41.97524711505888', 'longitude': '-87.66959593502153', 'needs_recoding': False}"
2011-01-03T00:00:00,Completed,2011-02-19T00:00:00,11-00011611,Alley Light Out,1805 N OAK PARK AVE,60707,1130801.56298035,1911257.17861974,36,25,25,41.912753302677814,-87.79490537554906,"{'latitude': '41.912753302677814', 'longitude': '-87.79490537554906', 'needs_recoding': False}"
2011-01-03T00:00:00,Completed,2011-02-19T00:00:00,11-00012113,Alley Light Out,8001 S SAGINAW AVE,60617,1195234.80089515,1852430.26677799,7,4,46,41.74997607055683,-87.56014155434146,"{'latitude': '41.74997607055683', 'longitude': '-87.56014155434146', 'needs_recoding': False}"
2011-01-03T00:00:00,Completed,2011-02-22T00:00:00,11-00011806,Alley Light Out,1530 N MAPLEWOOD AVE,60622,1159128.45046901,1910087.11117865,26,14,24,41.90900741893,-87.69087087447181,"{'latitude': '41.90900741893', 'longitude': '-87.69087087447181', 'needs_recoding': False}"
2011-01-03T00:00:00,Completed,2011-02-23T00:00:00,11-00006786,Alley Light Out,10248 S TORRENCE AVE,60617,1195493.82290471,1837534.18010912,10,4,51,41.70909351909673,-87.55968302115879,"{'latitude': '41.70909351909673', 'longitude': '-87.55968302115879', 'needs_recoding': False}"
2011-01-03T00:00:00,Completed,2011-02-23T00:00:00,11-00010812,Alley Light Out,7424 S PHILLIPS AVE,60649,1193934.79368141,1856132.40011245,7,3,43,41.76016697350286,-87.5647840607506,"{'latitude': '41.76016697350286', 'longitude': '-87.5647840607506', 'needs_recoding': False}"
2011-01-03T00:00:00,Completed,2011-02-24T00:00:00,11-00005124,Alley Light Out,5043 W JACKSON BLVD,60644,1142819.90493442,1898200.30496796,28,15,25,41.8767081940302,-87.7510778339996,"{'latitude': '41.8767081940302', 'longitude': '-87.7510778339996', 'needs_recoding': False}"
2011-01-03T00:00:00,Completed,2011-02-24T00:00:00,11-00008436,Alley Light Out,1529 W CULLERTON ST,60608,1166489.59761513,1890499.65490254,25,12,31,41.8551034433865,-87.66439035976852,"{'latitude': '41.8551034433865', 'longitude': '-87.66439035976852', 'needs_recoding': False}"
2011-01-03T00:00:00,Completed,2011-02-24T00:00:00,11-00008662,Alley Light Out,9404 S EWING AVE,60617,1201337.27190145,1843321.64351312,10,4,52,41.724828717506135,-87.53808841955754,"{'latitude': '41.724828717506135', 'longitude': '-87.53808841955754', 'needs_recoding': False}"
2011-01-03T00:00:00,Completed,2011-02-24T00:00:00,11-00008972,Alley Light Out,633 N TROY ST,60612,1155263.08181145,1904049.73650329,27,13,23,41.892518884258976,-87.70523288012927,"{'latitude': '41.892518884258976', 'longitude': '-87.70523288012927', 'needs_recoding': False}"
2011-01-03T00:00:00,Completed,2011-02-24T00:00:00,11-00009353,Alley Light Out,10333 S LAWNDALE AVE,60655,1153491.64641526,1835847.59590292,19,22,74,41.70539783213656,-87.71354469980011,"{'latitude': '41.70539783213656', 'longitude': '-87.71354469980011', 'needs_recoding': False}"
2011-01-03T00:00:00,Completed,2011-02-24T00:00:00,11-00010944,Alley Light Out,3922 N ST LOUIS AVE,60618,1152358.89490547,1925852.98989223,35,17,16,41.952406722626456,-87.71532174337905,"{'latitude': '41.952406722626456', 'longitude': '-87.71532174337905', 'needs_recoding': False}"
2011-01-03T00:00:00,Completed,2011-02-24T00:00:00,11-00011153,Alley Light Out,2712 W BALMORAL AVE,60625,1157295.63577547,1935756.49390108,40,20,4,41.979483362418605,-87.69690365857112,"{'latitude': '41.979483362418605', 'longitude': '-87.69690365857112', 'needs_recoding': False}"
2011-01-03T00:00:00,Completed,2011-02-24T00:00:00,11-00011315,Alley Light Out,5950 W FULTON ST,60644,1136642.03697893,1901397.04940292,29,15,25,41.88559325526563,-87.7736848444216,"{'latitude': '41.88559325526563', 'longitude': '-87.7736848444216', 'needs_recoding': False}"
2011-01-03T00:00:00,Completed,2011-02-24T00:00:00,11-00011336,Alley Light Out,11243 S GREEN ST,60643,1172660.55702266,1830284.81637387,34,22,75,41.689732683247165,-87.643513035725,"{'latitude': '41.689732683247165', 'longitude': '-87.643513035725', 'needs_recoding': False}"
2011-01-03T00:00:00,Completed,2011-03-12T00:00:00,11-00007851,Alley Light Out,822 N PAULINA ST,60622,1164920.20026596,1905403.12269357,1,13,24,41.896033212630925,-87.66972780360746,"{'latitude': '41.896033212630925', 'longitude': '-87.66972780360746', 'needs_recoding': False}"
