Creation Date,Status,Completion Date,Service Request Number,Type of Service Request,Location of Trees,Street Address,ZIP Code,X Coordinate,Y Coordinate,Ward,Police District,Community Area,Latitude,Longitude,Location
2012-06-15T00:00:00,Completed - Dup,2012-06-25T00:00:00,12-01084816,Tree Trim,Parkway,4815 S TRIPP AVE,60632,1148839.34899013,1872361.81377288,23,8,57,41.80568978806201,-87.72964292869818,"{'latitude': '41.80568978806201', 'longitude': '-87.72964292869818', 'needs_recoding': False}"
2012-06-15T00:00:00,Completed - Dup,2012-06-25T00:00:00,12-01084999,Tree Trim,Parkway,6242 N CICERO AVE,60646,1143274.50372651,1940993.67778528,39,16,12,41.994128852556614,-87.74833650760499,"{'latitude': '41.994128852556614', 'longitude': '-87.74833650760499', 'needs_recoding': False}"
2012-06-15T00:00:00,Completed - Dup,2012-06-25T00:00:00,12-01089210,Tree Trim,,3969 N MERRIMAC AVE,60634,1133941.24980325,1925771.42463086,38,16,17,41.9525273816465,-87.78302847273703,"{'latitude': '41.9525273816465', 'longitude': '-87.78302847273703', 'needs_recoding': False}"
2012-06-15T00:00:00,Completed - Dup,2012-06-29T00:00:00,12-01084179,Tree Trim,Parkway,620 N MONTICELLO AVE,60624,1151941.11726807,1903890.01813123,27,11,23,41.89214668308404,-87.71743738488281,"{'latitude': '41.89214668308404', 'longitude': '-87.71743738488281', 'needs_recoding': False}"
2012-06-15T00:00:00,Completed - Dup,2012-07-11T00:00:00,12-01087546,Tree Trim,Parkway,6743 S JUSTINE ST,60636,1167167.04601065,1859951.01510288,17,7,67,41.771260125718214,-87.66277875995668,"{'latitude': '41.771260125718214', 'longitude': '-87.66277875995668', 'needs_recoding': False}"
2012-06-15T00:00:00,Completed - Dup,2012-08-21T00:00:00,12-01089967,Tree Trim,Parkway,1663 W 92ND ST,60620,1166795.6467812,1843681.0145112,21,22,73,41.7266208836062,-87.66460370758548,"{'latitude': '41.7266208836062', 'longitude': '-87.66460370758548', 'needs_recoding': False}"
2012-06-15T00:00:00,Completed - Dup,2012-08-31T00:00:00,12-01086097,Tree Trim,Parkway,616 N PINE AVE,60644,1139420.47859184,1903533.71097352,37,15,25,41.89140634702416,-87.76342959455245,"{'latitude': '41.89140634702416', 'longitude': '-87.76342959455245', 'needs_recoding': False}"
2012-06-15T00:00:00,Completed - Dup,2012-08-31T00:00:00,12-01087378,Tree Trim,Parkway,5413 N MAGNOLIA AVE,60640,1166987.82401701,1936088.78520406,48,20,77,41.98019204165697,-87.66125031077456,"{'latitude': '41.98019204165697', 'longitude': '-87.66125031077456', 'needs_recoding': False}"
2012-06-15T00:00:00,Completed - Dup,2012-09-04T00:00:00,12-01087956,Tree Trim,Parkway,6334 W DIVERSEY AVE,60639,1133579.0147789,1917930.61832234,29,25,19,41.9310177209028,-87.78454461493646,"{'latitude': '41.9310177209028', 'longitude': '-87.78454461493646', 'needs_recoding': False}"
2012-06-15T00:00:00,Completed - Dup,2012-09-12T00:00:00,12-01087953,Tree Trim,Parkway,13000 S CARONDOLET AVE,60633,1198427.73960427,1819367.59037671,10,4,55,41.65916970216484,-87.54954418403827,"{'latitude': '41.65916970216484', 'longitude': '-87.54954418403827', 'needs_recoding': False}"
2012-06-15T00:00:00,Completed - Dup,2012-09-13T00:00:00,12-01088216,Tree Trim,Parkway,5516 W VAN BUREN ST,60644,1139819.68899149,1897470.40648036,29,15,25,41.874760579781714,-87.76211167969356,"{'latitude': '41.874760579781714', 'longitude': '-87.76211167969356', 'needs_recoding': False}"
2012-06-15T00:00:00,Completed - Dup,2012-09-14T00:00:00,12-01089935,Tree Trim,Parkway,8116 S OAKLEY AVE,60620,1162434.22863093,1850738.7783816,18,8,70,41.746080358019924,-87.68038397735742,"{'latitude': '41.746080358019924', 'longitude': '-87.68038397735742', 'needs_recoding': False}"
2012-06-15T00:00:00,Completed - Dup,2012-09-17T00:00:00,12-01086848,Tree Trim,Parkway,8550 S KEDVALE AVE,60652,1150224.62651301,1847869.7830175,18,8,70,41.73845286098078,-87.7251973758954,"{'latitude': '41.73845286098078', 'longitude': '-87.7251973758954', 'needs_recoding': False}"
2012-06-15T00:00:00,Completed - Dup,2012-09-17T00:00:00,12-01088564,Tree Trim,Parkway,8423 S MARSHFIELD AVE,60620,1166808.11448714,1848852.40927174,18,6,71,41.74081169368035,-87.66441080907279,"{'latitude': '41.74081169368035', 'longitude': '-87.66441080907279', 'needs_recoding': False}"
2012-06-15T00:00:00,Completed - Dup,2012-09-17T00:00:00,12-01090198,Tree Trim,Parkway,10732 S HOMAN AVE,60655,1155571.94290062,1833242.30117453,19,22,74,41.69820707902866,-87.70599626968688,"{'latitude': '41.69820707902866', 'longitude': '-87.70599626968688', 'needs_recoding': False}"
2012-06-15T00:00:00,Completed - Dup,2012-10-04T00:00:00,12-01089319,Tree Trim,Parkway,4215 N ST LOUIS AVE,60618,1152300.75237674,1927794.96779323,33,17,16,41.95773679625683,-87.71548401054395,"{'latitude': '41.95773679625683', 'longitude': '-87.71548401054395', 'needs_recoding': False}"
2012-06-15T00:00:00,Completed - Dup,2012-10-12T00:00:00,12-01086836,Tree Trim,Parkway,1707 N BURLING ST,60614,1171024.47006826,1911591.98101688,43,18,7,41.91288404459905,-87.64712638737355,"{'latitude': '41.91288404459905', 'longitude': '-87.64712638737355', 'needs_recoding': False}"
2012-06-15T00:00:00,Completed - Dup,2012-12-26T00:00:00,12-01085369,Tree Trim,Parkway,5119 S HARDING AVE,60632,1150913.91048275,1870381.8800061,23,8,62,41.80021632180393,-87.72208578739462,"{'latitude': '41.80021632180393', 'longitude': '-87.72208578739462', 'needs_recoding': False}"
2012-06-15T00:00:00,Completed,2013-01-16T00:00:00,12-01087411,Tree Trim,Parkway,1231 E 87TH PL,60619,1186120.42003419,1847220.3599182,8,4,48,41.73589945552091,-87.59370419154772,"{'latitude': '41.73589945552091', 'longitude': '-87.59370419154772', 'needs_recoding': False}"
2012-06-15T00:00:00,Completed,2013-01-29T00:00:00,12-01087262,Tree Trim,Parkway,6255 N ROCKWELL ST,60659,1157858.59036967,1941429.07490218,50,24,2,41.99503767610231,-87.6946777759243,"{'latitude': '41.99503767610231', 'longitude': '-87.6946777759243', 'needs_recoding': False}"
2012-06-15T00:00:00,Completed,2013-03-05T00:00:00,12-01088664,Tree Trim,Parkway,7836 S ADA ST,60620,1168800.7132342,1852802.5509834,17,6,71,41.75160869466269,-87.65699633321456,"{'latitude': '41.75160869466269', 'longitude': '-87.65699633321456', 'needs_recoding': False}"
2012-06-15T00:00:00,Completed,2013-03-13T00:00:00,12-01088418,Tree Trim,Parkway,10170 S SEELEY AVE,60643,1164389.69301027,1836978.60012553,19,22,72,41.708279329598774,-87.67360513812982,"{'latitude': '41.708279329598774', 'longitude': '-87.67360513812982', 'needs_recoding': False}"
2012-06-15T00:00:00,Completed,2013-03-20T00:00:00,12-01087604,Tree Trim,Parkway,6636 S ALBANY AVE,60629,1156858.1956949,1860460.42220622,15,8,66,41.77287235965854,-87.70055388980782,"{'latitude': '41.77287235965854', 'longitude': '-87.70055388980782', 'needs_recoding': False}"
2012-06-15T00:00:00,Completed,2013-04-01T00:00:00,12-01086679,Tree Trim,Parkway,5717 N TALMAN AVE,60659,1157638.724233,1937867.98251048,40,20,2,41.98527038341143,-87.69558410082612,"{'latitude': '41.98527038341143', 'longitude': '-87.69558410082612', 'needs_recoding': False}"
2012-06-15T00:00:00,Completed,2013-04-02T00:00:00,12-01088080,Tree Trim,Parkway,1234 N ARTESIAN AVE,60622,1159849.98992142,1908133.69418375,26,14,24,41.90363222774545,-87.68827423243265,"{'latitude': '41.90363222774545', 'longitude': '-87.68827423243265', 'needs_recoding': False}"
2012-06-15T00:00:00,Completed,2013-04-03T00:00:00,12-01087701,Tree Trim,Parkway,6105 S KILDARE AVE,60629,1148751.20122857,1863773.40427009,13,8,65,41.78212356200685,-87.73018722262246,"{'latitude': '41.78212356200685', 'longitude': '-87.73018722262246', 'needs_recoding': False}"
2012-06-15T00:00:00,Completed,2012-06-15T00:00:00,12-01088669,Tree Trim,,4332 N HARDING AVE,60618,1149281.14826818,1928499.59011208,39,17,16,41.95972953691819,-87.72656682870874,"{'latitude': '41.95972953691819', 'longitude': '-87.72656682870874', 'needs_recoding': False}"
2012-06-15T00:00:00,Completed,2012-06-15T00:00:00,12-01088673,Tree Trim,,4314 N HAMLIN AVE,60618,1150283.99802557,1928402.99570696,39,17,16,41.95944492994032,-87.7228824038221,"{'latitude': '41.95944492994032', 'longitude': '-87.7228824038221', 'needs_recoding': False}"
2012-06-15T00:00:00,Completed,2012-06-15T00:00:00,12-01088676,Tree Trim,,4322 N HAMLIN AVE,60618,1150282.39802557,1928456.69570696,39,17,16,41.95959231786637,-87.72288687973743,"{'latitude': '41.95959231786637', 'longitude': '-87.72288687973743', 'needs_recoding': False}"
2012-06-15T00:00:00,Completed,2012-06-15T00:00:00,12-01088693,Tree Trim,,5721 N WEST CIRCLE AVE,60631,1128149.1543043,1937781.45428989,41,16,10,41.985584257060125,-87.80404811286111,"{'latitude': '41.985584257060125', 'longitude': '-87.80404811286111', 'needs_recoding': False}"
2012-06-15T00:00:00,Completed,2012-06-15T00:00:00,12-01088736,Tree Trim,,6024 W MELROSE ST,60634,1135655.8277153,1920982.68996606,36,16,17,41.93935620929184,-87.77683980540972,"{'latitude': '41.93935620929184', 'longitude': '-87.77683980540972', 'needs_recoding': False}"
2012-06-15T00:00:00,Completed,2012-06-15T00:00:00,12-01088739,Tree Trim,,2226 N NORDICA AVE,60707,1128726.47640101,1913960.71716694,36,25,25,41.920207658365534,-87.80246741034082,"{'latitude': '41.920207658365534', 'longitude': '-87.80246741034082', 'needs_recoding': False}"
2012-06-15T00:00:00,Completed,2012-06-15T00:00:00,12-01088746,Tree Trim,,2224 N NORDICA AVE,60707,1128726.77640101,1913951.71716694,36,25,25,41.920182956112264,-87.80246651276703,"{'latitude': '41.920182956112264', 'longitude': '-87.80246651276703', 'needs_recoding': False}"
2012-06-15T00:00:00,Completed,2012-06-15T00:00:00,12-01088810,Tree Trim,,6693 N OLMSTED AVE,60631,1124693.61761662,1943746.70811718,41,16,9,42.00201140177953,-87.81662526640842,"{'latitude': '42.00201140177953', 'longitude': '-87.81662526640842', 'needs_recoding': False}"
2012-06-15T00:00:00,Completed,2012-06-15T00:00:00,12-01088840,Tree Trim,,6708 N OKETO AVE,60631,1126054.43950319,1944014.78002373,41,16,9,42.002724371638266,-87.81161283787458,"{'latitude': '42.002724371638266', 'longitude': '-87.81161283787458', 'needs_recoding': False}"
2012-06-15T00:00:00,Completed,2012-06-15T00:00:00,12-01088945,Tree Trim,,627 S HOYNE AVE,60612,1162486.01818438,1897280.35090077,25,12,28,41.873794960180746,-87.6788955522644,"{'latitude': '41.873794960180746', 'longitude': '-87.6788955522644', 'needs_recoding': False}"
2012-06-15T00:00:00,Completed,2012-06-15T00:00:00,12-01088948,Tree Trim,,629 S HOYNE AVE,60612,1162486.11818438,1897274.75090077,25,12,28,41.87377959118742,-87.67889534187603,"{'latitude': '41.87377959118742', 'longitude': '-87.67889534187603', 'needs_recoding': False}"
2012-06-15T00:00:00,Completed,2012-06-15T00:00:00,12-01088950,Tree Trim,,631 S HOYNE AVE,60612,1162486.31818438,1897269.05090077,25,12,28,41.873763945692886,-87.67889476713552,"{'latitude': '41.873763945692886', 'longitude': '-87.67889476713552', 'needs_recoding': False}"
2012-06-15T00:00:00,Completed,2012-06-15T00:00:00,12-01088953,Tree Trim,,633 S HOYNE AVE,60612,1162486.41818438,1897263.45090077,25,12,28,41.873748576699484,-87.67889455674735,"{'latitude': '41.873748576699484', 'longitude': '-87.67889455674735', 'needs_recoding': False}"
2012-06-15T00:00:00,Completed,2012-06-15T00:00:00,12-01088957,Tree Trim,,637 S HOYNE AVE,60612,1162486.81818438,1897252.15090077,25,12,28,41.87371756011914,-87.67889340446797,"{'latitude': '41.87371756011914', 'longitude': '-87.67889340446797', 'needs_recoding': False}"
2012-06-15T00:00:00,Completed,2012-06-15T00:00:00,12-01088959,Tree Trim,,639 S HOYNE AVE,60612,1162486.91818438,1897246.45090077,25,12,28,41.87370191671667,-87.67889319687949,"{'latitude': '41.87370191671667', 'longitude': '-87.67889319687949', 'needs_recoding': False}"
2012-06-15T00:00:00,Completed,2012-06-15T00:00:00,12-01088966,Tree Trim,,632 S HOYNE AVE,60612,1162486.41818438,1897266.25090077,25,12,28,41.87375626015008,-87.67889447836568,"{'latitude': '41.87375626015008', 'longitude': '-87.67889447836568', 'needs_recoding': False}"
2012-06-15T00:00:00,Completed,2012-06-15T00:00:00,12-01088971,Tree Trim,,645 S HOYNE AVE,60612,1162487.41818438,1897229.55090077,25,12,28,41.873655531142425,-87.67889183421381,"{'latitude': '41.873655531142425', 'longitude': '-87.67889183421381', 'needs_recoding': False}"
2012-06-15T00:00:00,Completed,2012-06-15T00:00:00,12-01088973,Tree Trim,,651 S HOYNE AVE,60612,1162487.91739167,1897212.58993349,25,12,28,41.873608978284715,-87.67889047616683,"{'latitude': '41.873608978284715', 'longitude': '-87.67889047616683', 'needs_recoding': False}"
2012-06-15T00:00:00,Completed,2012-06-15T00:00:00,12-01088975,Tree Trim,,657 S HOYNE AVE,60612,1162488.31739167,1897195.58993349,25,12,28,41.873562320393,-87.67888948345397,"{'latitude': '41.873562320393', 'longitude': '-87.67888948345397', 'needs_recoding': False}"
2012-06-15T00:00:00,Completed,2012-06-15T00:00:00,12-01088978,Tree Trim,,659 S HOYNE AVE,60612,1162488.51739167,1897189.98993349,25,12,28,41.87354694930683,-87.6788889059168,"{'latitude': '41.87354694930683', 'longitude': '-87.6788889059168', 'needs_recoding': False}"
2012-06-15T00:00:00,Completed,2012-06-15T00:00:00,12-01089077,Tree Trim,,349 W 95TH ST,60628,1175536.3303117,1841922.24447408,21,5,49,41.72160378365182,-87.63263816933022,"{'latitude': '41.72160378365182', 'longitude': '-87.63263816933022', 'needs_recoding': False}"
2012-06-15T00:00:00,Completed,2012-06-15T00:00:00,12-01089081,Tree Trim,,319 W 95TH ST,60628,1175753.45219411,1841927.78421005,21,5,49,41.72161413322822,-87.6318427287882,"{'latitude': '41.72161413322822', 'longitude': '-87.6318427287882', 'needs_recoding': False}"
2012-06-15T00:00:00,Completed,2012-06-15T00:00:00,12-01089086,Tree Trim,,9621 S PARNELL AVE,60628,1174327.51649997,1841086.71322241,21,22,73,41.71933788330147,-87.63709057308223,"{'latitude': '41.71933788330147', 'longitude': '-87.63709057308223', 'needs_recoding': False}"
2012-06-15T00:00:00,Completed,2012-06-15T00:00:00,12-01089087,Tree Trim,,6940 S MICHIGAN AVE,60637,1178361.83550201,1859028.52939114,6,3,69,41.76848188545077,-87.62177078258749,"{'latitude': '41.76848188545077', 'longitude': '-87.62177078258749', 'needs_recoding': False}"
2012-06-15T00:00:00,Completed,2012-06-15T00:00:00,12-01089091,Tree Trim,,6901 S MICHIGAN AVE,60637,1178354.43550201,1859289.32939114,6,3,69,41.76919771658081,-87.62178999850217,"{'latitude': '41.76919771658081', 'longitude': '-87.62178999850217', 'needs_recoding': False}"
2012-06-15T00:00:00,Completed,2012-06-15T00:00:00,12-01089097,Tree Trim,,6907 S MICHIGAN AVE,60637,1178355.53550201,1859249.22939114,6,3,69,41.769087652919126,-87.62178718246784,"{'latitude': '41.769087652919126', 'longitude': '-87.62178718246784', 'needs_recoding': False}"
2012-06-15T00:00:00,Completed,2012-06-15T00:00:00,12-01089099,Tree Trim,,8022 S HARPER AVE,60619,1187869.1700226,1852098.57010545,8,4,45,41.74924432645902,-87.58714252974272,"{'latitude': '41.74924432645902', 'longitude': '-87.58714252974272', 'needs_recoding': False}"
2012-06-15T00:00:00,Completed,2012-06-15T00:00:00,12-01089201,Tree Trim,,10621 S LAFAYETTE AVE,60628,1177808.75840007,1834456.40880436,34,5,49,41.70106545676932,-87.62453981893259,"{'latitude': '41.70106545676932', 'longitude': '-87.62453981893259', 'needs_recoding': False}"
2012-06-15T00:00:00,Completed,2012-06-15T00:00:00,12-01089214,Tree Trim,,10615 S LAFAYETTE AVE,60628,1177807.21819892,1834510.39297675,34,5,49,41.70121363174512,-87.62454383176308,"{'latitude': '41.70121363174512', 'longitude': '-87.62454383176308', 'needs_recoding': False}"
2012-06-15T00:00:00,Completed,2012-06-15T00:00:00,12-01089219,Tree Trim,,10605 S LAFAYETTE AVE,60628,1177804.61819892,1834600.29297675,34,5,49,41.701460388749446,-87.62455064289057,"{'latitude': '41.701460388749446', 'longitude': '-87.62455064289057', 'needs_recoding': False}"
2012-06-15T00:00:00,Completed,2012-06-15T00:00:00,12-01089222,Tree Trim,,10512 S LA SALLE ST,60628,1177135.52003441,1835243.27000955,34,5,49,41.703239893969794,-87.6269813410646,"{'latitude': '41.703239893969794', 'longitude': '-87.6269813410646', 'needs_recoding': False}"
2012-06-15T00:00:00,Completed,2012-06-15T00:00:00,12-01089225,Tree Trim,,10560 S LA SALLE ST,60628,1177145.34669023,1834902.65918671,34,5,49,41.70230498837991,-87.62695558833049,"{'latitude': '41.70230498837991', 'longitude': '-87.62695558833049', 'needs_recoding': False}"
2012-06-15T00:00:00,Completed,2012-06-15T00:00:00,12-01089226,Tree Trim,,10610 S LA SALLE ST,60628,1177155.64669023,1834534.05918671,34,5,49,41.70129326569327,-87.62692894356059,"{'latitude': '41.70129326569327', 'longitude': '-87.62692894356059', 'needs_recoding': False}"
2012-06-15T00:00:00,Completed,2012-06-15T00:00:00,12-01089233,Tree Trim,,10529 S PERRY AVE,60628,1177464.41002986,1835131.27128346,34,5,49,41.70292514487948,-87.62578039483246,"{'latitude': '41.70292514487948', 'longitude': '-87.62578039483246', 'needs_recoding': False}"
2012-06-15T00:00:00,Completed,2012-06-15T00:00:00,12-01089235,Tree Trim,,10528 S PERRY AVE,60628,1177464.21002986,1835138.27128346,34,5,49,41.70294435837611,-87.62578091658902,"{'latitude': '41.70294435837611', 'longitude': '-87.62578091658902', 'needs_recoding': False}"
2012-06-15T00:00:00,Completed,2012-06-15T00:00:00,12-01089239,Tree Trim,,10534 S PERRY AVE,60628,1177465.31002986,1835095.87128346,34,5,49,41.70282798199351,-87.62577816426038,"{'latitude': '41.70282798199351', 'longitude': '-87.62577816426038', 'needs_recoding': False}"
2012-06-15T00:00:00,Completed,2012-06-15T00:00:00,12-01089242,Tree Trim,,15 W 104TH ST,60628,1177995.4816288,1836014.33839018,34,5,49,41.70533641428422,-87.62380910790746,"{'latitude': '41.70533641428422', 'longitude': '-87.62380910790746', 'needs_recoding': False}"
2012-06-15T00:00:00,Completed,2012-06-15T00:00:00,12-01090398,Tree Trim,,5100 S TRIPP AVE,60632,1148893.76807604,1870456.77177184,23,8,57,41.80046101791163,-87.72949242385346,"{'latitude': '41.80046101791163', 'longitude': '-87.72949242385346', 'needs_recoding': False}"
2012-06-15T00:00:00,Completed,2012-06-19T00:00:00,12-01086056,Tree Trim,Parkway,8444 W SUNNYSIDE AVE,60656,1118915.144925,1928810.54000247,36,16,76,41.96111857107432,-87.83820177883503,"{'latitude': '41.96111857107432', 'longitude': '-87.83820177883503', 'needs_recoding': False}"
2012-06-15T00:00:00,Completed,2012-06-25T00:00:00,12-01089216,Tree Trim,Parkway,12410 S LOWE AVE,60628,1174230.84809815,1822586.53459349,34,5,53,41.66857271865694,-87.63799164546462,"{'latitude': '41.66857271865694', 'longitude': '-87.63799164546462', 'needs_recoding': False}"
2012-06-15T00:00:00,Completed,2012-07-17T00:00:00,12-01087362,Tree Trim,Parkway,2300 N GREENVIEW AVE,60614,1165928.45038988,1915378.86997183,32,18,7,41.923385852876294,-87.66573955404833,"{'latitude': '41.923385852876294', 'longitude': '-87.66573955404833', 'needs_recoding': False}"
2012-06-15T00:00:00,Completed,2012-07-20T00:00:00,12-01088133,Tree Trim,Parkway,1800 W BRYN MAWR AVE,60660,1163346.67271674,1937214.04141278,40,20,4,41.98335739916897,-87.67460924393195,"{'latitude': '41.98335739916897', 'longitude': '-87.67460924393195', 'needs_recoding': False}"
2012-06-15T00:00:00,Completed,2012-08-02T00:00:00,12-01086192,Tree Trim,Parkway,1942 W WILSON AVE,60640,1162553.16989243,1930560.10248976,47,19,4,41.9651154294027,-87.6777148787075,"{'latitude': '41.9651154294027', 'longitude': '-87.6777148787075', 'needs_recoding': False}"
2012-06-15T00:00:00,Completed,2012-08-02T00:00:00,12-01090051,Tree Trim,Parkway,6644 W HAYES AVE,60631,1130846.33370483,1943069.98010969,41,16,10,42.00005028107075,-87.79400535406351,"{'latitude': '42.00005028107075', 'longitude': '-87.79400535406351', 'needs_recoding': False}"
2012-06-15T00:00:00,Completed,2012-08-21T00:00:00,12-01089964,Tree Trim,Parkway,9199 S PAULINA ST,60620,1166622.0899854,1843676.65833129,21,22,73,41.726612627777136,-87.66523959004057,"{'latitude': '41.726612627777136', 'longitude': '-87.66523959004057', 'needs_recoding': False}"
2012-06-15T00:00:00,Completed,2012-08-30T00:00:00,12-01087789,Tree Trim,Parkway,13200 S GREEN BAY AVE,60633,1200750.09979837,1818055.58260104,10,4,55,41.655511143889214,-87.54109034880427,"{'latitude': '41.655511143889214', 'longitude': '-87.54109034880427', 'needs_recoding': False}"
2012-06-15T00:00:00,Completed,2012-09-04T00:00:00,12-01085224,Tree Trim,Parkway,5239 N NEW ENGLAND AVE,60656,1129606.01830755,1934367.50308077,41,16,10,41.97619121084693,-87.7987681100537,"{'latitude': '41.97619121084693', 'longitude': '-87.7987681100537', 'needs_recoding': False}"
2012-06-15T00:00:00,Completed,2012-09-04T00:00:00,12-01086986,Tree Trim,Parkway,6650 N HARLEM AVE,60631,1127378.71779088,1943677.65987523,41,16,9,42.00177703670818,-87.80674843878836,"{'latitude': '42.00177703670818', 'longitude': '-87.80674843878836', 'needs_recoding': False}"
2012-06-15T00:00:00,Completed,2012-09-13T00:00:00,12-01084178,Tree Trim,Parkway,619 N MONTICELLO AVE,60624,1151941.21726807,1903883.31813123,27,11,23,41.89212829563637,-87.7174371942477,"{'latitude': '41.89212829563637', 'longitude': '-87.7174371942477', 'needs_recoding': False}"
2012-06-15T00:00:00,Completed,2012-09-13T00:00:00,12-01085954,Tree Trim,Parkway,2820 W WARREN BLVD,60612,1157585.82427288,1900229.29758176,2,13,27,41.88198827066961,-87.69680644549419,"{'latitude': '41.88198827066961', 'longitude': '-87.69680644549419', 'needs_recoding': False}"
2012-06-15T00:00:00,Completed,2012-09-13T00:00:00,12-01087539,Tree Trim,Parkway,5725 N LANSING AVE,60646,1142437.29402466,1937647.68739546,45,16,12,41.98496286837499,-87.75149978151664,"{'latitude': '41.98496286837499', 'longitude': '-87.75149978151664', 'needs_recoding': False}"
2012-06-15T00:00:00,Completed,2012-09-13T00:00:00,12-01088205,Tree Trim,,4951 W PENSACOLA AVE,60641,1142648.27812626,1928467.73398841,45,16,15,41.95976841102843,-87.75095331441986,"{'latitude': '41.95976841102843', 'longitude': '-87.75095331441986', 'needs_recoding': False}"
2012-06-15T00:00:00,Completed,2012-09-13T00:00:00,12-01089093,Tree Trim,Parkway,7411 N OVERHILL AVE,60631,1124075.22169984,1948615.71746729,41,16,9,42.01538263579664,-87.81879266521125,"{'latitude': '42.01538263579664', 'longitude': '-87.81879266521125', 'needs_recoding': False}"
2012-06-15T00:00:00,Completed,2012-09-13T00:00:00,12-01090679,Tree Trim,Alley,2745 W MAYPOLE AVE,60612,1158049.6656827,1900842.21677688,2,13,27,41.88366072535187,-87.69508648237372,"{'latitude': '41.88366072535187', 'longitude': '-87.69508648237372', 'needs_recoding': False}"
2012-06-15T00:00:00,Completed,2012-09-17T00:00:00,12-01084618,Tree Trim,Parkway,4332 W IOWA ST,60651,1147210.96991585,1905639.57419991,37,11,23,41.89703951177924,-87.73476451590503,"{'latitude': '41.89703951177924', 'longitude': '-87.73476451590503', 'needs_recoding': False}"
2012-06-15T00:00:00,Completed,2012-09-17T00:00:00,12-01085915,Tree Trim,Parkway,5222 S NEWCASTLE AVE,60638,1131602.205467,1869187.83640531,23,8,56,41.79729466306301,-87.79293664478543,"{'latitude': '41.79729466306301', 'longitude': '-87.79293664478543', 'needs_recoding': False}"
2012-06-15T00:00:00,Completed,2012-09-26T00:00:00,12-01086965,Tree Trim,Parkway,2856 N DRAKE AVE,60618,1152261.72158956,1918893.48166601,35,14,21,41.933311225392664,-87.71586324658973,"{'latitude': '41.933311225392664', 'longitude': '-87.71586324658973', 'needs_recoding': False}"
2012-06-15T00:00:00,Completed,2012-09-26T00:00:00,12-01088982,Tree Trim,Alley,3117 N SAWYER AVE,60618,1154171.82160415,1920550.1473966,35,14,21,41.937819277770345,-87.70879937129008,"{'latitude': '41.937819277770345', 'longitude': '-87.70879937129008', 'needs_recoding': False}"
2012-06-15T00:00:00,Completed,2012-10-01T00:00:00,12-01087221,Tree Trim,Parkway,10121 S LONGWOOD DR,60643,1165456.67411824,1837479.096778,19,22,72,41.70963027560769,-87.66968364377266,"{'latitude': '41.70963027560769', 'longitude': '-87.66968364377266', 'needs_recoding': False}"
2012-06-15T00:00:00,Completed,2012-10-01T00:00:00,12-01089293,Tree Trim,Alley,8221 S WINCHESTER AVE,60620,1164786.70361221,1850143.04253128,18,6,71,41.74439626177544,-87.6717807544128,"{'latitude': '41.74439626177544', 'longitude': '-87.6717807544128', 'needs_recoding': False}"
2012-06-15T00:00:00,Completed,2012-10-04T00:00:00,12-01089247,Tree Trim,Vacant Lot,4026 W CARROLL AVE,60624,1149490.7560222,1901932.01992998,28,11,26,41.88682163887509,-87.72648743634295,"{'latitude': '41.88682163887509', 'longitude': '-87.72648743634295', 'needs_recoding': False}"
2012-06-15T00:00:00,Completed,2012-10-04T00:00:00,12-01089253,Tree Trim,Vacant Lot,4028 W CARROLL AVE,60624,1149477.2560222,1901931.71992998,28,11,26,41.886821077609,-87.72653702013571,"{'latitude': '41.886821077609', 'longitude': '-87.72653702013571', 'needs_recoding': False}"
2012-06-15T00:00:00,Completed,2012-10-05T00:00:00,12-01088426,Tree Trim,,5100 N MARINE DR,60640,1169589.14167973,1934337.47049539,48,20,3,41.97532998523096,-87.65173494225375,"{'latitude': '41.97532998523096', 'longitude': '-87.65173494225375', 'needs_recoding': False}"
2012-06-15T00:00:00,Completed,2012-10-09T00:00:00,12-01089158,Tree Trim,Parkway,6318 N KEYSTONE AVE,60646,1148224.13427628,1941594.47280372,39,17,12,41.99568324098938,-87.7301139002829,"{'latitude': '41.99568324098938', 'longitude': '-87.7301139002829', 'needs_recoding': False}"
2012-06-15T00:00:00,Completed,2012-10-15T00:00:00,12-01086855,Tree Trim,Parkway,2321 N LEAVITT ST,60647,1161310.00290829,1915327.62008953,32,14,22,41.92334263103556,-87.68271081243077,"{'latitude': '41.92334263103556', 'longitude': '-87.68271081243077', 'needs_recoding': False}"
2012-06-15T00:00:00,Completed,2012-10-18T00:00:00,12-01088646,Tree Trim,Parkway,6646 S GREENWOOD AVE,60637,1184362.72478025,1861154.2676716,5,3,42,41.774176769423015,-87.5997083600828,"{'latitude': '41.774176769423015', 'longitude': '-87.5997083600828', 'needs_recoding': False}"
2012-06-15T00:00:00,Completed,2012-10-22T00:00:00,12-01086594,Tree Trim,Parkway,530 W FULLERTON PKWY,60614,1172227.96979724,1916218.49477185,43,19,7,41.92555290979392,-87.64256814927808,"{'latitude': '41.92555290979392', 'longitude': '-87.64256814927808', 'needs_recoding': False}"
2012-06-15T00:00:00,Completed,2012-10-29T00:00:00,12-01085052,Tree Trim,Parkway,10757 S ROCKWELL ST,60655,1161000.63487612,1833202.60016937,19,22,75,41.69798790557883,-87.68612008544903,"{'latitude': '41.69798790557883', 'longitude': '-87.68612008544903', 'needs_recoding': False}"
