Creation Date,Status,Completion Date,Service Request Number,Type of Service Request,What is the Nature of this Code Violation?,Street Address,ZIP Code,X Coordinate,Y Coordinate,Ward,Police District,Community Area,Latitude,Longitude,Location
2012-01-03T00:00:00,Completed,2012-01-04T00:00:00,12-00006672,Sanitation Code Violation,Construction Site Cleanliness/Fence,3250 W 65TH ST,60629,1156170.1406944,1861348.21629137,15,8,66,41.7753224645105,-87.70305229214152,"{'latitude': '41.7753224645105', 'longitude': '-87.70305229214152', 'needs_recoding': False}"
2012-01-03T00:00:00,Completed,2012-01-04T00:00:00,12-00006770,Sanitation Code Violation,Overflowing carts,5414 S ASHLAND AVE,60609,1166594.78360489,1868768.93101741,16,9,61,41.79546981355573,-87.66462509512513,"{'latitude': '41.79546981355573', 'longitude': '-87.66462509512513', 'needs_recoding': False}"
2012-01-03T00:00:00,Completed,2012-01-04T00:00:00,12-00006788,Sanitation Code Violation,Other,645 E 113TH ST,60628,1182662.9031892,1830168.37429272,9,5,50,41.68918751590011,-87.60689818977482,"{'latitude': '41.68918751590011', 'longitude': '-87.60689818977482', 'needs_recoding': False}"
2012-01-03T00:00:00,Completed,2012-01-04T00:00:00,12-00007499,Sanitation Code Violation,Dumpster not being emptied,2342 S HOMAN AVE,60623,1154066.75351715,1888226.13068403,22,10,30,41.84912115679059,-87.71004849892743,"{'latitude': '41.84912115679059', 'longitude': '-87.71004849892743', 'needs_recoding': False}"
2012-01-03T00:00:00,Completed,2012-01-04T00:00:00,12-00007714,Sanitation Code Violation,Garbage in alley,1655 W OGDEN AVE,60612,1165383.04730111,1899448.71028192,2,12,28,41.87968401155432,-87.66819738132978,"{'latitude': '41.87968401155432', 'longitude': '-87.66819738132978', 'needs_recoding': False}"
2012-01-03T00:00:00,Completed,2012-01-04T00:00:00,12-00007925,Sanitation Code Violation,Garbage in yard,3849 N MARSHFIELD AVE,60613,1164634.56298427,1925624.55692454,47,19,6,41.95152811672311,-87.67020254400512,"{'latitude': '41.95152811672311', 'longitude': '-87.67020254400512', 'needs_recoding': False}"
2012-01-03T00:00:00,Completed,2012-01-04T00:00:00,12-00007946,Sanitation Code Violation,,1913 N LEAVITT ST,60647,1161387.75152812,1912846.09158475,32,14,22,41.916531525751225,-87.68249433616691,"{'latitude': '41.916531525751225', 'longitude': '-87.68249433616691', 'needs_recoding': False}"
2012-01-03T00:00:00,Completed,2012-01-04T00:00:00,12-00007996,Sanitation Code Violation,Garbage in yard,8214 S SOUTH SHORE DR,60617,1198577.32417116,1851108.29837944,7,4,46,41.746265418022524,-87.54793759384059,"{'latitude': '41.746265418022524', 'longitude': '-87.54793759384059', 'needs_recoding': False}"
2012-01-03T00:00:00,Completed,2012-01-04T00:00:00,12-00008385,Sanitation Code Violation,Dumpster not being emptied,710 N RUSH ST,60611,1176973.00237055,1905195.24412356,42,18,8,41.895198438229826,-87.62546706102758,"{'latitude': '41.895198438229826', 'longitude': '-87.62546706102758', 'needs_recoding': False}"
2012-01-03T00:00:00,Completed,2012-01-04T00:00:00,12-00008405,Sanitation Code Violation,Garbage in alley,228 N LECLAIRE AVE,60644,1142336.8849852,1901119.19417807,28,15,25,41.88472696719206,-87.75277885659598,"{'latitude': '41.88472696719206', 'longitude': '-87.75277885659598', 'needs_recoding': False}"
2012-01-03T00:00:00,Completed,2012-01-04T00:00:00,12-00008607,Sanitation Code Violation,Dumpster not being emptied,5316 N WASHTENAW AVE,60625,1157391.81402956,1935276.47111454,40,20,4,41.97816419510256,-87.69656307703647,"{'latitude': '41.97816419510256', 'longitude': '-87.69656307703647', 'needs_recoding': False}"
2012-01-03T00:00:00,Completed,2012-01-04T00:00:00,12-00009130,Sanitation Code Violation,Dumpster not being emptied,8625 W CATHERINE AVE,60656,1117818.69219401,1934540.57012025,41,16,76,41.97685978839223,-87.8421122423724,"{'latitude': '41.97685978839223', 'longitude': '-87.8421122423724', 'needs_recoding': False}"
2012-01-03T00:00:00,Completed,2012-01-04T00:00:00,12-00009366,Sanitation Code Violation,Overflowing carts,6400 W DEVON AVE,60631,1132595.17547688,1942098.61618902,41,16,10,41.99735436884671,-87.78759442032788,"{'latitude': '41.99735436884671', 'longitude': '-87.78759442032788', 'needs_recoding': False}"
2012-01-03T00:00:00,Completed,2012-01-04T00:00:00,12-00010195,Sanitation Code Violation,Construction Site Cleanliness/Fence,800 W 77TH ST,60620,1172301.91810543,1853801.10371441,17,6,71,41.75427260908443,-87.64413677588274,"{'latitude': '41.75427260908443', 'longitude': '-87.64413677588274', 'needs_recoding': False}"
2012-01-03T00:00:00,Completed,2012-01-04T00:00:00,12-00010443,Sanitation Code Violation,Dog feces in yard,9135 S PHILLIPS AVE,60617,1194089.878868,1844870.96601096,7,4,48,41.72926085905286,-87.56458440625192,"{'latitude': '41.72926085905286', 'longitude': '-87.56458440625192', 'needs_recoding': False}"
2012-01-03T00:00:00,Completed,2012-01-04T00:00:00,12-00010564,Sanitation Code Violation,Garbage in alley,2634 W GLENLAKE AVE,60659,1157540.51671692,1940399.07092901,50,24,2,41.99221780634207,-87.69587601050698,"{'latitude': '41.99221780634207', 'longitude': '-87.69587601050698', 'needs_recoding': False}"
2012-01-03T00:00:00,Completed,2012-01-05T00:00:00,12-00007384,Sanitation Code Violation,Dog feces in yard,1832 W PATTERSON AVE,60613,1163329.34507618,1924317.90737108,47,19,5,41.94797021591777,-87.67503737906343,"{'latitude': '41.94797021591777', 'longitude': '-87.67503737906343', 'needs_recoding': False}"
2012-01-03T00:00:00,Completed,2012-01-05T00:00:00,12-00008835,Sanitation Code Violation,Garbage in yard,1855 N KEELER AVE,60639,1148093.86849244,1912010.18539453,30,25,20,41.91450416869377,-87.731357528796,"{'latitude': '41.91450416869377', 'longitude': '-87.731357528796', 'needs_recoding': False}"
2012-01-03T00:00:00,Completed,2012-01-05T00:00:00,12-00009470,Sanitation Code Violation,Other,800 W 87TH ST,60620,1172495.59462136,1847169.50057641,21,6,71,41.736070360176,-87.64362180911152,"{'latitude': '41.736070360176', 'longitude': '-87.64362180911152', 'needs_recoding': False}"
2012-01-03T00:00:00,Completed,2012-01-05T00:00:00,12-00010926,Sanitation Code Violation,Other,3648 N HERMITAGE AVE,60613,1164023.16350572,1924269.75942053,47,19,6,41.94782344446398,-87.67248842953857,"{'latitude': '41.94782344446398', 'longitude': '-87.67248842953857', 'needs_recoding': False}"
2012-01-03T00:00:00,Completed,2012-01-06T00:00:00,12-00005422,Sanitation Code Violation,,3314 W DOUGLAS BLVD,60623,1154431.52619948,1893260.18816858,24,10,29,41.86292791115114,-87.70857530502013,"{'latitude': '41.86292791115114', 'longitude': '-87.70857530502013', 'needs_recoding': False}"
2012-01-03T00:00:00,Completed,2012-01-09T00:00:00,12-00009734,Sanitation Code Violation,Garbage in alley,11259 S CHURCH ST,60643,1166376.27119502,1830142.74829667,19,22,75,41.68947861852194,-87.66652394849912,"{'latitude': '41.68947861852194', 'longitude': '-87.66652394849912', 'needs_recoding': False}"
2012-01-03T00:00:00,Completed,2012-01-09T00:00:00,12-00011287,Sanitation Code Violation,Construction Site Cleanliness/Fence,1613 W WASHINGTON BLVD,60612,1165645.01657481,1900766.20080315,27,13,28,41.88329373480963,-87.6671979212144,"{'latitude': '41.88329373480963', 'longitude': '-87.6671979212144', 'needs_recoding': False}"
2012-01-03T00:00:00,Completed,2012-01-10T00:00:00,12-00010406,Sanitation Code Violation,Other,724 E 83RD ST,60619,1182599.18990933,1850122.01178162,6,6,44,41.74394422867637,-87.60651476737452,"{'latitude': '41.74394422867637', 'longitude': '-87.60651476737452', 'needs_recoding': False}"
2012-01-03T00:00:00,Completed,2012-01-10T00:00:00,12-00011056,Sanitation Code Violation,Dumpster not being emptied,5031 N HARDING AVE,60625,1149149.54629554,1933078.55879948,39,17,14,41.97229710656212,-87.72693151491339,"{'latitude': '41.97229710656212', 'longitude': '-87.72693151491339', 'needs_recoding': False}"
2012-01-03T00:00:00,Completed,2012-01-11T00:00:00,12-00008425,Sanitation Code Violation,Other,9100 S LAFAYETTE AVE,60620,1177534.50542398,1844642.47197569,21,6,49,41.72902357903398,-87.6252372910752,"{'latitude': '41.72902357903398', 'longitude': '-87.6252372910752', 'needs_recoding': False}"
2013-01-03T00:00:00,Completed - Dup,2013-01-03T00:00:00,13-00009613,Sanitation Code Violation,,1051 W 31ST PL,60608,1169814.62687779,1883948.74817564,11,9,60,41.83705544777982,-87.65237672523828,"{'latitude': '41.83705544777982', 'longitude': '-87.65237672523828', 'needs_recoding': False}"
2013-01-03T00:00:00,Completed - Dup,2013-01-04T00:00:00,13-00014166,Sanitation Code Violation,Garbage in yard,4209 S KEDZIE AVE,60632,1155712.95677396,1876509.95992454,14,9,58,41.816937601528544,-87.70432158947372,"{'latitude': '41.816937601528544', 'longitude': '-87.70432158947372', 'needs_recoding': False}"
2013-01-03T00:00:00,Completed,2013-01-03T00:00:00,13-00009349,Sanitation Code Violation,Dumpster not being emptied,2900 W PETERSON AVE,60659,1155927.77998939,1939735.37023142,50,24,2,41.99042936990797,-87.70182619114135,"{'latitude': '41.99042936990797', 'longitude': '-87.70182619114135', 'needs_recoding': False}"
2013-01-03T00:00:00,Completed,2013-01-03T00:00:00,13-00009439,Sanitation Code Violation,Other,2654 E 77TH ST,60649,1195354.84507587,1854424.0930192,7,4,43,41.755444320629586,-87.55963596720986,"{'latitude': '41.755444320629586', 'longitude': '-87.55963596720986', 'needs_recoding': False}"
2013-01-03T00:00:00,Completed,2013-01-03T00:00:00,13-00009527,Sanitation Code Violation,Garbage in yard,8153 S BURNHAM AVE,60617,1196249.8700306,1851447.30827345,7,4,46,41.747253666338445,-87.55645450139575,"{'latitude': '41.747253666338445', 'longitude': '-87.55645450139575', 'needs_recoding': False}"
2013-01-03T00:00:00,Completed,2013-01-03T00:00:00,13-00010072,Sanitation Code Violation,Overflowing carts,2729 W 37TH PL,60632,1158787.35450239,1879674.55756828,12,9,58,41.82555933443736,-87.69295731753178,"{'latitude': '41.82555933443736', 'longitude': '-87.69295731753178', 'needs_recoding': False}"
2013-01-03T00:00:00,Completed,2013-01-03T00:00:00,13-00010889,Sanitation Code Violation,Garbage in yard,3310 N OLEANDER AVE,60634,1125173.27412956,1921084.92551915,36,16,17,41.93981702524817,-87.81536468107899,"{'latitude': '41.93981702524817', 'longitude': '-87.81536468107899', 'needs_recoding': False}"
2013-01-03T00:00:00,Completed,2013-01-04T00:00:00,13-00010035,Sanitation Code Violation,Garbage in alley,21 W ILLINOIS ST,60654,1176084.7168668,1903603.42050916,42,18,8,41.890850456051254,-87.62877747748432,"{'latitude': '41.890850456051254', 'longitude': '-87.62877747748432', 'needs_recoding': False}"
2013-01-03T00:00:00,Completed,2013-01-04T00:00:00,13-00012479,Sanitation Code Violation,Overflowing carts,1434 S KOSTNER AVE,60623,1147283.21071418,1892781.55106641,24,10,29,41.861754220644514,-87.73482851730232,"{'latitude': '41.861754220644514', 'longitude': '-87.73482851730232', 'needs_recoding': False}"
2013-01-03T00:00:00,Completed,2013-01-04T00:00:00,13-00014149,Sanitation Code Violation,Other,4209 S KEDZIE AVE,60632,1155712.95677396,1876509.95992454,14,9,58,41.816937601528544,-87.70432158947372,"{'latitude': '41.816937601528544', 'longitude': '-87.70432158947372', 'needs_recoding': False}"
2013-01-03T00:00:00,Completed,2013-01-07T00:00:00,13-00010095,Sanitation Code Violation,Dumpster not being emptied,1315 E 52ND ST,60615,1185778.89998419,1870922.82997979,4,2,41,41.80094923241731,-87.59420915011928,"{'latitude': '41.80094923241731', 'longitude': '-87.59420915011928', 'needs_recoding': False}"
2013-01-03T00:00:00,Completed,2013-01-07T00:00:00,13-00010466,Sanitation Code Violation,Other,4014 W GRAND AVE,60651,1149299.61658566,1909062.51022827,30,25,23,41.90639215279621,-87.72700430321527,"{'latitude': '41.90639215279621', 'longitude': '-87.72700430321527', 'needs_recoding': False}"
2013-01-03T00:00:00,Completed,2013-01-07T00:00:00,13-00010503,Sanitation Code Violation,Dumpster not being emptied,2434 W MONTROSE AVE,60618,1159209.67991312,1929145.56469635,47,19,4,41.96130340818907,-87.69004713883949,"{'latitude': '41.96130340818907', 'longitude': '-87.69004713883949', 'needs_recoding': False}"
2013-01-03T00:00:00,Completed,2013-01-07T00:00:00,13-00010938,Sanitation Code Violation,Garbage in alley,1125 N CHRISTIANA AVE,60651,1153783.83338314,1907299.17506816,26,11,23,41.90146523942713,-87.710578960106,"{'latitude': '41.90146523942713', 'longitude': '-87.710578960106', 'needs_recoding': False}"
2013-01-03T00:00:00,Completed,2013-01-07T00:00:00,13-00013722,Sanitation Code Violation,Garbage in yard,10200 S YATES AVE,60617,1194165.91422354,1837814.78823316,10,4,51,41.709896172013124,-87.56453669923019,"{'latitude': '41.709896172013124', 'longitude': '-87.56453669923019', 'needs_recoding': False}"
2013-01-03T00:00:00,Completed,2013-01-08T00:00:00,13-00012040,Sanitation Code Violation,Other,9148 S AVALON AVE,60619,1186133.21517573,1844569.87939,8,4,47,41.72862595007881,-87.59374075492917,"{'latitude': '41.72862595007881', 'longitude': '-87.59374075492917', 'needs_recoding': False}"
2013-01-03T00:00:00,Completed,2013-01-09T00:00:00,13-00009091,Sanitation Code Violation,Overflowing carts,5104 W HURON ST,60644,1142192.50262155,1904140.0800823,28,15,25,41.8930193218679,-87.75323406239298,"{'latitude': '41.8930193218679', 'longitude': '-87.75323406239298', 'needs_recoding': False}"
2013-01-03T00:00:00,Completed,2013-01-09T00:00:00,13-00012285,Sanitation Code Violation,Dog feces in yard,4432 W PARKER AVE,60639,1146359.64747408,1917877.81002585,31,25,20,41.93063872373269,-87.73757910084186,"{'latitude': '41.93063872373269', 'longitude': '-87.73757910084186', 'needs_recoding': False}"
2013-01-03T00:00:00,Completed,2013-01-09T00:00:00,13-00013866,Sanitation Code Violation,Other,4203 W MAYPOLE AVE,60624,1148331.06286819,1901121.69656764,28,11,26,41.8846204472908,-87.73076707080277,"{'latitude': '41.8846204472908', 'longitude': '-87.73076707080277', 'needs_recoding': False}"
2013-01-03T00:00:00,Completed,2013-01-10T00:00:00,13-00012745,Sanitation Code Violation,Dumpster not being emptied,3737 W LAWRENCE AVE,60625,1150485.22007223,1931633.83697259,39,17,14,41.96830664595364,-87.72205788004113,"{'latitude': '41.96830664595364', 'longitude': '-87.72205788004113', 'needs_recoding': False}"
2013-01-03T00:00:00,Completed,2013-01-10T00:00:00,13-00013388,Sanitation Code Violation,Other,5065 N KEATING AVE,60630,1143728.08607119,1933456.8882007,39,17,14,41.97343884438261,-87.7468578500322,"{'latitude': '41.97343884438261', 'longitude': '-87.7468578500322', 'needs_recoding': False}"
2013-01-03T00:00:00,Completed,2013-01-10T00:00:00,13-00013476,Sanitation Code Violation,Other,4813 S SHIELDS AVE,60609,1174770.72562771,1872975.19258909,3,9,37,41.80683377583284,-87.63451838058307,"{'latitude': '41.80683377583284', 'longitude': '-87.63451838058307', 'needs_recoding': False}"
2013-01-03T00:00:00,Completed,2013-01-10T00:00:00,13-00014170,Sanitation Code Violation,Dumpster not being emptied,5858 W GRAND AVE,60639,1136909.49498624,1913926.23883084,37,25,19,41.919970104603294,-87.77240182131024,"{'latitude': '41.919970104603294', 'longitude': '-87.77240182131024', 'needs_recoding': False}"
2013-01-03T00:00:00,Completed,2013-01-11T00:00:00,13-00014258,Sanitation Code Violation,Garbage in alley,5951 W SEMINOLE ST,60646,1135462.83579119,1937516.25999345,45,16,11,41.98472936604489,-87.77715469491018,"{'latitude': '41.98472936604489', 'longitude': '-87.77715469491018', 'needs_recoding': False}"
2013-01-03T00:00:00,Completed,2013-01-14T00:00:00,13-00009243,Sanitation Code Violation,Dumpster not being emptied,1523 S KEDZIE AVE,60623,1155275.66171551,1892383.23999459,24,10,29,41.860504570712415,-87.70550009660819,"{'latitude': '41.860504570712415', 'longitude': '-87.70550009660819', 'needs_recoding': False}"
2013-01-03T00:00:00,Completed,2013-01-14T00:00:00,13-00010118,Sanitation Code Violation,Overflowing carts,4312 W 21ST PL,60623,1147970.95561229,1889407.02888082,24,10,29,41.85248092386295,-87.73239059639896,"{'latitude': '41.85248092386295', 'longitude': '-87.73239059639896', 'needs_recoding': False}"
2013-01-03T00:00:00,Completed,2013-01-15T00:00:00,13-00009937,Sanitation Code Violation,Garbage in alley,6411 S PAULINA ST,60636,1166099.02708835,1862149.66293263,15,7,67,41.77731628571373,-87.66663126853453,"{'latitude': '41.77731628571373', 'longitude': '-87.66663126853453', 'needs_recoding': False}"
2011-01-04T00:00:00,Completed - Dup,2011-01-04T00:00:00,11-00012462,Sanitation Code Violation,Garbage in alley,1622 W 38TH ST,60609,1166115.7250202,1879531.66519924,11,9,59,41.82501418423073,-87.66607538538545,"{'latitude': '41.82501418423073', 'longitude': '-87.66607538538545', 'needs_recoding': False}"
2011-01-04T00:00:00,Completed,2011-01-04T00:00:00,11-00013589,Sanitation Code Violation,Dumpster not being emptied,2859 N HALSTED ST,60657,1170437.59016678,1919280.20999604,44,19,6,41.93399378604419,-87.64905704057881,"{'latitude': '41.93399378604419', 'longitude': '-87.64905704057881', 'needs_recoding': False}"
2011-01-04T00:00:00,Completed,2011-01-04T00:00:00,11-00013598,Sanitation Code Violation,Dumpster not being emptied,2905 N HALSTED ST,60657,1170428.80671916,1919534.32992269,44,19,6,41.93469129460215,-87.64908186575376,"{'latitude': '41.93469129460215', 'longitude': '-87.64908186575376', 'needs_recoding': False}"
2011-01-04T00:00:00,Completed,2011-01-04T00:00:00,11-00013679,Sanitation Code Violation,Other,12010 S LAFAYETTE AVE,60628,1178082.51677794,1825286.01951065,9,5,53,41.675894375778036,-87.62381398327736,"{'latitude': '41.675894375778036', 'longitude': '-87.62381398327736', 'needs_recoding': False}"
2011-01-04T00:00:00,Completed,2011-01-04T00:00:00,11-00013680,Sanitation Code Violation,Other,12011 S LAFAYETTE AVE,60628,1178082.91677794,1825275.31951065,9,5,53,41.6758650043038,-87.62381284168823,"{'latitude': '41.6758650043038', 'longitude': '-87.62381284168823', 'needs_recoding': False}"
2011-01-04T00:00:00,Completed,2011-01-04T00:00:00,11-00013932,Sanitation Code Violation,Other,6709 S ARTESIAN AVE,60629,1161196.87923278,1860099.24510125,15,8,66,41.77179253781149,-87.68465928788746,"{'latitude': '41.77179253781149', 'longitude': '-87.68465928788746', 'needs_recoding': False}"
2011-01-04T00:00:00,Completed,2011-01-04T00:00:00,11-00013941,Sanitation Code Violation,Garbage in yard,6757 S ARTESIAN AVE,60629,1161205.78649221,1859777.66057724,15,8,66,41.770909879943886,-87.68463552792733,"{'latitude': '41.770909879943886', 'longitude': '-87.68463552792733', 'needs_recoding': False}"
2011-01-04T00:00:00,Completed,2011-01-04T00:00:00,11-00014240,Sanitation Code Violation,Garbage in alley,6236 S RICHMOND ST,60629,1157786.13877644,1863145.23868763,15,8,66,41.780221101970405,-87.69707944775273,"{'latitude': '41.780221101970405', 'longitude': '-87.69707944775273', 'needs_recoding': False}"
2011-01-04T00:00:00,Completed,2011-01-05T00:00:00,11-00012734,Sanitation Code Violation,Dumpster not being emptied,7500 S CLYDE AVE,60649,1191513.63170445,1855651.28910066,8,4,43,41.7589057807867,-87.57367306349859,"{'latitude': '41.7589057807867', 'longitude': '-87.57367306349859', 'needs_recoding': False}"
2011-01-04T00:00:00,Completed,2011-01-05T00:00:00,11-00013382,Sanitation Code Violation,Dumpster not being emptied,6632 S YALE AVE,60621,1175648.52278497,1860987.04073077,6,7,68,41.77391742733615,-87.63165777494454,"{'latitude': '41.77391742733615', 'longitude': '-87.63165777494454', 'needs_recoding': False}"
2011-01-04T00:00:00,Completed,2011-01-05T00:00:00,11-00013552,Sanitation Code Violation,Dumpster not being emptied,8249 S EVANS AVE,60619,1182663.16289116,1850461.03840196,6,6,44,41.74487307184066,-87.60626987103107,"{'latitude': '41.74487307184066', 'longitude': '-87.60626987103107', 'needs_recoding': False}"
2011-01-04T00:00:00,Completed,2011-01-05T00:00:00,11-00013593,Sanitation Code Violation,Dumpster not being emptied,8240 S COTTAGE GROVE AVE,60619,1182991.72623094,1850531.70817081,6,6,44,41.7450593729374,-87.6050637884991,"{'latitude': '41.7450593729374', 'longitude': '-87.6050637884991', 'needs_recoding': False}"
2011-01-04T00:00:00,Completed,2011-01-05T00:00:00,11-00013742,Sanitation Code Violation,Construction Site Cleanliness/Fence,516 E 92ND ST,60619,1181297.16660962,1844089.11360626,6,6,44,41.72741933087197,-87.61147085916818,"{'latitude': '41.72741933087197', 'longitude': '-87.61147085916818', 'needs_recoding': False}"
2011-01-04T00:00:00,Completed,2011-01-05T00:00:00,11-00014096,Sanitation Code Violation,Dog feces in yard,6148 S RUTHERFORD AVE,,1132465.98489675,1863009.1113656,23,8,64,41.78032414826415,-87.78991218878036,"{'latitude': '41.78032414826415', 'longitude': '-87.78991218878036', 'needs_recoding': False}"
2011-01-04T00:00:00,Completed,2011-01-05T00:00:00,11-00015151,Sanitation Code Violation,Dog feces in yard,9914 S CALHOUN AVE,60617,1194782.17759892,1839726.61193422,7,4,51,41.715127281173814,-87.56221718957852,"{'latitude': '41.715127281173814', 'longitude': '-87.56221718957852', 'needs_recoding': False}"
2011-01-04T00:00:00,Completed,2011-01-05T00:00:00,11-00015483,Sanitation Code Violation,Garbage in yard,5237 S PAULINA ST,60609,1165898.55688157,1869974.07989799,16,9,61,41.79879171978272,-87.66714393342095,"{'latitude': '41.79879171978272', 'longitude': '-87.66714393342095', 'needs_recoding': False}"
2011-01-04T00:00:00,Completed,2011-01-05T00:00:00,11-00015519,Sanitation Code Violation,Garbage in yard,5224 S PAULINA ST,60609,1165896.05688157,1870061.37989799,16,9,61,41.79903133452845,-87.66715062032463,"{'latitude': '41.79903133452845', 'longitude': '-87.66715062032463', 'needs_recoding': False}"
2011-01-04T00:00:00,Completed,2011-01-05T00:00:00,11-00015522,Sanitation Code Violation,Garbage in alley,3124 W WALNUT ST,60612,1155513.01580884,1901465.01153284,27,13,27,41.8854211268694,-87.70438454886475,"{'latitude': '41.8854211268694', 'longitude': '-87.70438454886475', 'needs_recoding': False}"
2011-01-04T00:00:00,Completed,2011-01-05T00:00:00,11-00016009,Sanitation Code Violation,Other,351 W SCHILLER ST,60610,1173558.23991226,1909690.78191344,27,18,8,41.90761105674707,-87.637874639581,"{'latitude': '41.90761105674707', 'longitude': '-87.637874639581', 'needs_recoding': False}"
2011-01-04T00:00:00,Completed,2011-01-05T00:00:00,11-00016059,Sanitation Code Violation,Dumpster not being emptied,7225 W ADDISON ST,60634,1127170.63710184,1923074.99122008,36,16,17,41.94524465282021,-87.80797876937795,"{'latitude': '41.94524465282021', 'longitude': '-87.80797876937795', 'needs_recoding': False}"
2011-01-04T00:00:00,Completed,2011-01-05T00:00:00,11-00016277,Sanitation Code Violation,Other,7344 S HONORE ST,60636,1165290.82650365,1855977.08059799,17,7,67,41.76039504437397,-87.66976871431113,"{'latitude': '41.76039504437397', 'longitude': '-87.66976871431113', 'needs_recoding': False}"
2011-01-04T00:00:00,Completed,2011-01-05T00:00:00,11-00016352,Sanitation Code Violation,Garbage in yard,2112 W 18TH ST,60608,1162520.2370059,1891389.41703328,25,12,31,41.85762897184868,-87.67893478898753,"{'latitude': '41.85762897184868', 'longitude': '-87.67893478898753', 'needs_recoding': False}"
2011-01-04T00:00:00,Completed,2011-01-05T00:00:00,11-00017099,Sanitation Code Violation,Overflowing carts,4054 W 63RD ST,60629,1150343.00449782,1862514.07248549,13,8,65,41.778636968271336,-87.72438386482752,"{'latitude': '41.778636968271336', 'longitude': '-87.72438386482752', 'needs_recoding': False}"
2011-01-04T00:00:00,Completed,2011-01-05T00:00:00,11-00017930,Sanitation Code Violation,Other,4808 N MARINE DR,60640,1170157.473969,1932189.86651169,48,20,3,41.96942447688306,-87.64970802205876,"{'latitude': '41.96942447688306', 'longitude': '-87.64970802205876', 'needs_recoding': False}"
2011-01-04T00:00:00,Completed,2011-01-05T00:00:00,11-00017999,Sanitation Code Violation,,4008 W WELLINGTON AVE,60641,1149150.15089337,1919643.2218865,31,25,21,41.93542950206078,-87.72727866824624,"{'latitude': '41.93542950206078', 'longitude': '-87.72727866824624', 'needs_recoding': False}"
2011-01-04T00:00:00,Completed,2011-01-05T00:00:00,11-00018033,Sanitation Code Violation,Garbage in alley,4042 W ROOSEVELT RD,60624,1149520.89992718,1894399.89006989,24,11,29,41.86615203597217,-87.72657227907406,"{'latitude': '41.86615203597217', 'longitude': '-87.72657227907406', 'needs_recoding': False}"
2011-01-04T00:00:00,Completed,2011-01-06T00:00:00,11-00013981,Sanitation Code Violation,Construction Site Cleanliness/Fence,2405 W CHICAGO AVE,60622,1160227.47890857,1905261.0834012,1,13,24,41.895741752209226,-87.68696712732053,"{'latitude': '41.895741752209226', 'longitude': '-87.68696712732053', 'needs_recoding': False}"
2011-01-04T00:00:00,Completed,2011-01-06T00:00:00,11-00015337,Sanitation Code Violation,Garbage in yard,2650 W BELDEN AVE,60647,1158141.95281309,1915171.61009233,1,14,22,41.92297989746412,-87.69435565661918,"{'latitude': '41.92297989746412', 'longitude': '-87.69435565661918', 'needs_recoding': False}"
2011-01-04T00:00:00,Completed,2011-01-06T00:00:00,11-00017617,Sanitation Code Violation,Garbage in alley,1825 W NORTH AVE,60622,1163835.43516982,1910683.33908521,1,14,24,41.91054546333528,-87.6735627602408,"{'latitude': '41.91054546333528', 'longitude': '-87.6735627602408', 'needs_recoding': False}"
2011-01-04T00:00:00,Completed,2011-01-06T00:00:00,11-00018176,Sanitation Code Violation,Other,4000 N BERNARD ST,60618,1152680.73329457,1926377.39137849,35,17,16,41.95383934258548,-87.71412472113347,"{'latitude': '41.95383934258548', 'longitude': '-87.71412472113347', 'needs_recoding': False}"
2011-01-04T00:00:00,Completed,2011-01-06T00:00:00,11-00018195,Sanitation Code Violation,Other,3800 N ELSTON AVE,60618,1152717.05487875,1925050.91422577,35,17,16,41.95019867528776,-87.71402643509472,"{'latitude': '41.95019867528776', 'longitude': '-87.71402643509472', 'needs_recoding': False}"
2011-01-04T00:00:00,Completed,2011-01-06T00:00:00,11-00018212,Sanitation Code Violation,Other,3739 N ELSTON AVE,60618,1153029.37797752,1924761.13532258,35,17,16,41.949397302753404,-87.71288607072613,"{'latitude': '41.949397302753404', 'longitude': '-87.71288607072613', 'needs_recoding': False}"
2011-01-04T00:00:00,Completed,2011-01-06T00:00:00,11-00018722,Sanitation Code Violation,Dumpster not being emptied,2159 E 71ST ST,60649,1191910.7905937,1858342.05409097,5,3,43,41.76627982062311,-87.57213025947853,"{'latitude': '41.76627982062311', 'longitude': '-87.57213025947853', 'needs_recoding': False}"
2011-01-04T00:00:00,Completed,2011-01-07T00:00:00,11-00013770,Sanitation Code Violation,Dog feces in yard,6018 W ADDISON ST,60634,1135611.73913103,1923318.61951597,38,16,17,41.945767033403776,-87.77694612070648,"{'latitude': '41.945767033403776', 'longitude': '-87.77694612070648', 'needs_recoding': False}"
2011-01-04T00:00:00,Completed,2011-01-07T00:00:00,11-00015162,Sanitation Code Violation,Other,5447 N NORDICA AVE,60656,1128622.58479768,1935855.68738484,41,16,10,41.98029172160844,-87.80235073736874,"{'latitude': '41.98029172160844', 'longitude': '-87.80235073736874', 'needs_recoding': False}"
2011-01-04T00:00:00,Completed,2011-01-07T00:00:00,11-00015342,Sanitation Code Violation,Construction Site Cleanliness/Fence,2841 S ASHLAND AVE,60608,1166142.12570094,1885208.14572948,11,9,31,41.84059046273948,-87.66581670128954,"{'latitude': '41.84059046273948', 'longitude': '-87.66581670128954', 'needs_recoding': False}"
