Creation Date,Status,Completion Date,Service Request Number,Type of Service Request,Number of Premises Baited,Number of Premises with Garbage,Number of Premises with Rats,Current Activity,Most Recent Action,Street Address,ZIP Code,X Coordinate,Y Coordinate,Ward,Police District,Community Area,Latitude,Longitude,Location
2011-01-03T00:00:00,Completed,2011-01-06T00:00:00,11-00009847,Rodent Baiting/Rat Complaint,3,2,4,Dispatch Crew,Inspected and baited,6401 S WOOD ST,60636,1165439.39139095,1862237.17751589,15,7,67,41.777570445194705,-87.66904701562954,"{'latitude': '41.777570445194705', 'longitude': '-87.66904701562954', 'needs_recoding': False}"
2011-01-03T00:00:00,Completed,2011-01-06T00:00:00,11-00009852,Rodent Baiting/Rat Complaint,2,0,2,Dispatch Crew,Inspected and baited,2345 N NORDICA AVE,60707,1128702.85900522,1914755.71000367,36,25,18,41.92238962168775,-87.80253610673925,"{'latitude': '41.92238962168775', 'longitude': '-87.80253610673925', 'needs_recoding': False}"
2011-01-03T00:00:00,Completed,2011-01-06T00:00:00,11-00009853,Rodent Baiting/Rat Complaint,1,11,3,Dispatch Crew,Inspected and baited,6400 S WOOD ST,60636,1165439.19139095,1862243.87751589,15,7,67,41.77758883510632,-87.66904755909572,"{'latitude': '41.77758883510632', 'longitude': '-87.66904755909572', 'needs_recoding': False}"
2011-01-03T00:00:00,Completed,2011-01-06T00:00:00,11-00009863,Rodent Baiting/Rat Complaint,3,9,6,Dispatch Crew,Inspected and baited,5601 S SEELEY AVE,60636,1163649.36622253,1867504.29218694,15,7,67,41.7920618509929,-87.67546154337145,"{'latitude': '41.7920618509929', 'longitude': '-87.67546154337145', 'needs_recoding': False}"
2011-01-03T00:00:00,Completed,2011-01-06T00:00:00,11-00009873,Rodent Baiting/Rat Complaint,2,12,2,Dispatch Crew,Inspected and baited,5600 S SEELEY AVE,60636,1163649.16622253,1867510.99218694,15,7,67,41.79208024084202,-87.67546208874026,"{'latitude': '41.79208024084202', 'longitude': '-87.67546208874026', 'needs_recoding': False}"
2011-01-03T00:00:00,Completed,2011-01-06T00:00:00,11-00009879,Rodent Baiting/Rat Complaint,1,9,4,Dispatch Crew,Inspected and baited,6601 S PAULINA ST,60636,1166133.65868512,1860927.47098048,15,7,67,41.773961695653576,-87.66653904955722,"{'latitude': '41.773961695653576', 'longitude': '-87.66653904955722', 'needs_recoding': False}"
2011-01-03T00:00:00,Completed,2011-01-06T00:00:00,11-00009884,Rodent Baiting/Rat Complaint,3,8,6,Dispatch Crew,Inspected and baited,6600 S PAULINA ST,60636,1166133.45868512,1860934.17098048,15,7,67,41.77398008558313,-87.66653959228971,"{'latitude': '41.77398008558313', 'longitude': '-87.66653959228971', 'needs_recoding': False}"
2011-01-03T00:00:00,Completed,2011-01-06T00:00:00,11-00009893,Rodent Baiting/Rat Complaint,0,8,1,Dispatch Crew,Inspected and baited,5700 S HOYNE AVE,60636,1163335.08839756,1866839.20569409,15,7,67,41.79024336232885,-87.6766325808279,"{'latitude': '41.79024336232885', 'longitude': '-87.6766325808279', 'needs_recoding': False}"
2011-01-03T00:00:00,Completed,2011-01-06T00:00:00,11-00009940,Rodent Baiting/Rat Complaint,2,3,2,Dispatch Crew,Inspected and baited,616 W SCHUBERT AVE,60614,1171577.69588549,1918491.51863142,43,19,7,41.931804537264185,-87.64489049125102,"{'latitude': '41.931804537264185', 'longitude': '-87.64489049125102', 'needs_recoding': False}"
2011-01-03T00:00:00,Completed,2011-01-06T00:00:00,11-00009967,Rodent Baiting/Rat Complaint,1,12,1,Dispatch Crew,Inspected and baited,5701 S HOYNE AVE,60636,1163335.28839756,1866832.50569409,15,7,67,41.79022497247714,-87.67663203513331,"{'latitude': '41.79022497247714', 'longitude': '-87.67663203513331', 'needs_recoding': False}"
2011-01-03T00:00:00,Completed,2011-01-06T00:00:00,11-00009995,Rodent Baiting/Rat Complaint,3,4,3,Dispatch Crew,Inspected and baited,2201 S AVERS AVE,60623,1151048.83392475,1889099.21970763,22,10,30,41.85157659407555,-87.72110182203875,"{'latitude': '41.85157659407555', 'longitude': '-87.72110182203875', 'needs_recoding': False}"
2011-01-03T00:00:00,Completed,2011-01-06T00:00:00,11-00010015,Rodent Baiting/Rat Complaint,1,6,1,Dispatch Crew,Inspected and baited,2200 S AVERS AVE,60623,1151048.63392475,1889106.01970763,22,10,30,41.85159525802159,-87.72110237815335,"{'latitude': '41.85159525802159', 'longitude': '-87.72110237815335', 'needs_recoding': False}"
2011-01-03T00:00:00,Completed,2011-01-06T00:00:00,11-00010029,Rodent Baiting/Rat Complaint,0,5,0,Dispatch Crew,Inspected and baited,4700 W IOWA ST,60651,1144813.94671666,1905572.84987439,37,11,25,41.8969019658515,-87.74357020691698,"{'latitude': '41.8969019658515', 'longitude': '-87.74357020691698', 'needs_recoding': False}"
2011-01-03T00:00:00,Completed,2011-01-06T00:00:00,11-00010039,Rodent Baiting/Rat Complaint,0,5,0,Dispatch Crew,Inspected and baited,5300 W WASHINGTON BLVD,60644,1141035.27570369,1900240.28487463,28,15,25,41.88233919383616,-87.75758027476148,"{'latitude': '41.88233919383616', 'longitude': '-87.75758027476148', 'needs_recoding': False}"
2011-01-03T00:00:00,Completed,2011-01-06T00:00:00,11-00010043,Rodent Baiting/Rat Complaint,1,3,1,Dispatch Crew,Inspected and baited,4958 S ARTESIAN AVE,60632,1160868.74842371,1871616.40987794,14,9,63,41.803403972218085,-87.6855440279935,"{'latitude': '41.803403972218085', 'longitude': '-87.6855440279935', 'needs_recoding': False}"
2011-01-03T00:00:00,Completed,2011-01-06T00:00:00,11-00010047,Rodent Baiting/Rat Complaint,8,4,5,Dispatch Crew,Inspected and baited,3120 N SHEFFIELD AVE,60657,1169062.11721196,1920963.36306924,44,19,6,41.938642448646604,-87.6540628213542,"{'latitude': '41.938642448646604', 'longitude': '-87.6540628213542', 'needs_recoding': False}"
2011-01-03T00:00:00,Completed,2011-01-06T00:00:00,11-00010048,Rodent Baiting/Rat Complaint,0,2,0,Dispatch Crew,Inspected and baited,5301 W WASHINGTON BLVD,60644,1141025.17570369,1900240.08487463,28,15,25,41.88233883094467,-87.75761736749838,"{'latitude': '41.88233883094467', 'longitude': '-87.75761736749838', 'needs_recoding': False}"
2011-01-03T00:00:00,Completed,2011-01-06T00:00:00,11-00010059,Rodent Baiting/Rat Complaint,0,3,0,Dispatch Crew,Inspected and baited,5000 W IOWA ST,60651,1142859.85887933,1905519.88828273,37,15,25,41.89679326906051,-87.75074867503471,"{'latitude': '41.89679326906051', 'longitude': '-87.75074867503471', 'needs_recoding': False}"
2011-01-03T00:00:00,Completed,2011-01-06T00:00:00,11-00010068,Rodent Baiting/Rat Complaint,0,5,0,Dispatch Crew,Inspected and baited,5001 W IOWA ST,60651,1142848.35887933,1905519.68828273,37,15,25,41.89679293451483,-87.75079091818664,"{'latitude': '41.89679293451483', 'longitude': '-87.75079091818664', 'needs_recoding': False}"
2011-01-03T00:00:00,Completed,2011-01-06T00:00:00,11-00010076,Rodent Baiting/Rat Complaint,2,2,2,Dispatch Crew,Inspected and baited,5201 W POTOMAC AVE,60651,1141451.62059693,1908159.12991425,37,25,25,41.904061779302666,-87.75585572332226,"{'latitude': '41.904061779302666', 'longitude': '-87.75585572332226', 'needs_recoding': False}"
2011-01-03T00:00:00,Completed,2011-01-06T00:00:00,11-00010086,Rodent Baiting/Rat Complaint,2,4,2,Dispatch Crew,Inspected and baited,5200 W POTOMAC AVE,60651,1141462.52059693,1908159.32991425,37,25,25,41.90406212676567,-87.75581567936632,"{'latitude': '41.90406212676567', 'longitude': '-87.75581567936632', 'needs_recoding': False}"
2011-01-03T00:00:00,Completed,2011-01-06T00:00:00,11-00010096,Rodent Baiting/Rat Complaint,6,5,6,Dispatch Crew,Inspected and baited,3251 W WRIGHTWOOD AVE,60647,1154050.7160127,1917097.81092735,35,14,22,41.92834821971311,-87.70933680579381,"{'latitude': '41.92834821971311', 'longitude': '-87.70933680579381', 'needs_recoding': False}"
2011-01-03T00:00:00,Completed,2011-01-06T00:00:00,11-00010102,Rodent Baiting/Rat Complaint,6,6,6,Dispatch Crew,Inspected and baited,3250 W WRIGHTWOOD AVE,60647,1154058.4160127,1917097.91092735,35,14,22,41.92834834034773,-87.70930850819711,"{'latitude': '41.92834834034773', 'longitude': '-87.70930850819711', 'needs_recoding': False}"
2011-01-03T00:00:00,Completed,2011-01-06T00:00:00,11-00010133,Rodent Baiting/Rat Complaint,2,8,2,Dispatch Crew,Inspected and baited,4301 W THOMAS ST,60651,1147503.3972807,1906984.63719123,37,11,23,41.900724904013,-87.73365593148567,"{'latitude': '41.900724904013', 'longitude': '-87.73365593148567', 'needs_recoding': False}"
2011-01-03T00:00:00,Completed,2011-01-06T00:00:00,11-00010170,Rodent Baiting/Rat Complaint,2,0,2,Dispatch Crew,Inspected and baited,1317 E 88TH PL,60619,1186474.40997993,1846563.23001309,8,4,48,41.73408786639146,-87.59242804385505,"{'latitude': '41.73408786639146', 'longitude': '-87.59242804385505', 'needs_recoding': False}"
2011-01-03T00:00:00,Completed,2011-01-06T00:00:00,11-00010183,Rodent Baiting/Rat Complaint,1,0,1,Dispatch Crew,Inspected and baited,8801 S KENWOOD AVE,60619,1186657.87058041,1846889.79442069,8,4,48,41.73497965772889,-87.59174563077467,"{'latitude': '41.73497965772889', 'longitude': '-87.59174563077467', 'needs_recoding': False}"
2011-01-03T00:00:00,Completed,2011-01-06T00:00:00,11-00010194,Rodent Baiting/Rat Complaint,3,0,3,Dispatch Crew,Inspected and baited,8701 S KENWOOD AVE,60619,1186642.36006871,1847557.74599272,8,4,48,41.736812953470285,-87.59178136942742,"{'latitude': '41.736812953470285', 'longitude': '-87.59178136942742', 'needs_recoding': False}"
2011-01-03T00:00:00,Completed,2011-01-06T00:00:00,11-00010212,Rodent Baiting/Rat Complaint,0,2,0,Dispatch Crew,Inspected and baited,9200 S KIMBARK AVE,60619,1186476.50996699,1844225.39997519,8,4,47,41.72767255992541,-87.59249406754893,"{'latitude': '41.72767255992541', 'longitude': '-87.59249406754893', 'needs_recoding': False}"
2011-01-03T00:00:00,Completed,2011-01-06T00:00:00,11-00010409,Rodent Baiting/Rat Complaint,0,0,0,Dispatch Crew,Inspected and baited,1531 W ESTES AVE,60626,1164882.51511614,1947487.62241502,49,24,1,42.011515807321786,-87.66866743389198,"{'latitude': '42.011515807321786', 'longitude': '-87.66866743389198', 'needs_recoding': False}"
2011-01-03T00:00:00,Completed,2011-01-06T00:00:00,11-00010488,Rodent Baiting/Rat Complaint,0,0,0,Dispatch Crew,Inspected and baited,7942 S MOZART ST,60652,1158758.20997516,1851811.50997569,18,8,70,41.74909986010917,-87.69382457722931,"{'latitude': '41.74909986010917', 'longitude': '-87.69382457722931', 'needs_recoding': False}"
2011-01-03T00:00:00,Completed,2011-01-06T00:00:00,11-00010577,Rodent Baiting/Rat Complaint,0,7,0,Dispatch Crew,Inspected and baited,5711 S ABERDEEN ST,60621,1169957.25803408,1866937.42869345,16,7,68,41.790371525913514,-87.65234801391728,"{'latitude': '41.790371525913514', 'longitude': '-87.65234801391728', 'needs_recoding': False}"
2011-01-03T00:00:00,Completed,2011-01-06T00:00:00,11-00010677,Rodent Baiting/Rat Complaint,1,14,1,Dispatch Crew,Inspected and baited,6053 S ARTESIAN AVE,60629,1161075.91751401,1864452.59118498,15,8,66,41.783741226702205,-87.6849823823761,"{'latitude': '41.783741226702205', 'longitude': '-87.6849823823761', 'needs_recoding': False}"
2011-01-03T00:00:00,Completed,2011-01-06T00:00:00,11-00010843,Rodent Baiting/Rat Complaint,2,6,2,Dispatch Crew,Inspected and baited,1254 N LOCKWOOD AVE,60651,1140793.80647215,1907922.87237715,37,25,25,41.90342558742992,-87.75827789271568,"{'latitude': '41.90342558742992', 'longitude': '-87.75827789271568', 'needs_recoding': False}"
2011-01-03T00:00:00,Completed,2011-01-06T00:00:00,11-00010929,Rodent Baiting/Rat Complaint,0,0,0,Dispatch Crew,Inspected and baited,3854 W 59TH PL,60629,1151694.45210308,1864872.95259719,13,8,65,41.78508373251713,-87.71936755649534,"{'latitude': '41.78508373251713', 'longitude': '-87.71936755649534', 'needs_recoding': False}"
2011-01-03T00:00:00,Completed,2011-01-06T00:00:00,11-00010945,Rodent Baiting/Rat Complaint,1,2,1,Dispatch Crew,Inspected and baited,5410 S HARDING AVE,60632,1150956.64872056,1868437.64478906,23,8,62,41.79488021685957,-87.72197976082936,"{'latitude': '41.79488021685957', 'longitude': '-87.72197976082936', 'needs_recoding': False}"
2011-01-03T00:00:00,Completed,2011-01-06T00:00:00,11-00010955,Rodent Baiting/Rat Complaint,2,0,2,Dispatch Crew,Inspected and baited,4017 N KILDARE AVE,60641,1146881.27061155,1926348.13668214,38,17,16,41.953872069763996,-87.73544512567774,"{'latitude': '41.953872069763996', 'longitude': '-87.73544512567774', 'needs_recoding': False}"
2011-01-03T00:00:00,Completed,2011-01-06T00:00:00,11-00011189,Rodent Baiting/Rat Complaint,5,0,5,Dispatch Crew,Inspected and baited,2958 W BELMONT AVE,60618,1156018.01999319,1921127.3915235,33,17,21,41.93936616882242,-87.70199858971068,"{'latitude': '41.93936616882242', 'longitude': '-87.70199858971068', 'needs_recoding': False}"
2011-01-03T00:00:00,Completed,2011-01-06T00:00:00,11-00011273,Rodent Baiting/Rat Complaint,5,0,5,Dispatch Crew,Inspected and baited,2960 W BELMONT AVE,60618,1156008.41999319,1921127.1915235,33,17,21,41.939365814011566,-87.70203387793264,"{'latitude': '41.939365814011566', 'longitude': '-87.70203387793264', 'needs_recoding': False}"
2011-01-03T00:00:00,Completed,2011-01-06T00:00:00,11-00011659,Rodent Baiting/Rat Complaint,0,7,0,Dispatch Crew,Inspected and baited,3337 W ADAMS ST,60624,1154176.25210833,1898877.11760481,28,11,27,41.87834646227453,-87.70936251219103,"{'latitude': '41.87834646227453', 'longitude': '-87.70936251219103', 'needs_recoding': False}"
2011-01-03T00:00:00,Completed,2011-01-06T00:00:00,11-00011676,Rodent Baiting/Rat Complaint,2,0,2,Dispatch Crew,Inspected and baited,2737 N ST LOUIS AVE,60647,1152575.68239193,1918097.87007026,35,14,22,41.9311217924281,-87.71473055099344,"{'latitude': '41.9311217924281', 'longitude': '-87.71473055099344', 'needs_recoding': False}"
2011-01-03T00:00:00,Completed,2011-01-06T00:00:00,11-00011679,Rodent Baiting/Rat Complaint,0,2,0,Dispatch Crew,Inspected and baited,7700 S WINCHESTER AVE,60620,1164693.74640374,1853602.19081948,18,6,71,41.753890628479375,-87.67202394554033,"{'latitude': '41.753890628479375', 'longitude': '-87.67202394554033', 'needs_recoding': False}"
2011-01-03T00:00:00,Completed,2011-01-06T00:00:00,11-00011698,Rodent Baiting/Rat Complaint,4,10,4,Dispatch Crew,Inspected and baited,2838 N MASON AVE,60634,1136235.8594842,1918253.86940304,30,25,19,41.93185767724432,-87.77477333432395,"{'latitude': '41.93185767724432', 'longitude': '-87.77477333432395', 'needs_recoding': False}"
2011-01-03T00:00:00,Completed,2011-01-06T00:00:00,11-00011851,Rodent Baiting/Rat Complaint,0,1,0,Dispatch Crew,Inspected and baited,1200 S ASHLAND AVE,60608,1165913.30702209,1894780.03631082,2,12,28,41.866861490379335,-87.66638355140452,"{'latitude': '41.866861490379335', 'longitude': '-87.66638355140452', 'needs_recoding': False}"
2011-01-03T00:00:00,Completed,2011-01-06T00:00:00,11-00011961,Rodent Baiting/Rat Complaint,1,9,6,Dispatch Crew,Inspected and baited,6539 S HAMILTON AVE,60636,1163154.27407536,1861262.7049021,15,7,67,41.77494449413448,-87.67745154968122,"{'latitude': '41.77494449413448', 'longitude': '-87.67745154968122', 'needs_recoding': False}"
2011-01-03T00:00:00,Completed,2011-01-06T00:00:00,11-00012034,Rodent Baiting/Rat Complaint,0,6,0,Dispatch Crew,Inspected and baited,12600 S WALLACE ST,60628,1174604.24071464,1821338.22832395,9,5,53,41.66513888490953,-87.63666203386641,"{'latitude': '41.66513888490953', 'longitude': '-87.63666203386641', 'needs_recoding': False}"
2011-01-03T00:00:00,Completed,2011-01-10T00:00:00,11-00007258,Rodent Baiting/Rat Complaint,0,6,1,Dispatch Crew,Inspected and baited,4837 S PRAIRIE AVE,60615,1178858.38629544,1873009.4133338,3,2,38,41.806835498189905,-87.61952523237983,"{'latitude': '41.806835498189905', 'longitude': '-87.61952523237983', 'needs_recoding': False}"
2011-01-03T00:00:00,Completed,2011-01-10T00:00:00,11-00008406,Rodent Baiting/Rat Complaint,2,8,2,,,4200 W IOWA ST,60651,1148217.61469633,1905673.56671348,37,11,23,41.897113459293706,-87.73106634840191,"{'latitude': '41.897113459293706', 'longitude': '-87.73106634840191', 'needs_recoding': False}"
2011-01-03T00:00:00,Completed,2011-01-10T00:00:00,11-00009384,Rodent Baiting/Rat Complaint,1,5,1,Dispatch Crew,Inspected and baited,1817 W 59TH ST,60636,1165178.29171966,1865554.48968187,15,7,67,41.78667910672857,-87.66991038224316,"{'latitude': '41.78667910672857', 'longitude': '-87.66991038224316', 'needs_recoding': False}"
2011-01-03T00:00:00,Completed,2011-01-10T00:00:00,11-00009820,Rodent Baiting/Rat Complaint,1,2,1,Dispatch Crew,Inspected and baited,7216 S CORNELL AVE,60649,1188483.46407395,1857463.35183176,5,3,43,41.763951131275434,-87.5847204839146,"{'latitude': '41.763951131275434', 'longitude': '-87.5847204839146', 'needs_recoding': False}"
2011-01-03T00:00:00,Completed,2011-01-10T00:00:00,11-00010189,Rodent Baiting/Rat Complaint,0,4,0,Dispatch Crew,Inspected and baited,8700 S KENWOOD AVE,60619,1186642.16006871,1847564.44599272,8,4,48,41.73683134369731,-87.59178189065236,"{'latitude': '41.73683134369731', 'longitude': '-87.59178189065236', 'needs_recoding': False}"
2012-01-03T00:00:00,Completed - Dup,2012-01-06T00:00:00,12-00006044,Rodent Baiting/Rat Complaint,,,,,,4347 W WALTON ST,60651,1147219.47088253,1905974.31611453,37,11,23,41.89795791679508,-87.73472471452877,"{'latitude': '41.89795791679508', 'longitude': '-87.73472471452877', 'needs_recoding': False}"
2012-01-03T00:00:00,Completed - Dup,2012-01-06T00:00:00,12-00008066,Rodent Baiting/Rat Complaint,,,,,,3160 N MILWAUKEE AVE,60618,1150413.8499664,1920709.67003382,30,25,21,41.93833131577723,-87.72260655009022,"{'latitude': '41.93833131577723', 'longitude': '-87.72260655009022', 'needs_recoding': False}"
2012-01-03T00:00:00,Completed,2012-01-05T00:00:00,12-00006116,Rodent Baiting/Rat Complaint,0,0,0,Dispatch Crew,Inspected and baited,5111 S LOWE AVE,60609,1172838.25997822,1870996.80371684,3,9,61,41.80144777394436,-87.6416644032656,"{'latitude': '41.80144777394436', 'longitude': '-87.6416644032656', 'needs_recoding': False}"
2012-01-03T00:00:00,Completed,2012-01-05T00:00:00,12-00006377,Rodent Baiting/Rat Complaint,0,0,0,Dispatch Crew,Inspected and baited,4300 S EMERALD AVE,60609,1172017.67318825,1876367.51329401,11,9,61,41.81620362567012,-87.64451592445019,"{'latitude': '41.81620362567012', 'longitude': '-87.64451592445019', 'needs_recoding': False}"
2012-01-03T00:00:00,Completed,2012-01-05T00:00:00,12-00006390,Rodent Baiting/Rat Complaint,1,0,1,Dispatch Crew,Inspected and baited,3001 S WELLS ST,60616,1175108.02442785,1884952.39499414,11,21,34,41.83969273740661,-87.63292317626606,"{'latitude': '41.83969273740661', 'longitude': '-87.63292317626606', 'needs_recoding': False}"
2012-01-03T00:00:00,Completed,2012-01-05T00:00:00,12-00006572,Rodent Baiting/Rat Complaint,0,4,0,Dispatch Crew,Inspected and baited,11442 S HALE AVE,60643,1164969.55198815,1828720.58122714,19,22,75,41.68560570948076,-87.67171395132523,"{'latitude': '41.68560570948076', 'longitude': '-87.67171395132523', 'needs_recoding': False}"
2012-01-03T00:00:00,Completed,2012-01-05T00:00:00,12-00007528,Rodent Baiting/Rat Complaint,1,0,1,Dispatch Crew,Inspected and baited,9320 S PERRY AVE,60620,1177248.66061093,1843166.61097662,21,6,49,41.724980072799305,-87.62632880912923,"{'latitude': '41.724980072799305', 'longitude': '-87.62632880912923', 'needs_recoding': False}"
2012-01-03T00:00:00,Completed,2012-01-06T00:00:00,12-00005747,Rodent Baiting/Rat Complaint,1,0,3,Dispatch Crew,Inspected and baited,1530 W SHERWIN AVE,60626,1164848.43508542,1948740.19837829,49,24,1,42.01495362310238,-87.66875704801741,"{'latitude': '42.01495362310238', 'longitude': '-87.66875704801741', 'needs_recoding': False}"
2012-01-03T00:00:00,Completed,2012-01-06T00:00:00,12-00005797,Rodent Baiting/Rat Complaint,1,0,1,Dispatch Crew,Inspected and baited,1526 W SHERWIN AVE,60626,1164872.43508542,1948740.89837829,49,24,1,42.014955032578904,-87.66866871721065,"{'latitude': '42.014955032578904', 'longitude': '-87.66866871721065', 'needs_recoding': False}"
2012-01-03T00:00:00,Completed,2012-01-06T00:00:00,12-00006041,Rodent Baiting/Rat Complaint,1,1,1,Dispatch Crew,Inspected and baited,4347 W WALTON ST,60651,1147219.47088253,1905974.31611453,37,11,23,41.89795791679508,-87.73472471452877,"{'latitude': '41.89795791679508', 'longitude': '-87.73472471452877', 'needs_recoding': False}"
2012-01-03T00:00:00,Completed,2012-01-06T00:00:00,12-00006209,Rodent Baiting/Rat Complaint,0,2,0,Dispatch Crew,Inspected and baited,2743 N ALBANY AVE,60647,1155237.15837484,1918076.11197863,35,14,22,41.93100897667685,-87.70495068315297,"{'latitude': '41.93100897667685', 'longitude': '-87.70495068315297', 'needs_recoding': False}"
2012-01-03T00:00:00,Completed,2012-01-06T00:00:00,12-00006669,Rodent Baiting/Rat Complaint,1,1,1,Dispatch Crew,Inspected and baited,5334 W FERDINAND ST,60644,1140709.53493005,1902633.68601206,37,15,25,41.88891297612557,-87.75871756545861,"{'latitude': '41.88891297612557', 'longitude': '-87.75871756545861', 'needs_recoding': False}"
2012-01-03T00:00:00,Completed,2012-01-06T00:00:00,12-00007273,Rodent Baiting/Rat Complaint,0,4,0,Dispatch Crew,Inspected and baited,5943 W WAVELAND AVE,60634,1136083.75207245,1923992.58648463,38,16,15,41.94760804767857,-87.77519500685412,"{'latitude': '41.94760804767857', 'longitude': '-87.77519500685412', 'needs_recoding': False}"
2012-01-03T00:00:00,Completed,2012-01-06T00:00:00,12-00007276,Rodent Baiting/Rat Complaint,1,7,1,Dispatch Crew,Inspected and baited,3160 N MILWAUKEE AVE,60618,1150413.8499664,1920709.67003382,30,25,21,41.93833131577723,-87.72260655009022,"{'latitude': '41.93833131577723', 'longitude': '-87.72260655009022', 'needs_recoding': False}"
2012-01-03T00:00:00,Completed,2012-01-06T00:00:00,12-00007340,Rodent Baiting/Rat Complaint,0,0,0,Dispatch Crew,Inspected and baited,6156 N LENOX AVE,60646,1141328.04992693,1940678.98532107,45,16,12,41.993301578362114,-87.7555043030693,"{'latitude': '41.993301578362114', 'longitude': '-87.7555043030693', 'needs_recoding': False}"
2012-01-03T00:00:00,Completed,2012-01-06T00:00:00,12-00007462,Rodent Baiting/Rat Complaint,2,2,2,Dispatch Crew,Inspected and baited,4826 W BARRY AVE,60641,1143655.42127539,1920175.27999568,31,25,19,41.93699433444272,-87.74745895269048,"{'latitude': '41.93699433444272', 'longitude': '-87.74745895269048', 'needs_recoding': False}"
2012-01-03T00:00:00,Completed,2012-01-06T00:00:00,12-00008341,Rodent Baiting/Rat Complaint,0,1,0,Dispatch Crew,Inspected and baited,5607 N MARMORA AVE,60646,1135886.33907851,1936891.83382918,45,16,11,41.98300833007379,-87.77561202554851,"{'latitude': '41.98300833007379', 'longitude': '-87.77561202554851', 'needs_recoding': False}"
2012-01-03T00:00:00,Completed,2012-01-06T00:00:00,12-00008361,Rodent Baiting/Rat Complaint,2,3,2,Dispatch Crew,Inspected and baited,1900 N WHIPPLE ST,60647,1155566.03950118,1912463.08827917,35,14,22,41.91559977477502,-87.70389351301817,"{'latitude': '41.91559977477502', 'longitude': '-87.70389351301817', 'needs_recoding': False}"
2012-01-03T00:00:00,Completed,2012-01-06T00:00:00,12-00008386,Rodent Baiting/Rat Complaint,1,3,1,Dispatch Crew,Inspected and baited,3242 N ALBANY AVE,60618,1155146.57987998,1921378.42273062,33,17,21,41.94007258299985,-87.70519462808828,"{'latitude': '41.94007258299985', 'longitude': '-87.70519462808828', 'needs_recoding': False}"
2012-01-03T00:00:00,Completed,2012-01-06T00:00:00,12-00008429,Rodent Baiting/Rat Complaint,0,0,0,Dispatch Crew,Inspected and baited,5055 W GLADYS AVE,60644,1142694.76023319,1897867.70781633,29,15,25,41.87579783431239,-87.75154560983358,"{'latitude': '41.87579783431239', 'longitude': '-87.75154560983358', 'needs_recoding': False}"
2012-01-03T00:00:00,Completed,2012-01-06T00:00:00,12-00008613,Rodent Baiting/Rat Complaint,2,0,7,Dispatch Crew,Inspected and baited,8307 S INGLESIDE AVE,60619,1184005.66057237,1850113.51956745,8,6,44,41.743888210556726,-87.60136165133571,"{'latitude': '41.743888210556726', 'longitude': '-87.60136165133571', 'needs_recoding': False}"
2012-01-03T00:00:00,Completed,2012-01-06T00:00:00,12-00008830,Rodent Baiting/Rat Complaint,4,2,4,Dispatch Crew,Inspected and baited,4823 W BERENICE AVE,60641,1143520.12201736,1925155.24367508,45,16,15,41.95066234777882,-87.74783118721243,"{'latitude': '41.95066234777882', 'longitude': '-87.74783118721243', 'needs_recoding': False}"
2012-01-03T00:00:00,Completed,2012-01-06T00:00:00,12-00008836,Rodent Baiting/Rat Complaint,1,3,1,Dispatch Crew,Inspected and baited,8127 S CHAPPEL AVE,60617,1191272.37691738,1851488.547995,8,4,46,41.747488705718006,-87.5746917579368,"{'latitude': '41.747488705718006', 'longitude': '-87.5746917579368', 'needs_recoding': False}"
2012-01-03T00:00:00,Completed,2012-01-06T00:00:00,12-00008846,Rodent Baiting/Rat Complaint,4,2,4,Dispatch Crew,Inspected and baited,4835 W BERENICE AVE,60641,1143436.12201736,1925153.24367508,45,16,15,41.950658433871354,-87.7481400191274,"{'latitude': '41.950658433871354', 'longitude': '-87.7481400191274', 'needs_recoding': False}"
2012-01-03T00:00:00,Completed,2012-01-06T00:00:00,12-00008855,Rodent Baiting/Rat Complaint,4,2,4,Dispatch Crew,Inspected and baited,4841 W BERENICE AVE,60641,1143394.02201736,1925152.34367508,45,16,15,41.950656752888015,-87.74829480016227,"{'latitude': '41.950656752888015', 'longitude': '-87.74829480016227', 'needs_recoding': False}"
2012-01-03T00:00:00,Completed,2012-01-06T00:00:00,12-00008948,Rodent Baiting/Rat Complaint,0,7,0,Dispatch Crew,Inspected and baited,11151 S DRAKE AVE,60655,1154683.12949295,1830401.79470549,19,22,74,41.69042990395642,-87.70932603746837,"{'latitude': '41.69042990395642', 'longitude': '-87.70932603746837', 'needs_recoding': False}"
2012-01-03T00:00:00,Completed,2012-01-06T00:00:00,12-00009248,Rodent Baiting/Rat Complaint,0,2,0,Dispatch Crew,Inspected and baited,4331 N SAWYER AVE,60618,1153941.15962813,1928603.7643683,33,17,16,41.959923573544486,-87.70943164359291,"{'latitude': '41.959923573544486', 'longitude': '-87.70943164359291', 'needs_recoding': False}"
2012-01-03T00:00:00,Completed,2012-01-06T00:00:00,12-00009307,Rodent Baiting/Rat Complaint,2,2,2,Dispatch Crew,Inspected and baited,4826 W SCHUBERT AVE,60639,1143752.89003407,1917523.29998657,31,25,19,41.92971521730133,-87.74716737323966,"{'latitude': '41.92971521730133', 'longitude': '-87.74716737323966', 'needs_recoding': False}"
