Creation Date,Status,Completion Date,Service Request Number,Type of Service Request,"If Yes, where is the debris located?",Current Activity,Most Recent Action,Street Address,ZIP Code,X Coordinate,Y Coordinate,Ward,Police District,Community Area,Latitude,Longitude,Location
2012-01-06T00:00:00,Completed,2012-01-09T00:00:00,12-00027805,Tree Debris,,Dispatch Clam,*Complete the Service Request,5615 S WINCHESTER AVE,60636,1164315.79178834,1867390.58381535,15,7,67,41.79173580077578,-87.67302106629036,"{'latitude': '41.79173580077578', 'longitude': '-87.67302106629036', 'needs_recoding': False}"
2012-01-06T00:00:00,Completed,2012-01-09T00:00:00,12-00029136,Tree Debris,Alley,Dispatch Clam,*Complete the Service Request,6613 S WASHTENAW AVE,60629,1159514.46297623,1860681.27576959,15,8,66,41.773424369797034,-87.69081058508402,"{'latitude': '41.773424369797034', 'longitude': '-87.69081058508402', 'needs_recoding': False}"
2012-01-06T00:00:00,Completed,2012-01-09T00:00:00,12-00029851,Tree Debris,Parkway,Dispatch Clam,*Complete the Service Request,6605 S HARVARD AVE,60621,1175202.82907609,1861154.54691096,6,7,68,41.77438705002879,-87.6332865920124,"{'latitude': '41.77438705002879', 'longitude': '-87.6332865920124', 'needs_recoding': False}"
2012-01-06T00:00:00,Completed,2012-01-10T00:00:00,12-00025593,Tree Debris,Alley,Dispatch Clam,*Complete the Service Request,5642 S LOWE AVE,60621,1172927.19709175,1867460.28986954,3,7,68,41.791741243081404,-87.64144262873847,"{'latitude': '41.791741243081404', 'longitude': '-87.64144262873847', 'needs_recoding': False}"
2012-01-06T00:00:00,Completed,2012-01-10T00:00:00,12-00025667,Tree Debris,Alley,Dispatch Clam,*Complete the Service Request,5543 S EMERALD AVE,60621,1172247.84013265,1868024.44539684,3,7,68,41.79330432348832,-87.64391710848449,"{'latitude': '41.79330432348832', 'longitude': '-87.64391710848449', 'needs_recoding': False}"
2012-01-06T00:00:00,Completed,2012-01-10T00:00:00,12-00025692,Tree Debris,Alley,Dispatch Clam,,5546 S UNION AVE,60621,1172579.56419498,1868017.79716827,3,7,68,41.79327877359616,-87.64270090766225,"{'latitude': '41.79327877359616', 'longitude': '-87.64270090766225', 'needs_recoding': False}"
2012-01-06T00:00:00,Completed,2012-01-10T00:00:00,12-00025717,Tree Debris,Alley,Dispatch Clam,*Complete the Service Request,5518 S EMERALD AVE,60621,1172243.94013265,1868164.74539684,3,7,68,41.793689407704946,-87.64392728368844,"{'latitude': '41.793689407704946', 'longitude': '-87.64392728368844', 'needs_recoding': False}"
2012-01-06T00:00:00,Completed,2012-01-10T00:00:00,12-00028250,Tree Debris,Parkway,Dispatch Clam,*Complete the Service Request,3720 N KEELER AVE,60641,1147744.19059266,1924398.9969229,38,17,16,41.94850690991333,-87.73232315173529,"{'latitude': '41.94850690991333', 'longitude': '-87.73232315173529', 'needs_recoding': False}"
2012-01-06T00:00:00,Completed,2012-01-12T00:00:00,12-00025736,Tree Debris,Alley,Dispatch Clam,*Complete the Service Request,4925 S WELLS ST,60609,1175331.30991238,1872319.73988425,3,9,37,41.805022624715306,-87.63248195307297,"{'latitude': '41.805022624715306', 'longitude': '-87.63248195307297', 'needs_recoding': False}"
2012-01-06T00:00:00,Completed,2012-01-12T00:00:00,12-00025757,Tree Debris,Alley,Dispatch Clam,*Complete the Service Request,4931 S WELLS ST,60609,1175335.90991238,1872279.33988425,3,9,37,41.80491166029995,-87.63246629057718,"{'latitude': '41.80491166029995', 'longitude': '-87.63246629057718', 'needs_recoding': False}"
2012-01-06T00:00:00,Completed,2012-01-12T00:00:00,12-00025935,Tree Debris,Parkway,Dispatch Clam,Completed,8000 W BERWYN AVE,60656,1121991.0609966,1934081.47222427,41,16,10,41.97553329204746,-87.826778216124,"{'latitude': '41.97553329204746', 'longitude': '-87.826778216124', 'needs_recoding': False}"
2013-01-06T00:00:00,Completed,2013-01-07T00:00:00,13-00020977,Tree Debris,Vacant Lot,Dispatch Clam,*Complete the Service Request,10612 S EDBROOKE AVE,60628,1179138.29110852,1834585.81663374,9,5,49,41.70139044005274,-87.61966763425559,"{'latitude': '41.70139044005274', 'longitude': '-87.61966763425559', 'needs_recoding': False}"
2013-01-06T00:00:00,Completed,2013-01-08T00:00:00,13-00021431,Tree Debris,Alley,Dispatch Clam,*Complete the Service Request,6300 S WOODLAWN AVE,60637,1185298.81881898,1863474.69778884,20,3,42,41.780522268871515,-87.59620394415576,"{'latitude': '41.780522268871515', 'longitude': '-87.59620394415576', 'needs_recoding': False}"
2013-01-06T00:00:00,Completed,2013-01-11T00:00:00,13-00021242,Tree Debris,Alley,Dispatch Clam,*Complete the Service Request,2409 W OHIO ST,60612,1160208.85057088,1903936.41867544,26,12,24,41.892107145656034,-87.68707219063481,"{'latitude': '41.892107145656034', 'longitude': '-87.68707219063481', 'needs_recoding': False}"
2013-01-06T00:00:00,Completed,2013-01-14T00:00:00,13-00021503,Tree Debris,Alley,Dispatch Clam,*Complete the Service Request,3044 W 42ND ST,60632,1156754.37000458,1876633.76001899,14,9,58,41.817256342092016,-87.70049804525136,"{'latitude': '41.817256342092016', 'longitude': '-87.70049804525136', 'needs_recoding': False}"
2011-01-07T00:00:00,Completed,2011-01-07T00:00:00,11-00036739,Tree Debris,,Dispatch Clam,*Complete the Service Request,4309 W 25TH PL,60623,1148257.9146142,1886709.00578755,22,10,30,41.845071684560445,-87.73140677082365,"{'latitude': '41.845071684560445', 'longitude': '-87.73140677082365', 'needs_recoding': False}"
2011-01-07T00:00:00,Completed,2011-01-10T00:00:00,11-00032067,Tree Debris,,Dispatch Clam,*Complete the Service Request,9155 S BALTIMORE AVE,60617,1198488.36792552,1844848.18562194,10,4,46,41.72908942027536,-87.54847273297007,"{'latitude': '41.72908942027536', 'longitude': '-87.54847273297007', 'needs_recoding': False}"
2011-01-07T00:00:00,Completed,2011-01-10T00:00:00,11-00033988,Tree Debris,Parkway,Dispatch Clam,*Complete the Service Request,4614 W GRACE ST,60641,1144850.14998342,1924862.4499996,38,17,15,41.94983385956569,-87.74294945785138,"{'latitude': '41.94983385956569', 'longitude': '-87.74294945785138', 'needs_recoding': False}"
2011-01-07T00:00:00,Completed,2011-01-10T00:00:00,11-00035693,Tree Debris,Parkway,Dispatch Clam,*Complete the Service Request,6905 N MCALPIN AVE,60646,1133413.27092234,1945746.7705918,41,16,12,42.00735085325604,-87.78449888132654,"{'latitude': '42.00735085325604', 'longitude': '-87.78449888132654', 'needs_recoding': False}"
2011-01-07T00:00:00,Completed,2011-01-10T00:00:00,11-00035713,Tree Debris,Alley,Dispatch Clam,*Complete the Service Request,2811 N NAGLE AVE,60634,1132933.17997342,1917983.93807818,36,25,19,41.93117535554348,-87.78691672448532,"{'latitude': '41.93117535554348', 'longitude': '-87.78691672448532', 'needs_recoding': False}"
2011-01-07T00:00:00,Completed,2011-01-10T00:00:00,11-00035821,Tree Debris,Parkway,Dispatch Clam,*Complete the Service Request,11001 S HOYNE AVE,60643,1164277.88232856,1831780.03926885,19,22,75,41.69401594699556,-87.67416030776019,"{'latitude': '41.69401594699556', 'longitude': '-87.67416030776019', 'needs_recoding': False}"
2011-01-07T00:00:00,Completed,2011-01-10T00:00:00,11-00036231,Tree Debris,Alley,Dispatch Clam,*Complete the Service Request,9850 S AVENUE M,60617,1201467.06082368,1840724.60341315,10,4,52,41.71769894881563,-87.5377009320276,"{'latitude': '41.71769894881563', 'longitude': '-87.5377009320276', 'needs_recoding': False}"
2011-01-07T00:00:00,Completed,2011-01-10T00:00:00,11-00037708,Tree Debris,Alley,Dispatch Clam,*Complete the Service Request,6649 W GREGORY ST,60656,1130840.85998431,1936533.9700199,41,16,10,41.98211497036777,-87.79417686975502,"{'latitude': '41.98211497036777', 'longitude': '-87.79417686975502', 'needs_recoding': False}"
2011-01-07T00:00:00,Completed,2011-01-11T00:00:00,11-00034988,Tree Debris,Vacant Lot,Dispatch Clam,*Complete the Service Request,5545 S UNION AVE,60621,1172579.46419498,1868023.39716827,3,7,68,41.79329414280369,-87.64270110938486,"{'latitude': '41.79329414280369', 'longitude': '-87.64270110938486', 'needs_recoding': False}"
2011-01-07T00:00:00,Completed,2011-01-12T00:00:00,11-00035018,Tree Debris,Alley,Dispatch Clam,*Complete the Service Request,7801 S LOWE AVE,60620,1173319.17722771,1853159.18721239,17,6,71,41.752488687173575,-87.64042780320575,"{'latitude': '41.752488687173575', 'longitude': '-87.64042780320575', 'needs_recoding': False}"
2011-01-07T00:00:00,Completed,2011-01-12T00:00:00,11-00038027,Tree Debris,Alley,Dispatch Clam,*Complete the Service Request,1141 W 111TH ST,60643,1170694.76661392,1831188.63261074,34,22,75,41.692255873646445,-87.65068359132698,"{'latitude': '41.692255873646445', 'longitude': '-87.65068359132698', 'needs_recoding': False}"
2012-01-07T00:00:00,Completed - Dup,2012-01-09T00:00:00,12-00030537,Tree Debris,Parkway,,,2052 N LOREL AVE,60639,1140386.92002472,1913213.66091446,37,25,19,41.91795158585515,-87.7596425089526,"{'latitude': '41.91795158585515', 'longitude': '-87.7596425089526', 'needs_recoding': False}"
2012-01-07T00:00:00,Completed,2012-01-09T00:00:00,12-00030753,Tree Debris,Parkway,Dispatch Clam,*Complete the Service Request,5319 S MOZART ST,60632,1158277.62398306,1869251.43472171,14,9,63,41.796967360201606,-87.69511139185357,"{'latitude': '41.796967360201606', 'longitude': '-87.69511139185357', 'needs_recoding': False}"
2012-01-07T00:00:00,Completed,2012-01-09T00:00:00,12-00031155,Tree Debris,Parkway,Dispatch Clam,*Complete the Service Request,1424 S PLYMOUTH CT,60605,1176256.56302645,1893726.13011734,2,1,33,41.86374271482584,-87.6284442936763,"{'latitude': '41.86374271482584', 'longitude': '-87.6284442936763', 'needs_recoding': False}"
2012-01-07T00:00:00,Completed,2012-01-09T00:00:00,12-00031687,Tree Debris,Alley,Dispatch Clam,*Complete the Service Request,3742 N MAGNOLIA AVE,60613,1167292.81543308,1925026.99532217,44,19,6,41.94983152666235,-87.66044815296416,"{'latitude': '41.94983152666235', 'longitude': '-87.66044815296416', 'needs_recoding': False}"
2012-01-07T00:00:00,Completed,2012-01-10T00:00:00,12-00030857,Tree Debris,Parkway,Dispatch Clam,,5716 S NEW ENGLAND AVE,60638,1131368.72758631,1865866.04369766,23,8,56,41.78818307118733,-87.79386930084407,"{'latitude': '41.78818307118733', 'longitude': '-87.79386930084407', 'needs_recoding': False}"
2013-01-07T00:00:00,Completed - Dup,2013-01-07T00:00:00,13-00022794,Tree Debris,Vacant Lot,,,5819 S CALUMET AVE,60637,1179476.7070907,1866505.84809363,20,2,40,41.78897501196192,-87.61745609779183,"{'latitude': '41.78897501196192', 'longitude': '-87.61745609779183', 'needs_recoding': False}"
2013-01-07T00:00:00,Completed - Dup,2013-01-07T00:00:00,13-00023846,Tree Debris,Alley,,,2256 S ARCHER AVE,60616,1173967.70223317,1889360.0175673,25,9,34,41.851813044008985,-87.63697648190912,"{'latitude': '41.851813044008985', 'longitude': '-87.63697648190912', 'needs_recoding': False}"
2013-01-07T00:00:00,Completed - Dup,2013-01-07T00:00:00,13-00025006,Tree Debris,Vacant Lot,,,5819 S CALUMET AVE,60637,1179476.7070907,1866505.84809363,20,2,40,41.78897501196192,-87.61745609779183,"{'latitude': '41.78897501196192', 'longitude': '-87.61745609779183', 'needs_recoding': False}"
2013-01-07T00:00:00,Completed - Dup,2013-01-14T00:00:00,13-00025816,Tree Debris,,,,3044 W 42ND ST,60632,1156754.37000458,1876633.76001899,14,9,58,41.817256342092016,-87.70049804525136,"{'latitude': '41.817256342092016', 'longitude': '-87.70049804525136', 'needs_recoding': False}"
2013-01-07T00:00:00,Completed,2013-01-07T00:00:00,13-00025674,Tree Debris,,Dispatch Clam,*Complete the Service Request,1406 N LA SALLE DR,60610,1174871.40829362,1909767.16469386,43,18,8,41.907791337815226,-87.63304852958102,"{'latitude': '41.907791337815226', 'longitude': '-87.63304852958102', 'needs_recoding': False}"
2013-01-07T00:00:00,Completed,2013-01-07T00:00:00,13-00025986,Tree Debris,,Dispatch Clam,*Complete the Service Request,6601 N WESTERN AVE,60645,1159118.90472022,1943752.07010423,50,24,2,42.00138617169963,-87.6899775233851,"{'latitude': '42.00138617169963', 'longitude': '-87.6899775233851', 'needs_recoding': False}"
2013-01-07T00:00:00,Completed,2013-01-07T00:00:00,13-00025990,Tree Debris,,Dispatch Clam,*Complete the Service Request,5801 N NATOMA AVE,60631,1130845.73576667,1938135.1498151,41,16,10,41.986508674159566,-87.79412186456132,"{'latitude': '41.986508674159566', 'longitude': '-87.79412186456132', 'needs_recoding': False}"
2013-01-07T00:00:00,Completed,2013-01-07T00:00:00,13-00025998,Tree Debris,,Dispatch Clam,*Complete the Service Request,5801 N PULASKI RD,60646,1148683.49667666,1938041.67998153,39,17,13,41.985925274045364,-87.72851641198686,"{'latitude': '41.985925274045364', 'longitude': '-87.72851641198686', 'needs_recoding': False}"
2013-01-07T00:00:00,Completed,2013-01-07T00:00:00,13-00026569,Tree Debris,,Dispatch Clam,*Complete the Service Request,2600 N KOSTNER AVE,60639,1146598.58032151,1917019.22003356,31,25,20,41.928278113754814,-87.73672302108417,"{'latitude': '41.928278113754814', 'longitude': '-87.73672302108417', 'needs_recoding': False}"
2013-01-07T00:00:00,Completed,2013-01-08T00:00:00,13-00022083,Tree Debris,Vacant Lot,Dispatch Clam,*Complete the Service Request,2043 W 68TH ST,60636,1163932.83123429,1859557.33716707,17,7,67,41.77024840432892,-87.6746453398186,"{'latitude': '41.77024840432892', 'longitude': '-87.6746453398186', 'needs_recoding': False}"
2013-01-07T00:00:00,Completed,2013-01-08T00:00:00,13-00023900,Tree Debris,Parkway,Dispatch Clam,*Complete the Service Request,7626 S HOYNE AVE,60620,1163686.93986985,1854067.86452533,18,6,71,41.75518968193144,-87.67570051741139,"{'latitude': '41.75518968193144', 'longitude': '-87.67570051741139', 'needs_recoding': False}"
2013-01-07T00:00:00,Completed,2013-01-08T00:00:00,13-00025460,Tree Debris,Alley,Dispatch Clam,*Complete the Service Request,9600 S LONGWOOD DR,60643,1165591.40411228,1841005.24657175,19,22,72,41.71930374591811,-87.66909061956531,"{'latitude': '41.71930374591811', 'longitude': '-87.66909061956531', 'needs_recoding': False}"
2013-01-07T00:00:00,Completed,2013-01-09T00:00:00,13-00025999,Tree Debris,Alley,Dispatch Clam,*Complete the Service Request,9422 S CALUMET AVE,60619,1180239.95640798,1842576.13428062,6,6,49,41.72329179160937,-87.61538977215588,"{'latitude': '41.72329179160937', 'longitude': '-87.61538977215588', 'needs_recoding': False}"
2013-01-07T00:00:00,Completed,2013-01-10T00:00:00,13-00024735,Tree Debris,,Dispatch Clam,*Complete the Service Request,3728 W 59TH ST,60629,1152529.20798184,1865227.88787483,14,8,62,41.78604133109824,-87.7162976027093,"{'latitude': '41.78604133109824', 'longitude': '-87.7162976027093', 'needs_recoding': False}"
2013-01-07T00:00:00,Completed,2013-01-11T00:00:00,13-00024658,Tree Debris,Alley,Dispatch Clam,*Complete the Service Request,5058 N KIMBALL AVE,60625,1152799.61997009,1933467.39003054,39,17,13,41.97329240139085,-87.71349913467309,"{'latitude': '41.97329240139085', 'longitude': '-87.71349913467309', 'needs_recoding': False}"
2013-01-07T00:00:00,Completed,2013-01-11T00:00:00,13-00026254,Tree Debris,Parkway,Dispatch Clam,*Complete the Service Request,7646 W RASCHER AVE,60656,1124364.47360547,1935283.14013194,41,16,10,41.97879195495453,-87.81802353321598,"{'latitude': '41.97879195495453', 'longitude': '-87.81802353321598', 'needs_recoding': False}"
2013-01-07T00:00:00,Completed,2013-01-18T00:00:00,13-00026342,Tree Debris,Parkway,Dispatch Clam,*Complete the Service Request,5827 W IOWA ST,60651,1137380.3858143,1905410.57509408,29,15,25,41.896593638309035,-87.77087682659086,"{'latitude': '41.896593638309035', 'longitude': '-87.77087682659086', 'needs_recoding': False}"
2013-01-07T00:00:00,Completed,2013-01-24T00:00:00,13-00022326,Tree Debris,Parkway,Dispatch Clam,*Complete the Service Request,2121 W ADDISON ST,60618,1161491.90712602,1923885.05556962,47,19,5,41.94682097314563,-87.68180347429613,"{'latitude': '41.94682097314563', 'longitude': '-87.68180347429613', 'needs_recoding': False}"
2013-01-07T00:00:00,Completed,2013-01-24T00:00:00,13-00025913,Tree Debris,Parkway,Dispatch Clam,*Complete the Service Request,2954 N LINDER AVE,60641,1139192.08909206,1919100.84737737,31,25,19,41.93412851048671,-87.76388879783975,"{'latitude': '41.93412851048671', 'longitude': '-87.76388879783975', 'needs_recoding': False}"
2013-01-07T00:00:00,Completed,2013-01-28T00:00:00,13-00025262,Tree Debris,Alley,Dispatch Clam,*Complete the Service Request,1101 N LATROBE AVE,60651,1141158.45651471,1906831.41871833,37,15,25,41.900423796167615,-87.75696537135494,"{'latitude': '41.900423796167615', 'longitude': '-87.75696537135494', 'needs_recoding': False}"
2013-01-07T00:00:00,Completed,2013-01-28T00:00:00,13-00025778,Tree Debris,,,,5209 W EDDY ST,60641,1141009.50871099,1923116.31388971,38,16,15,41.945114025991415,-87.75711053240794,"{'latitude': '41.945114025991415', 'longitude': '-87.75711053240794', 'needs_recoding': False}"
2011-01-08T00:00:00,Completed,2011-01-10T00:00:00,11-00038385,Tree Debris,Parkway,Dispatch Clam,*Complete the Service Request,6846 N WASHTENAW AVE,60645,1157092.80818505,1945413.57952144,50,24,2,42.00598694860398,-87.69738583613638,"{'latitude': '42.00598694860398', 'longitude': '-87.69738583613638', 'needs_recoding': False}"
2011-01-08T00:00:00,Completed,2011-01-11T00:00:00,11-00038519,Tree Debris,Parkway,Dispatch Clam,*Complete the Service Request,3440 S CALIFORNIA AVE,60608,1158260.96302756,1881660.59447085,12,9,58,41.83102000831189,-87.69483437411132,"{'latitude': '41.83102000831189', 'longitude': '-87.69483437411132', 'needs_recoding': False}"
2012-01-08T00:00:00,Completed,2012-01-09T00:00:00,12-00032118,Tree Debris,Parkway,Dispatch Clam,*Complete the Service Request,116 W 111TH PL,60628,1177401.77780417,1831019.30449496,34,5,49,41.69164272794037,-87.62613336893381,"{'latitude': '41.69164272794037', 'longitude': '-87.62613336893381', 'needs_recoding': False}"
2012-01-08T00:00:00,Completed,2012-01-09T00:00:00,12-00032196,Tree Debris,Alley,Dispatch Clam,*Complete the Service Request,6021 S EBERHART AVE,60637,1180629.16001232,1865198.28003199,20,3,42,41.7853605133043,-87.61327063908932,"{'latitude': '41.7853605133043', 'longitude': '-87.61327063908932', 'needs_recoding': False}"
2012-01-08T00:00:00,Completed,2012-01-09T00:00:00,12-00032461,Tree Debris,Parkway,Dispatch Clam,*Complete the Service Request,10800 S STATE ST,60628,1178166.9598315,1833361.42211009,34,5,49,41.69805256146497,-87.62326127303605,"{'latitude': '41.69805256146497', 'longitude': '-87.62326127303605', 'needs_recoding': False}"
2012-01-08T00:00:00,Completed,2012-01-09T00:00:00,12-00032467,Tree Debris,Parkway,Dispatch Clam,*Complete the Service Request,10756 S STATE ST,60628,1178158.3598315,1833649.12211009,34,5,49,41.69884224560398,-87.62328407717538,"{'latitude': '41.69884224560398', 'longitude': '-87.62328407717538', 'needs_recoding': False}"
2012-01-08T00:00:00,Completed,2012-01-10T00:00:00,12-00032884,Tree Debris,Parkway,Dispatch Clam,*Complete the Service Request,4918 W WINNEMAC AVE,60630,1142676.93767568,1933128.1746863,45,16,12,41.9725565099205,-87.75073144078692,"{'latitude': '41.9725565099205', 'longitude': '-87.75073144078692', 'needs_recoding': False}"
2013-01-08T00:00:00,Completed - Dup,2013-01-18T00:00:00,13-00028025,Tree Debris,,,,5229 W OHIO ST,60644,1141257.26017514,1903465.76579461,28,15,25,41.89118622187279,-87.75668554369689,"{'latitude': '41.89118622187279', 'longitude': '-87.75668554369689', 'needs_recoding': False}"
2013-01-08T00:00:00,Completed,2013-01-08T00:00:00,13-00030610,Tree Debris,,Dispatch Clam,*Complete the Service Request,3721 W 111TH ST,60655,1153515.44991685,1830735.05323137,19,22,74,41.69136756309573,-87.71359224639448,"{'latitude': '41.69136756309573', 'longitude': '-87.71359224639448', 'needs_recoding': False}"
2013-01-08T00:00:00,Completed,2013-01-08T00:00:00,13-00030614,Tree Debris,,Dispatch Clam,*Complete the Service Request,2427 W 113TH ST,60655,1162089.50998207,1829626.11947437,19,22,75,41.6881508834004,-87.68223215093664,"{'latitude': '41.6881508834004', 'longitude': '-87.68223215093664', 'needs_recoding': False}"
2013-01-08T00:00:00,Completed,2013-01-08T00:00:00,13-00030736,Tree Debris,,Dispatch Clam,*Complete the Service Request,3117 S RHODES AVE,60616,1180410.37348422,1884332.6100968,4,2,35,41.83787170552251,-87.61348515524323,"{'latitude': '41.83787170552251', 'longitude': '-87.61348515524323', 'needs_recoding': False}"
2013-01-08T00:00:00,Completed,2013-01-08T00:00:00,13-00030743,Tree Debris,,Dispatch Clam,*Complete the Service Request,2210 W PERSHING RD,60609,1162179.78488213,1878783.11686906,11,9,59,41.82304305749919,-87.68053614142343,"{'latitude': '41.82304305749919', 'longitude': '-87.68053614142343', 'needs_recoding': False}"
2013-01-08T00:00:00,Completed,2013-01-08T00:00:00,13-00030753,Tree Debris,,Dispatch Clam,*Complete the Service Request,5701 S NARRAGANSETT AVE,60638,1134694.4225753,1866060.30009191,23,8,56,41.788658236528065,-87.78167040585895,"{'latitude': '41.788658236528065', 'longitude': '-87.78167040585895', 'needs_recoding': False}"
2013-01-08T00:00:00,Completed,2013-01-08T00:00:00,13-00030765,Tree Debris,,Dispatch Clam,*Complete the Service Request,5223 S ARCHER AVE,60632,1147230.03998234,1870212.65982066,23,8,57,41.79982304739428,-87.7356001501604,"{'latitude': '41.79982304739428', 'longitude': '-87.7356001501604', 'needs_recoding': False}"
2013-01-08T00:00:00,Completed,2013-01-09T00:00:00,13-00031129,Tree Debris,Alley,Dispatch Clam,*Complete the Service Request,8459 S DR MARTIN LUTHER KING JR DR,60619,1180389.69292047,1848991.99559043,6,6,44,41.740894260068494,-87.61464507463683,"{'latitude': '41.740894260068494', 'longitude': '-87.61464507463683', 'needs_recoding': False}"
2013-01-08T00:00:00,Completed,2013-01-09T00:00:00,13-00031144,Tree Debris,Vacant Lot,Dispatch Clam,*Complete the Service Request,6836 S CLAREMONT AVE,60636,1161912.8738832,1859269.90241434,17,8,66,41.7695018557863,-87.68205768907708,"{'latitude': '41.7695018557863', 'longitude': '-87.68205768907708', 'needs_recoding': False}"
2013-01-08T00:00:00,Completed,2013-01-10T00:00:00,13-00029143,Tree Debris,Alley,Dispatch Clam,*Complete the Service Request,2039 W 83RD ST,60620,1164092.84997862,1849601.84001056,18,6,71,41.742925731251844,-87.67433831212647,"{'latitude': '41.742925731251844', 'longitude': '-87.67433831212647', 'needs_recoding': False}"
2013-01-08T00:00:00,Completed,2013-01-11T00:00:00,13-00030256,Tree Debris,Parkway,Dispatch Clam,*Complete the Service Request,13106 S EBERHART AVE,60827,1181736.02470538,1818523.63792903,9,5,54,41.65725405653922,-87.61064897729653,"{'latitude': '41.65725405653922', 'longitude': '-87.61064897729653', 'needs_recoding': False}"
2013-01-08T00:00:00,Completed,2013-01-11T00:00:00,13-00031301,Tree Debris,Parkway,Dispatch Clam,*Complete the Service Request,4909 N PULASKI RD,60630,1148841.0710737,1932322.77241162,39,17,14,41.97022916285809,-87.72808547507135,"{'latitude': '41.97022916285809', 'longitude': '-87.72808547507135', 'needs_recoding': False}"
2013-01-08T00:00:00,Completed,2013-01-11T00:00:00,13-00031466,Tree Debris,Parkway,Dispatch Clam,*Complete the Service Request,5630 W WILSON AVE,60630,1137973.67677831,1930022.95987741,45,16,15,41.96412198814778,-87.76810179749309,"{'latitude': '41.96412198814778', 'longitude': '-87.76810179749309', 'needs_recoding': False}"
2013-01-08T00:00:00,Completed,2013-01-14T00:00:00,13-00027321,Tree Debris,Parkway,Dispatch Clam,*Complete the Service Request,1254 W 50TH ST,60609,1168728.10991796,1871620.58310534,16,9,61,41.803249263986345,-87.65671981411195,"{'latitude': '41.803249263986345', 'longitude': '-87.65671981411195', 'needs_recoding': False}"
2013-01-08T00:00:00,Completed,2013-01-14T00:00:00,13-00028512,Tree Debris,Alley,Dispatch Clam,*Complete the Service Request,1252 W 50TH ST,60609,1168738.00991796,1871620.78310534,16,9,61,41.803249598945506,-87.65668350037978,"{'latitude': '41.803249598945506', 'longitude': '-87.65668350037978', 'needs_recoding': False}"
2013-01-08T00:00:00,Completed,2013-01-17T00:00:00,13-00030224,Tree Debris,,Dispatch Clam,*Complete the Service Request,6133 N RAVENSWOOD AVE,60660,1163253.59012838,1940662.1173219,40,24,77,41.99282099530334,-87.6748540810265,"{'latitude': '41.99282099530334', 'longitude': '-87.6748540810265', 'needs_recoding': False}"
2013-01-08T00:00:00,Completed,2013-01-17T00:00:00,13-00031551,Tree Debris,Alley,Dispatch Clam,*Complete the Service Request,183 N LARAMIE AVE,60644,1141679.14837927,1900870.4199307,28,15,25,41.88405648484963,-87.75520034818084,"{'latitude': '41.88405648484963', 'longitude': '-87.75520034818084', 'needs_recoding': False}"
2013-01-08T00:00:00,Completed,2013-01-18T00:00:00,13-00028080,Tree Debris,,Dispatch Clam,*Complete the Service Request,38 N LATROBE AVE,60644,1141383.93989756,1899794.99258919,28,15,25,41.88111082987646,-87.7563109529167,"{'latitude': '41.88111082987646', 'longitude': '-87.7563109529167', 'needs_recoding': False}"
2013-01-08T00:00:00,Completed,2013-01-18T00:00:00,13-00031472,Tree Debris,Alley,Dispatch Clam,*Complete the Service Request,220 N LA CROSSE AVE,60644,1144003.87426575,1901119.24370699,28,15,25,41.884695993568045,-87.74665735212515,"{'latitude': '41.884695993568045', 'longitude': '-87.74665735212515', 'needs_recoding': False}"
2011-01-09T00:00:00,Completed,2011-01-10T00:00:00,11-00039617,Tree Debris,Parkway,Dispatch Clam,*Complete the Service Request,700 N LOCKWOOD AVE,60644,1140900.79650262,1904117.43059151,37,15,25,41.89298103552392,-87.75797863238581,"{'latitude': '41.89298103552392', 'longitude': '-87.75797863238581', 'needs_recoding': False}"
2011-01-09T00:00:00,Completed,2011-01-12T00:00:00,11-00039817,Tree Debris,Alley,Dispatch Clam,*Complete the Service Request,9431 S NORMAL AVE,60620,1174623.90432308,1842355.30273407,21,22,73,41.72281248582257,-87.63596736093334,"{'latitude': '41.72281248582257', 'longitude': '-87.63596736093334', 'needs_recoding': False}"
2011-01-09T00:00:00,Completed,2011-01-20T00:00:00,11-00039552,Tree Debris,Parkway,Dispatch Clam,*Complete the Service Request,547 W 61ST ST,60621,1173498.5024284,1864453.247672,20,7,68,41.78347695694713,-87.63943675445344,"{'latitude': '41.78347695694713', 'longitude': '-87.63943675445344', 'needs_recoding': False}"
2012-01-09T00:00:00,Completed - Dup,2012-01-09T00:00:00,12-00033587,Tree Debris,,,,1424 S PLYMOUTH CT,60605,1176256.56302645,1893726.13011734,2,1,33,41.86374271482584,-87.6284442936763,"{'latitude': '41.86374271482584', 'longitude': '-87.6284442936763', 'needs_recoding': False}"
2012-01-09T00:00:00,Completed - Dup,2012-01-10T00:00:00,12-00033114,Tree Debris,,,,5716 S NEW ENGLAND AVE,60638,1131368.72758631,1865866.04369766,23,8,56,41.78818307118733,-87.79386930084407,"{'latitude': '41.78818307118733', 'longitude': '-87.79386930084407', 'needs_recoding': False}"
2012-01-09T00:00:00,Completed - Dup,2012-01-10T00:00:00,12-00033183,Tree Debris,Vacant Lot,,,8234 S MANISTEE AVE,60617,1195931.0877918,1850903.0001855,7,4,46,41.74576793471371,-87.55764056347124,"{'latitude': '41.74576793471371', 'longitude': '-87.55764056347124', 'needs_recoding': False}"
