Creation Date,Status,Completion Date,Service Request Number,Type of Service Request,License Plate,Vehicle Make/Model,Vehicle Color,Current Activity,Most Recent Action,How Many Days Has the Vehicle Been Reported as Parked?,Street Address,ZIP Code,X Coordinate,Y Coordinate,Ward,Police District,Community Area,SSA,Latitude,Longitude,Location
2013-01-02T00:00:00,Completed,2013-01-23T00:00:00,13-00008028,Abandoned Vehicle Complaint,317 0352,Chevrolet,Blue,Place 7 Day Sticker,Follow on Activity was created,17,953 N LEAVITT ST,60622,1161562.92821316,1906401.18787744,32,12,24,,41.89923506042292,-87.68189353759155,"{'latitude': '41.89923506042292', 'longitude': '-87.68189353759155', 'needs_recoding': False}"
2013-01-02T00:00:00,Completed,2013-01-23T00:00:00,13-00008072,Abandoned Vehicle Complaint,52301674,Nissan,Gray,Place 7 Day Sticker,Follow on Activity was created,60,3757 W 56TH ST,60629,1152276.75870227,1867210.22328205,14,8,62,,41.791362748570364,-87.7180080374488,"{'latitude': '41.791362748570364', 'longitude': '-87.7180080374488', 'needs_recoding': False}"
2013-01-02T00:00:00,Completed,2013-01-23T00:00:00,13-00008124,Abandoned Vehicle Complaint,NO PLATE,Oldsmobile,Purple,Place 7 Day Sticker,Follow on Activity was created,15,3809 W 84TH PL,60652,1152476.84396898,1848271.00130532,18,8,70,,41.73939680387259,-87.71713501450408,"{'latitude': '41.73939680387259', 'longitude': '-87.71713501450408', 'needs_recoding': False}"
2013-01-02T00:00:00,Completed,2013-01-23T00:00:00,13-00008595,Abandoned Vehicle Complaint,NO PLATES,Dodge,Burgundy,FVI - Outcome,Vehicle was moved from original address requested,21,3606 W 86TH PL,60652,1153816.32299233,1846974.73988052,18,8,70,,41.73603766097295,-87.71227415913924,"{'latitude': '41.73603766097295', 'longitude': '-87.71227415913924', 'needs_recoding': False}"
2013-01-02T00:00:00,Completed,2013-01-25T00:00:00,13-00006282,Abandoned Vehicle Complaint,A474799,Jaguar,Red,Place 7 Day Sticker,Follow on Activity was created,30,3458 N TROY ST,60618,1154832.05129178,1922787.64142097,33,17,21,,41.944378282892245,-87.70669598237629,"{'latitude': '41.944378282892245', 'longitude': '-87.70669598237629', 'needs_recoding': False}"
2013-01-02T00:00:00,Completed,2013-01-28T00:00:00,13-00007565,Abandoned Vehicle Complaint,L22 4825,Nissan,Gold,Place 7 Day Sticker,Follow on Activity was created,30,4414 S SPAULDING AVE,60632,1155089.29162759,1875282.20000296,14,8,58,39,41.81312027644242,-87.7067693362244,"{'latitude': '41.81312027644242', 'longitude': '-87.7067693362244', 'needs_recoding': False}"
2013-01-02T00:00:00,Completed,2013-02-01T00:00:00,13-00008157,Abandoned Vehicle Complaint,859N920,Dodge,Red,FVI - Outcome,Need Vehicle Tow Report,60,3546 W 76TH ST,60652,,,18,8,70,,41.755243900377906,-87.71172381019143,"{'latitude': '41.755243900377906', 'longitude': '-87.71172381019143', 'needs_recoding': False}"
2013-01-02T00:00:00,Completed,2013-02-11T00:00:00,13-00002501,Abandoned Vehicle Complaint,K124965,Toyota,Red,FVI - Outcome,Vehicle was moved from original address requested,21,3421 W 61ST PL,60629,,,15,8,66,,41.78150700780909,-87.7089389990053,"{'latitude': '41.78150700780909', 'longitude': '-87.7089389990053', 'needs_recoding': False}"
2013-01-02T00:00:00,Completed,2013-02-13T00:00:00,13-00008855,Abandoned Vehicle Complaint,DOESNT KNOW PLATE,Chevrolet,Yellow,FVI - Outcome,Vehicle was moved from original address requested,30,2546 S KEELER AVE,60623,,,22,10,30,25,41.844609373231194,-87.7295751853971,"{'latitude': '41.844609373231194', 'longitude': '-87.7295751853971', 'needs_recoding': False}"
2013-01-02T00:00:00,Completed,2013-02-15T00:00:00,13-00006608,Abandoned Vehicle Complaint,H181061,Ford,Black,FVI - Outcome,Need Vehicle Tow Report,30,7825 S LAFLIN ST,60620,,,17,6,71,32,41.75143219821451,-87.6617060014282,"{'latitude': '41.75143219821451', 'longitude': '-87.6617060014282', 'needs_recoding': False}"
2013-01-02T00:00:00,Completed,2013-02-19T00:00:00,13-00008891,Abandoned Vehicle Complaint,L932868,Mercedes,White,FVI - Outcome,Vehicle was moved from original address requested,30,4565 S LAKE PARK AVE,60653,,,4,2,39,,41.81191309870391,-87.5948948601595,"{'latitude': '41.81191309870391', 'longitude': '-87.5948948601595', 'needs_recoding': False}"
2013-01-02T00:00:00,Completed,2013-02-20T00:00:00,13-00002103,Abandoned Vehicle Complaint,61117Z,Toyota,Green,Place 7 Day Sticker,Follow on Activity was created,40,3869 N ELSTON AVE,60618,1152193.21578724,1925518.45176577,35,17,16,,41.95173510180715,-87.71607767015743,"{'latitude': '41.95173510180715', 'longitude': '-87.71607767015743', 'needs_recoding': False}"
2013-01-02T00:00:00,Completed,2013-02-20T00:00:00,13-00005199,Abandoned Vehicle Complaint,334P394,Ford,Green,FVI - Outcome,Vehicle was moved from original address requested,15,1255 W GLENLAKE AVE,60660,1166803.19869329,1940648.97913299,48,24,77,26,41.99259046306882,-87.66245636188746,"{'latitude': '41.99259046306882', 'longitude': '-87.66245636188746', 'needs_recoding': False}"
2013-01-02T00:00:00,Completed,2013-02-20T00:00:00,13-00007082,Abandoned Vehicle Complaint,DON'T HAVE,(Unlisted Make),Black,Place 7 Day Sticker,Follow on Activity was created,21,6813 S CHAMPLAIN AVE,60637,1181739.44928895,1859982.68047392,6,3,42,,41.77083406764186,-87.60921359216536,"{'latitude': '41.77083406764186', 'longitude': '-87.60921359216536', 'needs_recoding': False}"
2013-01-02T00:00:00,Completed,2013-02-20T00:00:00,13-00007445,Abandoned Vehicle Complaint,6991031,Dodge,Gold,FVI - Outcome,Vehicle was moved from original address requested,60,5626 N MAPLEWOOD AVE,60659,1158317.88498724,1937275.06447271,40,20,2,,41.98394943034906,-87.69326044790904,"{'latitude': '41.98394943034906', 'longitude': '-87.69326044790904', 'needs_recoding': False}"
2013-01-02T00:00:00,Completed,2013-02-20T00:00:00,13-00007582,Abandoned Vehicle Complaint,699 1031,Dodge,Gold,FVI - Outcome,Vehicle was moved from original address requested,90,5913 N MAPLEWOOD AVE,60659,1158259.30879946,1939179.13858493,40,20,2,,41.98905318979114,-87.69312320052799,"{'latitude': '41.98905318979114', 'longitude': '-87.69312320052799', 'needs_recoding': False}"
2013-01-02T00:00:00,Completed,2013-02-20T00:00:00,13-00007873,Abandoned Vehicle Complaint,P139495,Pontiac,Gold,Place 7 Day Sticker,Follow on Activity was created,30,526 N RACINE AVE,60642,1168286.78512438,1903930.30990642,27,12,24,,41.891918535729346,-87.65755241118214,"{'latitude': '41.891918535729346', 'longitude': '-87.65755241118214', 'needs_recoding': False}"
2013-01-02T00:00:00,Completed,2013-02-20T00:00:00,13-00007907,Abandoned Vehicle Complaint,NO PLATES,,Black,FVI - Outcome,Vehicle was moved from original address requested,15,2541 W FARGO AVE,60645,1158008.08009545,1949336.28648152,50,24,2,,42.01661644893292,-87.69417127306829,"{'latitude': '42.01661644893292', 'longitude': '-87.69417127306829', 'needs_recoding': False}"
2013-01-02T00:00:00,Completed,2013-02-20T00:00:00,13-00008561,Abandoned Vehicle Complaint,L425518,Volvo,Burgundy,Place 7 Day Sticker,Follow on Activity was created,60,407 E 74TH ST,60619,1180265.17138649,1856040.52279318,6,3,69,51,41.7601291098127,-87.61484298063436,"{'latitude': '41.7601291098127', 'longitude': '-87.61484298063436', 'needs_recoding': False}"
2013-01-02T00:00:00,Completed,2013-02-20T00:00:00,13-00008715,Abandoned Vehicle Complaint,9751317,Toyota,Silver,FVI - Outcome,Vehicle was moved from original address requested,30,1928 W BRADLEY PL,60613,1162820.41780096,1924915.62987363,47,19,5,38,41.94972393174051,-87.67738265449465,"{'latitude': '41.94972393174051', 'longitude': '-87.67738265449465', 'needs_recoding': False}"
2013-01-02T00:00:00,Completed,2013-02-22T00:00:00,13-00008901,Abandoned Vehicle Complaint,N203040,Land Rover,White,FVI - Outcome,Need Vehicle Tow Report,30,1053 N CAMPBELL AVE,60622,,,1,12,24,,41.90092822948463,-87.68928957817668,"{'latitude': '41.90092822948463', 'longitude': '-87.68928957817668', 'needs_recoding': False}"
2013-01-02T00:00:00,Completed,2013-04-03T00:00:00,13-00006840,Abandoned Vehicle Complaint,7254593,Dodge,Red,FVI - Outcome,,30,6718 S MERRILL AVE,60649,1191700.7298886,1860846.59367537,5,3,43,,41.77288793806959,-87.57295930104748,"{'latitude': '41.77288793806959', 'longitude': '-87.57295930104748', 'needs_recoding': False}"
2013-01-02T00:00:00,Completed,2013-04-04T00:00:00,13-00004772,Abandoned Vehicle Complaint,DEAVER,Hyundai,Gray,FVI - Outcome,Need Vehicle Tow Report,80,9651 S LA SALLE ST,60628,,,21,5,49,,41.718357425788945,-87.62722883896409,"{'latitude': '41.718357425788945', 'longitude': '-87.62722883896409', 'needs_recoding': False}"
2011-01-03T00:00:00,Completed - Dup,2011-01-06T00:00:00,11-00010111,Abandoned Vehicle Complaint,7718905,General Motors Corp.,Black,,,45,5155 W DICKENS AVE,60639,1141592.43307914,1913475.79420217,37,25,19,,41.91852849498909,-87.7557847904446,"{'latitude': '41.91852849498909', 'longitude': '-87.7557847904446', 'needs_recoding': False}"
2011-01-03T00:00:00,Completed - Dup,2011-01-10T00:00:00,11-00006194,Abandoned Vehicle Complaint,A83 8429,Oldsmobile,Maroon,,,,1302 E 88TH PL,60619,1186315.10997993,1846559.03001309,8,4,48,,41.7341906660218,-87.59294766839237,"{'latitude': '41.7341906660218', 'longitude': '-87.59294766839237', 'needs_recoding': False}"
2011-01-03T00:00:00,Completed - Dup,2011-01-10T00:00:00,11-00011940,Abandoned Vehicle Complaint,LUVUGOD,Chevrolet,Red,,,60,753 E 84TH ST,60619,1182856.48002445,1849450.93997932,6,6,44,51,41.741992834592686,-87.60532746214997,"{'latitude': '41.741992834592686', 'longitude': '-87.60532746214997', 'needs_recoding': False}"
2011-01-03T00:00:00,Completed - Dup,2011-01-10T00:00:00,11-00011946,Abandoned Vehicle Complaint,K397590,Plymouth,Red,,,60,753 E 84TH ST,60619,1182856.48002445,1849450.93997932,6,6,44,51,41.741992834592686,-87.60532746214997,"{'latitude': '41.741992834592686', 'longitude': '-87.60532746214997', 'needs_recoding': False}"
2011-01-03T00:00:00,Completed - Dup,2011-01-11T00:00:00,11-00009903,Abandoned Vehicle Complaint,9996245,Chevrolet,Gray,,,60,2311 S RIDGEWAY AVE,60623,1151736.06742124,1888375.8069915,22,10,30,,41.849413172537865,-87.71844639129975,"{'latitude': '41.849413172537865', 'longitude': '-87.71844639129975', 'needs_recoding': False}"
2011-01-03T00:00:00,Completed - Dup,2011-01-11T00:00:00,11-00010579,Abandoned Vehicle Complaint,9996245,Chevrolet,Gray,,,30,2311 S RIDGEWAY AVE,60623,1151736.06742124,1888375.8069915,22,10,30,,41.849413172537865,-87.71844639129975,"{'latitude': '41.849413172537865', 'longitude': '-87.71844639129975', 'needs_recoding': False}"
2011-01-03T00:00:00,Completed - Dup,2011-01-11T00:00:00,11-00010900,Abandoned Vehicle Complaint,X550326,Chevrolet,Gray,,,30,6213 W WAVELAND AVE,60634,1134295.84121948,1923953.91422269,38,16,17,,41.947422370215065,-87.78202165508348,"{'latitude': '41.947422370215065', 'longitude': '-87.78202165508348', 'needs_recoding': False}"
2011-01-03T00:00:00,Completed - Dup,2011-01-11T00:00:00,11-00011597,Abandoned Vehicle Complaint,114M703,Chevrolet,Blue,,,,3359 N LARAMIE AVE,60641,1141104.41761418,1921917.19607977,38,16,15,,41.94230766612373,-87.75665849455338,"{'latitude': '41.94230766612373', 'longitude': '-87.75665849455338', 'needs_recoding': False}"
2011-01-03T00:00:00,Completed - Dup,2011-01-20T00:00:00,11-00010322,Abandoned Vehicle Complaint,X693903,Honda,White,,,10,5258 S TALMAN AVE,60632,1159596.62608531,1869695.24331382,14,9,63,,41.79749294856399,-87.6903915299949,"{'latitude': '41.79749294856399', 'longitude': '-87.6903915299949', 'needs_recoding': False}"
2011-01-03T00:00:00,Completed - Dup,2011-01-20T00:00:00,11-00011398,Abandoned Vehicle Complaint,H924642,Chevrolet,Green,,,13,5959 S MOZART ST,60629,1158398.54086808,1865000.6328699,16,8,66,59,41.784657761433195,-87.69461800001926,"{'latitude': '41.784657761433195', 'longitude': '-87.69461800001926', 'needs_recoding': False}"
2011-01-03T00:00:00,Completed - Dup,2011-01-21T00:00:00,11-00007010,Abandoned Vehicle Complaint,2666685,Plymouth,Blue,,,,1517 W CARMEN AVE,60640,1165048.61412747,1933948.80318903,46,20,3,22,41.97423720282958,-87.66897753779864,"{'latitude': '41.97423720282958', 'longitude': '-87.66897753779864', 'needs_recoding': False}"
2011-01-03T00:00:00,Completed - Dup,2011-01-21T00:00:00,11-00007254,Abandoned Vehicle Complaint,2666685,Plymouth,Blue,,,,1517 W CARMEN AVE,60640,1165048.61412747,1933948.80318903,46,20,3,22,41.97423720282958,-87.66897753779864,"{'latitude': '41.97423720282958', 'longitude': '-87.66897753779864', 'needs_recoding': False}"
2011-01-03T00:00:00,Completed - Dup,2011-01-27T00:00:00,11-00009392,Abandoned Vehicle Complaint,K108882,Chrysler,Gray,,,,1407 N LOTUS AVE,60651,1139756.07998456,1908828.39769956,37,25,25,,41.90606243495334,-87.76192291943762,"{'latitude': '41.90606243495334', 'longitude': '-87.76192291943762', 'needs_recoding': False}"
2011-01-03T00:00:00,Completed - Dup,2011-01-27T00:00:00,11-00010911,Abandoned Vehicle Complaint,000000,Pontiac,Blue,,,45,4828 S KNOX AVE,60632,1146173.39097186,1872211.58748603,23,8,56,,41.8049582653673,-87.73956129280927,"{'latitude': '41.8049582653673', 'longitude': '-87.73956129280927', 'needs_recoding': False}"
2011-01-03T00:00:00,Completed,2011-01-03T00:00:00,11-00009459,Abandoned Vehicle Complaint,H792560,Toyota,Green,,,7,4019 W MELROSE ST,60641,1149029.13533398,1921307.42989248,31,17,16,,41.93988424018477,-87.72801547916308,"{'latitude': '41.93988424018477', 'longitude': '-87.72801547916308', 'needs_recoding': False}"
2011-01-03T00:00:00,Completed,2011-01-06T00:00:00,11-00006158,Abandoned Vehicle Complaint,8850477,Chrysler,Red,,,30,1330 W NEWPORT AVE,60657,1166816.92010273,1923028.57847712,44,19,6,27,41.944459585993705,-87.6627724652596,"{'latitude': '41.944459585993705', 'longitude': '-87.6627724652596', 'needs_recoding': False}"
2011-01-03T00:00:00,Completed,2011-01-06T00:00:00,11-00009416,Abandoned Vehicle Complaint,4624412,Mitsubishi,Silver,,,35,4854 N KILBOURN AVE,60630,1145268.28432014,1931957.98500136,39,17,14,,41.96957326290334,-87.74110918045136,"{'latitude': '41.96957326290334', 'longitude': '-87.74110918045136', 'needs_recoding': False}"
2011-01-03T00:00:00,Completed,2011-01-06T00:00:00,11-00009433,Abandoned Vehicle Complaint,UNKNOWN,Chevrolet,Red,,,14,1751 W 38TH ST,60609,1165214.95370537,1879510.99590812,11,9,59,,41.82486241176047,-87.66985403299064,"{'latitude': '41.82486241176047', 'longitude': '-87.66985403299064', 'needs_recoding': False}"
2011-01-03T00:00:00,Completed,2011-01-06T00:00:00,11-00009734,Abandoned Vehicle Complaint,3938143,Chevrolet,Red,,,90,4901 S KOMENSKY AVE,60632,1150190.92927021,1871819.42462782,14,8,57,39,41.804104375241614,-87.72455123614782,"{'latitude': '41.804104375241614', 'longitude': '-87.72455123614782', 'needs_recoding': False}"
2011-01-03T00:00:00,Completed,2011-01-06T00:00:00,11-00010565,Abandoned Vehicle Complaint,8817TG,Dodge,White,,,15,2657 W COYLE AVE,60645,1157369.54541379,1946012.86900474,50,24,2,,42.00749934907945,-87.69717610585467,"{'latitude': '42.00749934907945', 'longitude': '-87.69717610585467', 'needs_recoding': False}"
2011-01-03T00:00:00,Completed,2011-01-06T00:00:00,11-00010788,Abandoned Vehicle Complaint,3735737,Bmw,Gray,,,45,4600 S HARDING AVE,60632,1150796.08847844,1873844.10966679,14,8,57,39,41.80962483302822,-87.72257082062637,"{'latitude': '41.80962483302822', 'longitude': '-87.72257082062637', 'needs_recoding': False}"
2011-01-03T00:00:00,Completed,2011-01-06T00:00:00,11-00010816,Abandoned Vehicle Complaint,NO PLATES,Mitsubishi,Purple,,,30,3859 N SPAULDING AVE,60618,1153702.25399246,1925471.73958507,33,17,16,,41.95198138916923,-87.71026489499377,"{'latitude': '41.95198138916923', 'longitude': '-87.71026489499377', 'needs_recoding': False}"
2011-01-03T00:00:00,Completed,2011-01-06T00:00:00,11-00011296,Abandoned Vehicle Complaint,J571813,Kia Motors Corp,Black,,,45,5200 N CHRISTIANA AVE,60625,1153110.11582136,1934348.82927841,39,17,13,,41.97579725252244,-87.7124803661104,"{'latitude': '41.97579725252244', 'longitude': '-87.7124803661104', 'needs_recoding': False}"
2011-01-03T00:00:00,Completed,2011-01-06T00:00:00,11-00012007,Abandoned Vehicle Complaint,H411052,Dodge,Maroon,,,90,4339 N SPAULDING AVE,60618,1153603.3319792,1928764.46012628,33,17,16,60,41.960534302791174,-87.71052978599653,"{'latitude': '41.960534302791174', 'longitude': '-87.71052978599653', 'needs_recoding': False}"
2011-01-03T00:00:00,Completed,2011-01-06T00:00:00,11-00012010,Abandoned Vehicle Complaint,0000000000,Chappy (Mfd. By Yamaha Motor Corp.),Black,,,60,4346 N SPAULDING AVE,60618,1153602.4319792,1928797.96012628,33,17,16,60,41.96076140024982,-87.71083163644255,"{'latitude': '41.96076140024982', 'longitude': '-87.71083163644255', 'needs_recoding': False}"
2011-01-03T00:00:00,Completed,2011-01-07T00:00:00,11-00010430,Abandoned Vehicle Complaint,UNKNOWN,,Silver,,,21,2043 W PENSACOLA AVE,60618,1161944.5069989,1928882.21987854,47,19,5,,41.960405748438376,-87.68064669757366,"{'latitude': '41.960405748438376', 'longitude': '-87.68064669757366', 'needs_recoding': False}"
2011-01-03T00:00:00,Completed,2011-01-07T00:00:00,11-00010538,Abandoned Vehicle Complaint,BGG604,Ford,White,,,28,2161 W EASTWOOD AVE,60625,1161145.32090065,1930854.81443272,47,19,4,,41.965840666164226,-87.68311171172789,"{'latitude': '41.965840666164226', 'longitude': '-87.68311171172789', 'needs_recoding': False}"
2011-01-03T00:00:00,Completed,2011-01-07T00:00:00,11-00011219,Abandoned Vehicle Complaint,7151108,Chevrolet,Blue,,,15,2164 W EASTWOOD AVE,60625,1161122.12090065,1930854.11443272,47,19,4,,41.96605792837116,-87.6832707996176,"{'latitude': '41.96605792837116', 'longitude': '-87.6832707996176', 'needs_recoding': False}"
2011-01-03T00:00:00,Completed,2011-01-10T00:00:00,11-00008713,Abandoned Vehicle Complaint,7087833,Dodge,Maroon,,,7,6135 S RHODES AVE,60637,1180961.93662361,1864451.53208238,20,3,42,,41.78289927721714,-87.61193778656101,"{'latitude': '41.78289927721714', 'longitude': '-87.61193778656101', 'needs_recoding': False}"
2011-01-03T00:00:00,Completed,2011-01-11T00:00:00,11-00008642,Abandoned Vehicle Complaint,G310626,Ford,Red,Place 7 Day Sticker,Follow on Activity was created,14,4613 S DAMEN AVE,60609,1163731.0550669,1874071.4627255,20,9,61,10,41.80990494742211,-87.67451842798138,"{'latitude': '41.80990494742211', 'longitude': '-87.67451842798138', 'needs_recoding': False}"
2011-01-03T00:00:00,Completed,2011-01-11T00:00:00,11-00010065,Abandoned Vehicle Complaint,UNKNOWN,Chevrolet,Red,Place 7 Day Sticker,Follow on Activity was created,60,6034 S KOLIN AVE,60629,1148404.02957757,1864235.78840995,13,8,65,,41.78296947434582,-87.73158223256316,"{'latitude': '41.78296947434582', 'longitude': '-87.73158223256316', 'needs_recoding': False}"
2011-01-03T00:00:00,Completed,2011-01-11T00:00:00,11-00010387,Abandoned Vehicle Complaint,0,Toyota,Black,Place 7 Day Sticker,Follow on Activity was created,7,6207 S MASSASOIT AVE,60638,1139138.31010288,1862820.27328148,13,8,64,,41.779557966891616,-87.76530278737003,"{'latitude': '41.779557966891616', 'longitude': '-87.76530278737003', 'needs_recoding': False}"
2011-01-03T00:00:00,Completed,2011-01-12T00:00:00,11-00005251,Abandoned Vehicle Complaint,9496568,Legacy Unknown,Silver,Place 7 Day Sticker,Follow on Activity was created,30,3031 N RUTHERFORD AVE,60634,1130893.59771765,1919406.30863102,36,25,18,,41.93548482529853,-87.79424435811893,"{'latitude': '41.93548482529853', 'longitude': '-87.79424435811893', 'needs_recoding': False}"
2011-01-03T00:00:00,Completed,2011-01-12T00:00:00,11-00006683,Abandoned Vehicle Complaint,990JZF,Nissan,Black,Place 7 Day Sticker,Follow on Activity was created,21,1846 W SCHOOL ST,60657,1163388.35331639,1921938.23282953,32,19,5,,41.94153806103004,-87.67580451155573,"{'latitude': '41.94153806103004', 'longitude': '-87.67580451155573', 'needs_recoding': False}"
2011-01-03T00:00:00,Completed,2011-01-12T00:00:00,11-00009408,Abandoned Vehicle Complaint,UNKNOWN,Ford,Red,Place 7 Day Sticker,Follow on Activity was created,45,2846 N NORDICA AVE,60634,1128589.89659454,1918225.56989222,36,25,18,,41.93221228255513,-87.80302955371725,"{'latitude': '41.93221228255513', 'longitude': '-87.80302955371725', 'needs_recoding': False}"
2011-01-03T00:00:00,Completed,2011-01-12T00:00:00,11-00010290,Abandoned Vehicle Complaint,7389390,Oldsmobile,Blue,Place 7 Day Sticker,Follow on Activity was created,7,6516 S SACRAMENTO AVE,60629,1157504.17008804,1861278.71568815,15,8,66,,41.77485371551133,-87.69830444192078,"{'latitude': '41.77485371551133', 'longitude': '-87.69830444192078', 'needs_recoding': False}"
2011-01-03T00:00:00,Completed,2011-01-12T00:00:00,11-00010472,Abandoned Vehicle Complaint,21826U,Chevrolet,Blue,Place 7 Day Sticker,Follow on Activity was created,30,3132 N NATCHEZ AVE,60634,1132533.98558145,1920120.27621433,36,25,19,,41.93744951794842,-87.78849336598107,"{'latitude': '41.93744951794842', 'longitude': '-87.78849336598107', 'needs_recoding': False}"
2011-01-03T00:00:00,Completed,2011-01-12T00:00:00,11-00010522,Abandoned Vehicle Complaint,G313791,Lexus,White,Place 7 Day Sticker,Follow on Activity was created,,6058 S MEADE AVE,60638,1136773.25540082,1863736.67649191,23,8,64,,41.78157417854401,-87.77422464964057,"{'latitude': '41.78157417854401', 'longitude': '-87.77422464964057', 'needs_recoding': False}"
2011-01-03T00:00:00,Completed,2011-01-14T00:00:00,11-00005051,Abandoned Vehicle Complaint,MISS PLTS,Honda,Red,Place 7 Day Sticker,Follow on Activity was created,5,3959 W BARRY AVE,60618,1149559.53997032,1920285.52010589,31,25,21,,41.93709168182304,-87.72583746500861,"{'latitude': '41.93709168182304', 'longitude': '-87.72583746500861', 'needs_recoding': False}"
2011-01-03T00:00:00,Completed,2011-01-14T00:00:00,11-00005879,Abandoned Vehicle Complaint,348 4743,Pontiac,Green,Place 7 Day Sticker,Follow on Activity was created,,6140 N MCVICKER AVE,60646,1134949.23997202,1940595.72997904,45,16,10,,41.99358475500233,-87.77923887989269,"{'latitude': '41.99358475500233', 'longitude': '-87.77923887989269', 'needs_recoding': False}"
2011-01-03T00:00:00,Completed,2011-01-14T00:00:00,11-00006193,Abandoned Vehicle Complaint,BAR 8025,Buick,Gold,Place 7 Day Sticker,Follow on Activity was created,,6170 N MELVINA AVE,60646,1133889.93228264,1940774.0323107,45,16,10,,41.99409614541306,-87.78301520512349,"{'latitude': '41.99409614541306', 'longitude': '-87.78301520512349', 'needs_recoding': False}"
2011-01-03T00:00:00,Completed,2011-01-14T00:00:00,11-00006694,Abandoned Vehicle Complaint,K446413,Buick,Blue,Place 7 Day Sticker,Follow on Activity was created,8,6428 N MILWAUKEE AVE,60631,1132387.37887587,1942289.79757436,41,16,10,,41.997959807188835,-87.78860838694973,"{'latitude': '41.997959807188835', 'longitude': '-87.78860838694973', 'needs_recoding': False}"
2011-01-03T00:00:00,Completed,2011-01-14T00:00:00,11-00006809,Abandoned Vehicle Complaint,5038777,Ford,Turquoise,Place 7 Day Sticker,Follow on Activity was created,15,5806 W DAKIN ST,60634,1136941.65998439,1925661.38881154,38,16,15,,41.95227941199261,-87.77220555403332,"{'latitude': '41.95227941199261', 'longitude': '-87.77220555403332', 'needs_recoding': False}"
2011-01-03T00:00:00,Completed,2011-01-14T00:00:00,11-00007689,Abandoned Vehicle Complaint,20 927 U     B TRUCK,Chevrolet,Black,Place 7 Day Sticker,Follow on Activity was created,,5642 W BELLE PLAINE AVE,60634,1137888.23593242,1926694.62001869,38,16,15,,41.95509590075077,-87.76881973694131,"{'latitude': '41.95509590075077', 'longitude': '-87.76881973694131', 'needs_recoding': False}"
2011-01-03T00:00:00,Completed,2011-01-14T00:00:00,11-00009655,Abandoned Vehicle Complaint,NO PLATES,Hyundai,Black,Place 7 Day Sticker,Follow on Activity was created,12,6633 S RACINE AVE,60636,1169462.52020325,1860802.36001172,17,7,68,,41.77316082703613,-87.65418107529254,"{'latitude': '41.77316082703613', 'longitude': '-87.65418107529254', 'needs_recoding': False}"
2011-01-03T00:00:00,Completed,2011-01-14T00:00:00,11-00010309,Abandoned Vehicle Complaint,K748140,Audi,Silver,Place 7 Day Sticker,Follow on Activity was created,20,3125 N KILBOURN AVE,60641,1145832.68290346,1920397.85152774,31,25,20,,41.937877046098016,-87.73931323752448,"{'latitude': '41.937877046098016', 'longitude': '-87.73931323752448', 'needs_recoding': False}"
2011-01-03T00:00:00,Completed,2011-01-14T00:00:00,11-00011919,Abandoned Vehicle Complaint,A503272,Geo/Metro,White,Place 7 Day Sticker,Follow on Activity was created,99,3409 W MELROSE ST,60618,1153045.57996802,1921404.16208947,35,17,21,,41.94007483967379,-87.71299874304707,"{'latitude': '41.94007483967379', 'longitude': '-87.71299874304707', 'needs_recoding': False}"
2011-01-03T00:00:00,Completed,2011-01-20T00:00:00,11-00005545,Abandoned Vehicle Complaint,X596156,Oldsmobile,Maroon,Place 7 Day Sticker,Follow on Activity was created,30,11331 S UNION AVE,60628,1173671.65847711,1829727.80878195,34,22,49,,41.68781647335818,-87.63967054513074,"{'latitude': '41.68781647335818', 'longitude': '-87.63967054513074', 'needs_recoding': False}"
2011-01-03T00:00:00,Completed,2011-01-20T00:00:00,11-00006366,Abandoned Vehicle Complaint,K498860,Jeep/Cherokee,Green,Place 7 Day Sticker,Follow on Activity was created,30,4703 W DEMING PL,60639,1144606.81752396,1916631.27770113,31,25,19,,41.927139876888965,-87.74417284052635,"{'latitude': '41.927139876888965', 'longitude': '-87.74417284052635', 'needs_recoding': False}"
2011-01-03T00:00:00,Completed,2011-01-20T00:00:00,11-00007999,Abandoned Vehicle Complaint,A15 3793,Toyota,White,Place 7 Day Sticker,Follow on Activity was created,7,5530 W DAKIN ST,60641,1138777.00202038,1925704.08009265,38,16,15,,41.952359564236986,-87.7657788591129,"{'latitude': '41.952359564236986', 'longitude': '-87.7657788591129', 'needs_recoding': False}"
2011-01-03T00:00:00,Completed,2011-01-20T00:00:00,11-00008869,Abandoned Vehicle Complaint,K452160,Chevrolet,Gray,Place 7 Day Sticker,Follow on Activity was created,7,11221 S TRUMBULL AVE,60655,1155368.99010277,1829874.31618387,19,22,74,55,41.68895894383119,-87.7066822787925,"{'latitude': '41.68895894383119', 'longitude': '-87.7066822787925', 'needs_recoding': False}"
2011-01-03T00:00:00,Completed,2011-01-20T00:00:00,11-00011746,Abandoned Vehicle Complaint,863L960,Ford,White,Place 7 Day Sticker,Follow on Activity was created,7,6970 N BELL AVE,60645,1160179.6791968,1946212.93520517,50,24,2,,42.008371688871065,-87.68616797855245,"{'latitude': '42.008371688871065', 'longitude': '-87.68616797855245', 'needs_recoding': False}"
