Creation Date,Status,Completion Date,Service Request Number,Type of Service Request,Number of Black Carts Delivered,Current Activity,Most Recent Action,Street Address,ZIP Code,X Coordinate,Y Coordinate,Ward,Police District,Community Area,SSA,Latitude,Longitude,Location
2012-06-15T00:00:00,Completed,2012-10-15T00:00:00,12-01089930,Garbage Cart Black Maintenance/Replacement,0,Dispatch Crew,"Area inspected, cart(s) were on site in working condition",2423 W MONTROSE AVE,60618,1159316.67991312,1929147.36469635,47,19,5,38,41.96119642887482,-87.68960883564765,"{'latitude': '41.96119642887482', 'longitude': '-87.68960883564765', 'needs_recoding': False}"
2012-06-15T00:00:00,Completed,2012-10-16T00:00:00,12-01085969,Garbage Cart Black Maintenance/Replacement,1,Dispatch Crew,Cart Approved - Delivered,6334 N CLAREMONT AVE,60659,1159499.58778683,1941994.81633002,50,24,2,43,41.99697966508094,-87.68878613537441,"{'latitude': '41.99697966508094', 'longitude': '-87.68878613537441', 'needs_recoding': False}"
2012-06-15T00:00:00,Completed,2012-10-16T00:00:00,12-01089527,Garbage Cart Black Maintenance/Replacement,1,Dispatch Crew,Cart Approved - Delivered,4224 S LOWE AVE,60609,1172670.49628727,1876764.31990342,11,9,61,,41.816836270811656,-87.6422426499282,"{'latitude': '41.816836270811656', 'longitude': '-87.6422426499282', 'needs_recoding': False}"
2012-06-15T00:00:00,Completed,2012-10-17T00:00:00,12-01090155,Garbage Cart Black Maintenance/Replacement,0,Dispatch Crew,"Area inspected, cart(s) were on site in working condition",1639 N MASON AVE,60639,1136500.89008543,1910287.16586561,29,25,25,,41.91044195748389,-87.77385863214337,"{'latitude': '41.91044195748389', 'longitude': '-87.77385863214337', 'needs_recoding': False}"
2012-06-15T00:00:00,Completed,2012-10-19T00:00:00,12-01084774,Garbage Cart Black Maintenance/Replacement,0,Dispatch Crew,"Area inspected, cart(s) were on site in working condition",320 S KILBOURN AVE,60624,1146442.83222228,1898094.20350364,24,11,26,,41.87620499265747,-87.73792066159453,"{'latitude': '41.87620499265747', 'longitude': '-87.73792066159453', 'needs_recoding': False}"
2012-06-15T00:00:00,Completed,2012-10-19T00:00:00,12-01086037,Garbage Cart Black Maintenance/Replacement,0,Dispatch Crew,"Area inspected, cart(s) were on site in working condition",1246 S KILDARE AVE,60623,1147915.00940392,1894048.45396758,24,10,29,,41.864669935810305,-87.73261413828574,"{'latitude': '41.864669935810305', 'longitude': '-87.73261413828574', 'needs_recoding': False}"
2012-06-15T00:00:00,Completed,2012-10-19T00:00:00,12-01087603,Garbage Cart Black Maintenance/Replacement,2,Dispatch Crew,Cart Approved - Delivered,2848 E 79TH ST,60649,1196613.22007878,1853137.33716963,7,4,43,49,41.75199271812841,-87.55503617031145,"{'latitude': '41.75199271812841', 'longitude': '-87.55503617031145', 'needs_recoding': False}"
2012-06-15T00:00:00,Completed,2012-10-23T00:00:00,12-01085240,Garbage Cart Black Maintenance/Replacement,3,Dispatch Crew,Cart Approved - Delivered,2153 N CAMPBELL AVE,60647,1159529.06540779,1914495.92986585,1,14,22,33,41.92144679380855,-87.6891411531601,"{'latitude': '41.92144679380855', 'longitude': '-87.6891411531601', 'needs_recoding': False}"
2012-06-15T00:00:00,Completed,2012-10-23T00:00:00,12-01089784,Garbage Cart Black Maintenance/Replacement,1,Dispatch Crew,Cart Approved - Delivered,531 W BRIAR PL,60657,1172032.5899177,1921010.44251792,44,19,6,8,41.93859594502974,-87.64320203825748,"{'latitude': '41.93859594502974', 'longitude': '-87.64320203825748', 'needs_recoding': False}"
2012-06-15T00:00:00,Completed,2012-10-24T00:00:00,12-01087954,Garbage Cart Black Maintenance/Replacement,0,Dispatch Crew,"Area inspected, cart(s) were on site in working condition",6159 S RUTHERFORD AVE,60638,1132468.56200517,1862935.08713233,23,8,64,,41.77947643311654,-87.78973360634367,"{'latitude': '41.77947643311654', 'longitude': '-87.78973360634367', 'needs_recoding': False}"
2012-06-15T00:00:00,Completed,2012-10-25T00:00:00,12-01086934,Garbage Cart Black Maintenance/Replacement,2,Dispatch Crew,Cart Approved - Delivered,1250 N GREENVIEW AVE,60642,1166174.31999373,1908087.37940501,1,14,24,33,41.90480812668,-87.66523421629078,"{'latitude': '41.90480812668', 'longitude': '-87.66523421629078', 'needs_recoding': False}"
2012-06-15T00:00:00,Completed,2012-10-30T00:00:00,12-01086393,Garbage Cart Black Maintenance/Replacement,1,Dispatch Crew,Cart Approved - Delivered,5733 W GROVER ST,60630,1137174.53819814,1932265.38548988,45,16,11,,41.97032484932973,-87.77157386257555,"{'latitude': '41.97032484932973', 'longitude': '-87.77157386257555', 'needs_recoding': False}"
2012-06-15T00:00:00,Completed,2012-10-31T00:00:00,12-01085582,Garbage Cart Black Maintenance/Replacement,2,Dispatch Crew,Cart Approved - Delivered,5915 W GIDDINGS ST,60630,1136047.77911394,1930974.94022337,45,16,15,,41.966655441610676,-87.7754402740858,"{'latitude': '41.966655441610676', 'longitude': '-87.7754402740858', 'needs_recoding': False}"
2012-06-15T00:00:00,Completed,2012-11-01T00:00:00,12-01086410,Garbage Cart Black Maintenance/Replacement,1,Dispatch Crew,"Area inspected, cart(s) were on site in working condition",3833 N CLARK ST,60613,1167405.98301479,1925656.19322907,44,19,6,17,41.95189071051261,-87.66010669632426,"{'latitude': '41.95189071051261', 'longitude': '-87.66010669632426', 'needs_recoding': False}"
2012-06-15T00:00:00,Completed,2012-11-01T00:00:00,12-01086587,Garbage Cart Black Maintenance/Replacement,1,Dispatch Crew,Cart Approved - Delivered,3816 N WILTON AVE,60613,1169248.64568056,1925611.81667797,44,19,6,,41.95168365700611,-87.6533964813516,"{'latitude': '41.95168365700611', 'longitude': '-87.6533964813516', 'needs_recoding': False}"
2012-06-15T00:00:00,Completed,2012-11-02T00:00:00,12-01084858,Garbage Cart Black Maintenance/Replacement,1,Dispatch Crew,Cart Approved - Delivered,5148 W HENDERSON ST,60641,1141452.20339664,1921785.63909128,38,16,15,,41.941554538103226,-87.75628007889308,"{'latitude': '41.941554538103226', 'longitude': '-87.75628007889308', 'needs_recoding': False}"
2012-06-15T00:00:00,Completed,2012-11-02T00:00:00,12-01085147,Garbage Cart Black Maintenance/Replacement,2,Dispatch Crew,Cart Approved - Delivered,2729 N AVERS AVE,60647,1150252.50187948,1917880.46189137,35,25,22,,41.93091642276893,-87.72313917786661,"{'latitude': '41.93091642276893', 'longitude': '-87.72313917786661', 'needs_recoding': False}"
2012-06-15T00:00:00,Completed,2012-11-02T00:00:00,12-01089875,Garbage Cart Black Maintenance/Replacement,1,Dispatch Crew,Cart Approved - Delivered,5339 W PATTERSON AVE,60641,1140116.82722363,1923751.4966046,38,16,15,,41.94675572274109,-87.76097789919737,"{'latitude': '41.94675572274109', 'longitude': '-87.76097789919737', 'needs_recoding': False}"
2012-06-15T00:00:00,Completed,2012-11-08T00:00:00,12-01089766,Garbage Cart Black Maintenance/Replacement,1,Dispatch Crew,Cart Approved - Delivered,3115 N SAWYER AVE,60618,1154172.22160415,1920536.8473966,35,14,21,,41.93799454179893,-87.70865671096144,"{'latitude': '41.93799454179893', 'longitude': '-87.70865671096144', 'needs_recoding': False}"
2012-06-15T00:00:00,Completed,2012-11-14T00:00:00,12-01085187,Garbage Cart Black Maintenance/Replacement,1,Dispatch Crew,Cart Approved - Delivered,5720 W DAKIN ST,60634,1137512.11871187,1925674.78359606,38,16,15,,41.952303908746636,-87.77029322839697,"{'latitude': '41.952303908746636', 'longitude': '-87.77029322839697', 'needs_recoding': False}"
2012-06-15T00:00:00,Completed,2012-11-14T00:00:00,12-01086496,Garbage Cart Black Maintenance/Replacement,1,Dispatch Crew,Cart Approved - Delivered,6118 W BYRON ST,60634,1134878.59989596,1925283.87401039,38,16,17,,41.9512767287549,-87.77995659426824,"{'latitude': '41.9512767287549', 'longitude': '-87.77995659426824', 'needs_recoding': False}"
2012-06-15T00:00:00,Completed,2012-11-14T00:00:00,12-01088086,Garbage Cart Black Maintenance/Replacement,1,Dispatch Crew,Cart Approved - Delivered,5725 W HENDERSON ST,60634,1137609.95677192,1921695.29117895,38,16,15,,41.94116147947275,-87.77005145737458,"{'latitude': '41.94116147947275', 'longitude': '-87.77005145737458', 'needs_recoding': False}"
2012-06-15T00:00:00,Completed,2012-11-16T00:00:00,12-01089186,Garbage Cart Black Maintenance/Replacement,,,,3516 W 64TH PL,60629,1154076.81730369,1861619.22443355,15,8,66,,41.77621315935262,-87.7110600781017,"{'latitude': '41.77621315935262', 'longitude': '-87.7110600781017', 'needs_recoding': False}"
2012-06-15T00:00:00,Completed,2012-11-21T00:00:00,12-01085734,Garbage Cart Black Maintenance/Replacement,1,Dispatch Crew,Cart Approved - Delivered,5467 S WOODLAWN AVE,60615,1185151.54731911,1869130.72988486,4,2,41,,41.79602398723629,-87.59641749712688,"{'latitude': '41.79602398723629', 'longitude': '-87.59641749712688', 'needs_recoding': False}"
2012-06-15T00:00:00,Completed,2012-11-27T00:00:00,12-01085251,Garbage Cart Black Maintenance/Replacement,1,Dispatch Crew,Cart Approved - Delivered,512 E 95TH ST,60619,1181372.33018716,1842093.41530473,9,6,49,,41.72205296144407,-87.6111234933705,"{'latitude': '41.72205296144407', 'longitude': '-87.6111234933705', 'needs_recoding': False}"
2012-06-15T00:00:00,Completed,2012-12-06T00:00:00,12-01086808,Garbage Cart Black Maintenance/Replacement,2,Dispatch Crew,Cart Approved - Delivered,7722 S OGLESBY AVE,60649,1193208.03168965,1854222.22918127,7,4,43,,41.754634288386406,-87.5676498549344,"{'latitude': '41.754634288386406', 'longitude': '-87.5676498549344', 'needs_recoding': False}"
2012-06-15T00:00:00,Completed,2012-12-14T00:00:00,12-01085078,Garbage Cart Black Maintenance/Replacement,1,Dispatch Crew,Cart Approved - Delivered,3813 N WHIPPLE ST,60618,1155374.56762523,1925194.72427535,33,17,16,,41.95073552482172,-87.704112598687,"{'latitude': '41.95073552482172', 'longitude': '-87.704112598687', 'needs_recoding': False}"
2012-06-15T00:00:00,Completed,2012-12-17T00:00:00,12-01089987,Garbage Cart Black Maintenance/Replacement,0,Dispatch Crew,Completed,4130 S INDIANA AVE,60653,1178283.66901344,1877664.74899512,3,2,38,,41.819237595465516,-87.62162682046176,"{'latitude': '41.819237595465516', 'longitude': '-87.62162682046176', 'needs_recoding': False}"
2012-06-15T00:00:00,Completed,2012-12-20T00:00:00,12-01086763,Garbage Cart Black Maintenance/Replacement,4,Dispatch Crew,Cart Approved - Delivered,5323 S SHIELDS AVE,60609,1174857.61997206,1869650.40003006,3,9,37,,41.79746928251691,-87.63414763377726,"{'latitude': '41.79746928251691', 'longitude': '-87.63414763377726', 'needs_recoding': False}"
2012-06-15T00:00:00,Completed,2012-12-20T00:00:00,12-01089868,Garbage Cart Black Maintenance/Replacement,0,Dispatch Crew,"Area inspected, cart(s) were on site in working condition",5319 S PRINCETON AVE,60609,1175188.59682583,1869687.27438156,3,9,37,,41.79758947905416,-87.6329322170834,"{'latitude': '41.79758947905416', 'longitude': '-87.6329322170834', 'needs_recoding': False}"
2012-06-15T00:00:00,Completed,2012-12-26T00:00:00,12-01088990,Garbage Cart Black Maintenance/Replacement,0,Dispatch Crew,Cart Approved - Delivered,3628 S PRAIRIE AVE,60653,1178527.30081318,1880963.1122087,3,2,35,,41.828318025907365,-87.62063612683731,"{'latitude': '41.828318025907365', 'longitude': '-87.62063612683731', 'needs_recoding': False}"
2012-06-15T00:00:00,Completed,2012-12-27T00:00:00,12-01086141,Garbage Cart Black Maintenance/Replacement,1,Dispatch Crew,Cart Approved - Delivered,7150 S SPAULDING AVE,60629,1155596.79997289,1857342.77178034,18,8,66,,41.76283691671076,-87.70536346087223,"{'latitude': '41.76283691671076', 'longitude': '-87.70536346087223', 'needs_recoding': False}"
2010-06-16T00:00:00,Completed - Dup,2011-01-10T00:00:00,10-00867669,Garbage Cart Black Maintenance/Replacement,,,,5407 N MULLIGAN AVE,60630,1132910.05002228,1935559.62008328,45,16,11,,41.979535188504,-87.78644087403414,"{'latitude': '41.979535188504', 'longitude': '-87.78644087403414', 'needs_recoding': False}"
2011-06-16T00:00:00,Completed - Dup,2011-06-16T00:00:00,11-02990147,Garbage Cart Black Maintenance/Replacement,,,,6305 W DEVON AVE,60646,1133160.89997991,1942111.52090208,45,16,10,,41.997270447849985,-87.78557039562618,"{'latitude': '41.997270447849985', 'longitude': '-87.78557039562618', 'needs_recoding': False}"
2011-06-16T00:00:00,Completed - Dup,2011-06-16T00:00:00,11-02998824,Garbage Cart Black Maintenance/Replacement,,,,6241 S ARTESIAN AVE,60629,1161110.21946913,1863202.72740174,15,8,66,3,41.779843974034485,-87.68473227952565,"{'latitude': '41.779843974034485', 'longitude': '-87.68473227952565', 'needs_recoding': False}"
2011-06-16T00:00:00,Completed - Dup,2011-06-17T00:00:00,11-02987328,Garbage Cart Black Maintenance/Replacement,,,,7531 S VERNON AVE,60619,1180549.66742682,1855175.7053663,6,6,69,51,41.75749142884246,-87.61371524975006,"{'latitude': '41.75749142884246', 'longitude': '-87.61371524975006', 'needs_recoding': False}"
2011-06-16T00:00:00,Completed - Dup,2011-06-17T00:00:00,11-02989832,Garbage Cart Black Maintenance/Replacement,,,,6252 W 64TH ST,60638,1135837.08291655,1861429.33978779,23,8,64,,41.776024208390865,-87.77840448682163,"{'latitude': '41.776024208390865', 'longitude': '-87.77840448682163', 'needs_recoding': False}"
2011-06-16T00:00:00,Completed - Dup,2011-06-17T00:00:00,11-02991828,Garbage Cart Black Maintenance/Replacement,,,,6516 W 63RD ST,60638,1133986.34007177,1862037.22718988,23,8,64,,41.77773900370574,-87.78444952050663,"{'latitude': '41.77773900370574', 'longitude': '-87.78444952050663', 'needs_recoding': False}"
2011-06-16T00:00:00,Completed - Dup,2011-06-20T00:00:00,11-02994883,Garbage Cart Black Maintenance/Replacement,,,,1817 S ASHLAND AVE,60608,1166009.50138884,1891294.68110306,25,12,31,,41.857246627386125,-87.66598318607963,"{'latitude': '41.857246627386125', 'longitude': '-87.66598318607963', 'needs_recoding': False}"
2011-06-16T00:00:00,Completed - Dup,2011-07-01T00:00:00,11-02984938,Garbage Cart Black Maintenance/Replacement,,,,4840 N SEELEY AVE,60625,1161802.09029922,1932142.24532619,47,20,4,31,41.969954016607836,-87.68059607707443,"{'latitude': '41.969954016607836', 'longitude': '-87.68059607707443', 'needs_recoding': False}"
2011-06-16T00:00:00,Completed - Dup,2011-07-18T00:00:00,11-02998742,Garbage Cart Black Maintenance/Replacement,,,,8032 S ESSEX AVE,60617,1194247.20792855,1852204.73878415,7,4,46,49,41.748966805861244,-87.56390610813737,"{'latitude': '41.748966805861244', 'longitude': '-87.56390610813737', 'needs_recoding': False}"
2011-06-16T00:00:00,Completed - Dup,2011-07-18T00:00:00,11-02998748,Garbage Cart Black Maintenance/Replacement,,,,8032 S ESSEX AVE,60617,1194247.20792855,1852204.73878415,7,4,46,49,41.748966805861244,-87.56390610813737,"{'latitude': '41.748966805861244', 'longitude': '-87.56390610813737', 'needs_recoding': False}"
2011-06-16T00:00:00,Completed - Dup,2011-07-22T00:00:00,11-03005464,Garbage Cart Black Maintenance/Replacement,,,,9727 S SANGAMON ST,60643,1171697.24108189,1840254.66763195,21,22,73,,41.71678180443133,-87.6465894519509,"{'latitude': '41.71678180443133', 'longitude': '-87.6465894519509', 'needs_recoding': False}"
2011-06-16T00:00:00,Completed - Dup,2011-07-22T00:00:00,11-03011279,Garbage Cart Black Maintenance/Replacement,,,,328 W 25TH PL,60616,1174472.99001913,1887387.61998599,11,21,34,,41.8464922726315,-87.63579691389539,"{'latitude': '41.8464922726315', 'longitude': '-87.63579691389539', 'needs_recoding': False}"
2011-06-16T00:00:00,Completed - Dup,2011-08-16T00:00:00,11-03006924,Garbage Cart Black Maintenance/Replacement,,,,9859 S UNIVERSITY AVE,60628,1185613.98987324,1839862.46997719,8,5,50,,41.71513067771046,-87.5956247908798,"{'latitude': '41.71513067771046', 'longitude': '-87.5956247908798', 'needs_recoding': False}"
2011-06-16T00:00:00,Completed - Dup,2011-08-23T00:00:00,11-02998011,Garbage Cart Black Maintenance/Replacement,,,,747 N LONG AVE,60644,1140183.64000132,1904438.78001485,37,15,25,,41.89434815720768,-87.7604774213022,"{'latitude': '41.89434815720768', 'longitude': '-87.7604774213022', 'needs_recoding': False}"
2011-06-16T00:00:00,Completed - Dup,2011-08-29T00:00:00,11-03000469,Garbage Cart Black Maintenance/Replacement,,,,6518 N ALBANY AVE,60645,1154489.74637758,1943059.76387195,50,24,2,,41.99984395353279,-87.707179316274,"{'latitude': '41.99984395353279', 'longitude': '-87.707179316274', 'needs_recoding': False}"
2011-06-16T00:00:00,Completed - Dup,2011-09-16T00:00:00,11-02987630,Garbage Cart Black Maintenance/Replacement,,,,5311 S ELLIS AVE,60615,1183850.33511243,1870283.58991076,5,21,41,,41.79904522913927,-87.60114848601972,"{'latitude': '41.79904522913927', 'longitude': '-87.60114848601972', 'needs_recoding': False}"
2011-06-16T00:00:00,Completed - Dup,2011-09-21T00:00:00,11-03002505,Garbage Cart Black Maintenance/Replacement,,,,9117 S ABERDEEN ST,60620,1170587.93298452,1844345.05489858,21,22,73,,41.72813258887265,-87.65053891370526,"{'latitude': '41.72813258887265', 'longitude': '-87.65053891370526', 'needs_recoding': False}"
2011-06-16T00:00:00,Completed - Dup,2011-09-26T00:00:00,11-03004694,Garbage Cart Black Maintenance/Replacement,,,,1536 S HOMAN AVE,60623,1153950.59751846,1892260.61458848,24,10,29,,41.85974175696644,-87.71050305524014,"{'latitude': '41.85974175696644', 'longitude': '-87.71050305524014', 'needs_recoding': False}"
2011-06-16T00:00:00,Completed - Dup,2011-10-03T00:00:00,11-02990038,Garbage Cart Black Maintenance/Replacement,,,,12238 S LA SALLE ST,60628,1177475.24446847,1823796.51648745,9,5,53,,41.67135153074376,-87.62621318180533,"{'latitude': '41.67135153074376', 'longitude': '-87.62621318180533', 'needs_recoding': False}"
2011-06-16T00:00:00,Completed - Dup,2011-10-04T00:00:00,11-03007408,Garbage Cart Black Maintenance/Replacement,,,,5925 S MARSHFIELD AVE,60636,1166355.95979085,1865415.87368622,15,7,67,,41.78596640554105,-87.66544353290536,"{'latitude': '41.78596640554105', 'longitude': '-87.66544353290536', 'needs_recoding': False}"
2011-06-16T00:00:00,Completed - Dup,2011-10-13T00:00:00,11-03004197,Garbage Cart Black Maintenance/Replacement,,,,9140 S PARNELL AVE,60620,1174237.29321338,1844283.75262808,21,22,73,,41.727623781460274,-87.63746119860771,"{'latitude': '41.727623781460274', 'longitude': '-87.63746119860771', 'needs_recoding': False}"
2011-06-16T00:00:00,Completed - Dup,2011-10-21T00:00:00,11-02997312,Garbage Cart Black Maintenance/Replacement,,,,236 W 94TH ST,60620,1176200.34212972,1842767.63470693,21,6,49,,41.72420079653461,-87.63056654149685,"{'latitude': '41.72420079653461', 'longitude': '-87.63056654149685', 'needs_recoding': False}"
2011-06-16T00:00:00,Completed - Dup,2011-10-21T00:00:00,11-03001720,Garbage Cart Black Maintenance/Replacement,,,,4843 W POTOMAC AVE,60651,1143842.64073065,1908211.1800324,37,25,25,,41.9040423880614,-87.7477260694192,"{'latitude': '41.9040423880614', 'longitude': '-87.7477260694192', 'needs_recoding': False}"
2011-06-16T00:00:00,Completed - Dup,2011-10-27T00:00:00,11-02990486,Garbage Cart Black Maintenance/Replacement,,,,8620 S DAMEN AVE,60620,1164522.85802668,1847486.76002288,18,6,71,,41.736821128761925,-87.6729618681057,"{'latitude': '41.736821128761925', 'longitude': '-87.6729618681057', 'needs_recoding': False}"
2011-06-16T00:00:00,Completed - Dup,2011-10-31T00:00:00,11-02992450,Garbage Cart Black Maintenance/Replacement,,,,6659 S STEWART AVE,60621,1174774.80377622,1860707.47009459,6,7,68,,41.7726810427114,-87.63470852095377,"{'latitude': '41.7726810427114', 'longitude': '-87.63470852095377', 'needs_recoding': False}"
2011-06-16T00:00:00,Completed - Dup,2011-10-31T00:00:00,11-02994124,Garbage Cart Black Maintenance/Replacement,,,,8925 S UNION AVE,60620,1173202.50307504,1845735.79502217,21,22,71,,41.731800356416386,-87.6409181646485,"{'latitude': '41.731800356416386', 'longitude': '-87.6409181646485', 'needs_recoding': False}"
2011-06-16T00:00:00,Completed - Dup,2011-11-01T00:00:00,11-02997398,Garbage Cart Black Maintenance/Replacement,,,,1851 N BISSELL ST,60614,1169685.42990714,1912319.06001852,43,18,7,,41.915189661328384,-87.65190521116172,"{'latitude': '41.915189661328384', 'longitude': '-87.65190521116172', 'needs_recoding': False}"
2011-06-16T00:00:00,Completed - Dup,2011-11-09T00:00:00,11-02995100,Garbage Cart Black Maintenance/Replacement,,,,3312 W FLOURNOY ST,60624,1154395.06769443,1896839.46279828,24,11,27,,41.872857485952665,-87.70889601676384,"{'latitude': '41.872857485952665', 'longitude': '-87.70889601676384', 'needs_recoding': False}"
2011-06-16T00:00:00,Completed - Dup,2011-11-09T00:00:00,11-02995206,Garbage Cart Black Maintenance/Replacement,,,,3312 W FLOURNOY ST,60624,1154395.06769443,1896839.46279828,24,11,27,,41.872857485952665,-87.70889601676384,"{'latitude': '41.872857485952665', 'longitude': '-87.70889601676384', 'needs_recoding': False}"
2011-06-16T00:00:00,Completed - Dup,2011-11-15T00:00:00,11-03003844,Garbage Cart Black Maintenance/Replacement,,,,8128 S WASHTENAW AVE,60652,1159788.59989197,1850628.62770975,18,8,70,,41.745462680263635,-87.69022224984124,"{'latitude': '41.745462680263635', 'longitude': '-87.69022224984124', 'needs_recoding': False}"
2011-06-16T00:00:00,Completed - Dup,2011-12-02T00:00:00,11-02991759,Garbage Cart Black Maintenance/Replacement,,,,5318 S BISHOP ST,60609,1167569.83317367,1869477.73331168,16,9,61,,41.79712319435372,-87.6611698700902,"{'latitude': '41.79712319435372', 'longitude': '-87.6611698700902', 'needs_recoding': False}"
2011-06-16T00:00:00,Completed - Dup,2011-12-02T00:00:00,11-02996908,Garbage Cart Black Maintenance/Replacement,,,,5254 S JUSTINE ST,60609,1166895.65788658,1869882.38027545,16,9,61,,41.79789323409261,-87.6636185288501,"{'latitude': '41.79789323409261', 'longitude': '-87.6636185288501', 'needs_recoding': False}"
2011-06-16T00:00:00,Completed - Dup,2011-12-05T00:00:00,11-03001662,Garbage Cart Black Maintenance/Replacement,,,,3531 W 65TH PL,60629,1153997.39887403,1860956.16216641,15,8,66,,41.774173115076636,-87.7115331842114,"{'latitude': '41.774173115076636', 'longitude': '-87.7115331842114', 'needs_recoding': False}"
2011-06-16T00:00:00,Completed - Dup,2011-12-13T00:00:00,11-02986049,Garbage Cart Black Maintenance/Replacement,,,,3445 W DOUGLAS BLVD,60623,1153618.02062001,1893242.0020969,24,10,29,,41.86232390812487,-87.71221359269352,"{'latitude': '41.86232390812487', 'longitude': '-87.71221359269352', 'needs_recoding': False}"
2011-06-16T00:00:00,Completed - Dup,2011-12-13T00:00:00,11-02990896,Garbage Cart Black Maintenance/Replacement,,,,5534 S WABASH AVE,60637,1177659.41848266,1868261.40637535,20,2,40,,41.79336571542512,-87.6242006344029,"{'latitude': '41.79336571542512', 'longitude': '-87.6242006344029', 'needs_recoding': False}"
2011-06-16T00:00:00,Completed - Dup,2011-12-22T00:00:00,11-03007610,Garbage Cart Black Maintenance/Replacement,,,,1621 N MAYFIELD AVE,60639,1136845.14006834,1910174.51570487,29,25,25,,41.90994844279334,-87.77258739335332,"{'latitude': '41.90994844279334', 'longitude': '-87.77258739335332', 'needs_recoding': False}"
2011-06-16T00:00:00,Completed,2012-01-24T00:00:00,11-02988015,Garbage Cart Black Maintenance/Replacement,0,Dispatch Crew,"Area inspected, cart(s) were on site in working condition",9406 S EBERHART AVE,60619,1181227.23477631,1842714.03293365,9,6,49,,41.72349523935575,-87.61191251794101,"{'latitude': '41.72349523935575', 'longitude': '-87.61191251794101', 'needs_recoding': False}"
2011-06-16T00:00:00,Completed,2012-01-27T00:00:00,11-03008484,Garbage Cart Black Maintenance/Replacement,1,Dispatch Crew,Cart Approved - Delivered,1243 W ARTHUR AVE,60626,,,40,24,1,26,42.00031045874562,-87.66249013597576,"{'latitude': '42.00031045874562', 'longitude': '-87.66249013597576', 'needs_recoding': False}"
2011-06-16T00:00:00,Completed,2011-06-20T00:00:00,11-02990938,Garbage Cart Black Maintenance/Replacement,,Dispatch Crew,Cart Approved - Delivered,1637 W BERWYN AVE,60640,1164456.63312212,1935265.09500804,40,20,77,,41.977865848171994,-87.67115710408179,"{'latitude': '41.977865848171994', 'longitude': '-87.67115710408179', 'needs_recoding': False}"
2011-06-16T00:00:00,Completed,2011-06-20T00:00:00,11-02993049,Garbage Cart Black Maintenance/Replacement,,Dispatch Crew,Cart Approved - Delivered,2808 W 36TH ST,60632,1158205.35410937,1880656.59301247,12,9,58,,41.82837581872665,-87.69519187832041,"{'latitude': '41.82837581872665', 'longitude': '-87.69519187832041', 'needs_recoding': False}"
2011-06-16T00:00:00,Completed,2011-06-20T00:00:00,11-02996051,Garbage Cart Black Maintenance/Replacement,,Dispatch Crew,Cart Approved - Delivered,3348 N RACINE AVE,60657,1167694.93548222,1922376.25596825,44,19,6,,41.9431153884183,-87.65920947921305,"{'latitude': '41.9431153884183', 'longitude': '-87.65920947921305', 'needs_recoding': False}"
2011-06-16T00:00:00,Completed,2011-06-20T00:00:00,11-03001975,Garbage Cart Black Maintenance/Replacement,,Dispatch Crew,Cart Approved - Delivered,918 W ADDISON ST,60613,1169433.05780715,1924111.64379434,44,23,6,17,41.94738147179845,-87.65272287017915,"{'latitude': '41.94738147179845', 'longitude': '-87.65272287017915', 'needs_recoding': False}"
2011-06-16T00:00:00,Completed,2011-06-21T00:00:00,11-02991616,Garbage Cart Black Maintenance/Replacement,,Dispatch Crew,Cart Approved - Delivered,3133 N OKETO AVE,60707,1126206.67413146,1919999.85689328,36,25,17,,41.93719591652278,-87.81145646178759,"{'latitude': '41.93719591652278', 'longitude': '-87.81145646178759', 'needs_recoding': False}"
2011-06-16T00:00:00,Completed,2011-06-21T00:00:00,11-02991742,Garbage Cart Black Maintenance/Replacement,,Dispatch Crew,Cart Approved - Delivered,1144 N MENARD AVE,60651,1137479.37966601,1907038.59482231,29,15,25,,41.90158154221828,-87.77063908365092,"{'latitude': '41.90158154221828', 'longitude': '-87.77063908365092', 'needs_recoding': False}"
2011-06-16T00:00:00,Completed,2011-06-21T00:00:00,11-02991812,Garbage Cart Black Maintenance/Replacement,,Dispatch Crew,Cart Approved - Delivered,2744 N NORDICA AVE,60707,1128618.07399816,1917451.62653339,36,25,18,,41.93030971576719,-87.80294620996895,"{'latitude': '41.93030971576719', 'longitude': '-87.80294620996895', 'needs_recoding': False}"
2011-06-16T00:00:00,Completed,2011-06-21T00:00:00,11-02991862,Garbage Cart Black Maintenance/Replacement,,Dispatch Crew,Completed,6528 S KOSTNER AVE,60629,1148164.70887558,1860950.15689624,13,8,65,,41.774018001600595,-87.7325463611858,"{'latitude': '41.774018001600595', 'longitude': '-87.7325463611858', 'needs_recoding': False}"
2011-06-16T00:00:00,Completed,2011-06-21T00:00:00,11-02992465,Garbage Cart Black Maintenance/Replacement,,Dispatch Crew,Cart Approved - Delivered,6028 S KOMENSKY AVE,60629,1150402.02391398,1864317.37543436,13,8,65,,41.783215920467,-87.7242555972813,"{'latitude': '41.783215920467', 'longitude': '-87.7242555972813', 'needs_recoding': False}"
2011-06-16T00:00:00,Completed,2011-06-21T00:00:00,11-02992649,Garbage Cart Black Maintenance/Replacement,,Dispatch Crew,Cart Approved - Delivered,3734 W 70TH PL,60629,1152689.42128129,1857597.80422607,13,8,65,,41.765200881824015,-87.7164871879559,"{'latitude': '41.765200881824015', 'longitude': '-87.7164871879559', 'needs_recoding': False}"
